,ticker,index,d_sameind,launch_order,CUSIP
919,PBW,WilderHill Clean Energy Mod EW TR USD,0,,46137V13
920,PDEV,Nasdaq Developed Select Leaders Core Index,0,,74255Y79
921,PDN,FTSE RAFI Dv Ex US Mid Small 1500 NR USD,0,,46138E73
922,PDP,Dorsey Wright Technical leaders TR USD,0,,46137V83
923,PEJ,Dynamic Leis&Entertnmt Intellidex TR USD,0,,46137V72
924,PEK,CSI 300 TR CNY,0,,92189F75
925,PEX,LPX Direct Listed Private Equity TR USD,0,,74348A53
926,PEXL,Pacer US Export Leaders Index,0,,69374H40
927,PEY,NASDAQ US Dividend Achievers 50 TR USD,0,,46137V56
928,PEZ,DWA Consumer Cyclicals Technical Leaders USD,0,,46137V80
929,PFF,Preferred Shares,1,1.0,46428868
930,PFFD,BofA Merrill Lynch Diversified Core U.S. Preferred Securities Index,0,,37954Y65
931,PFFV,ICE U.S. Variable Rate Preferred Securities Index,0,,37954Y37
932,PFI,DWA Financials Technical Leaders USD,0,,46137V86
933,PFM,NASDAQ US Broad Div Achievers TR USD,0,,46137V50
934,PFXF,WellsFargo Hybrid&Pref Sec exFinc TR USD,0,,92189F42
935,PGAL,FTSE Portugal 20 USD,0,,37950E19
936,PGF,Wells Fargo Hybrid&Pref Secs Finc TR USD,0,,46137V62
937,PGJ,NASDAQ Halter USX China TR USD,0,,46137V57
938,PGX,Preferred Shares,1,2.0,46138E51
939,PHO,NASDAQ OMX US Water TR USD,0,,46137V14
940,PICK,MSCI ACWI Select Mt&MP Ex G&S IMI NR USD,0,,46434G84
941,PID,NASDAQ Intl Div Achievers TR USD,0,,46137V54
942,PIE,Dorsey Wright Em Mrkt Tech Ldrs NR USD,0,,46138E86
943,PIN,Indus India,0,,46137R10
944,PIO,NASDAQ OMX Global Water TR USD,0,,46138E65
945,PIZ,Dorsey Wright Dev Mrkt Tech Ldrs NR USD,0,,46138E87
946,PJP,Dynamic Pharmaceutical Intellidex TR USD,0,,46137V66
947,PKB,Dynamic Building&Const Intellidex TR USD,0,,46137V77
948,PKW,NASDAQ Buyback Achievers USD,0,,46137V30
949,PLAT,WisdomTree Modern Tech Platforms Index,0,,97717Y71
950,PLC,Nasdaq US Large Cap Select Leaders Core Index,0,,74255Y78
951,PMOM,Nasdaq U.S. Sustainable Momentum Index,0,,74255Y85
952,PMR,Dynamic Retail Intellidex TR USD,0,,46137V65
953,PNQI,US Internet Sector,1,2.0,46137V53
954,POTX,Cannabis Index,0,,37954Y14
955,PPA,US Defense Sector,1,1.0,46137V10
956,PPH,MV US Listed Pharmaceutical 25 NR USD,0,,92189F69
957,PRF,FTSE RAFI US 1000 TR USD,0,,46137V61
958,PRFZ,FTSE RAFI US Mid Small 1500 TR USD,0,,46137V59
959,PRN,DWA Industrials Technical Leaders USD,0,,46137V84
960,PRNT,Total 3D-Printing Index,0,,00214Q50
961,PSC,NASDAQ U.S. Small Cap Select Leaders Index,0,,74255Y60
962,PSCC,S&P SmallCap 600 Capped Cons Staples USD,0,,46138E17
963,PSCD,S&P SmallCap 600 Capped Cons Disc USD,0,,46138E18
964,PSCE,S&P SmallCap 600 Capped Energy USD,0,,46138E16
965,PSCF,S&P SmallCap 600 Capped Financials USD,0,,46138E15
966,PSCH,S&P SmallCap 600 Capped HealthCare USD,0,,46138E14
967,PSCI,S&P 600 Capped Industrials TR,0,,46138E12
968,PSCM,S&P SmallCap 600 Capped Materials USD,0,,46138G20
969,PSCT,S&P SmallCap 600 Cap Info Tech USD,0,,46138E11
970,PSCU,S&P SmallCap 600 Cap Util&Tele serv USD,0,,46138G40
971,PSET,NASDAQ U.S. Price Setters Index,0,,74255Y20
972,PSI,Dynamic Semiconductor Intellidex TR USD,0,,46137V64
973,PSJ,Dynamic Software Intellidex TR USD,0,,46137V63
974,PSK,Wells Fargo Hybrid and Preferred Securities Aggregate TR USD,0,,78464A29
975,PSL,DWA Consumer Staples Technical Leaders USD,0,,46137V88
976,PSM,Nasdaq US Small Mid Cap Select Leaders Core Index,0,,74255Y77
977,PSP,Red Rocks Gbl Listed Private Eqty TR USD,0,,46137V58
978,PTEU,Pacer Trendpilot European Index,0,,69374H80
979,PTF,DWA Technology Technical Leaders USD,0,,46137V81
980,PTH,DWA Healthcare Technical Leaders USD,0,,46137V85
981,PTIN,S&P Developed Ex-US Large Cap Local Currency Total Return Index,0,,69374H68
982,PTLC,Pacer Wilshire US Large-Cap Trendpilot Index,0,,69374H10
983,PTMC,Pacer Wilshire US Mid-Cap Trendpilot Index,0,,69374H20
984,PTNQ,Pacer NASDAQ-100 Trendpilot Index,0,,69374H30
985,PUI,DWA Utilities Technical Leaders USD,0,,46137V79
986,PVAL,Nasdaq U.S. Contrarian Value Index,0,,74255Y86
987,PVAL,Nasdaq U.S. Contrarian Value Index,0,,74672930
988,PWB,Dynamic Large Cap Intellidex TR USD,0,,46137V74
989,PWC,Dynamic Market Intellidex TR USD,0,,46137V71
990,PWV,Dynamic Large Cap Valu Intellidex TR USD,0,,46137V73
991,PXE,Dynamic Enr Explo&Prod Intellidex GR USD,0,,46137V76
992,PXF,FTSE RAFI Dvlp ex US 1000 TR USD,0,,46138E74
993,PXH,FTSE RAFI Emerging TR USD,0,,46138E72
994,PXI,DWA Energy Technical Leaders USD,0,,46137V87
995,PXJ,Dynamic Oil Services Intellidex TR USD,0,,46137V67
996,PXQ,Dynamic Networking Intellidex TR USD,0,,46137V68
997,PY,NASDAQ U.S. Shareholder Yield Index,0,,74255Y30
998,PYZ,DWA Basic Materials Technical Leaders USD,0,,46137V70
999,PZD,AMEX Cleantech TR USD,0,,46137V40
1000,QABA,NASDAQ OMX ABA Community Bank TR USD,0,,33736Q10
1001,QARP,Russell 1000 2Qual/Val 5% Capped Factor Index,0,,23305124
1002,QAT,MSCI All Qatar Capped Index,0,,46434V77
1003,QCLN,NASDAQ Clean Edge US Liq PR USD,0,,33733E50
1004,QDEF,Northern Trust Quality Div Defensive USD,0,,33939L84
1005,QDF,Northern Trust Quality Dividend USD,0,,33939L86
1006,QDIV,S&P 500 Quality High Dividend Index,0,,37954Y61
1007,QDYN,Northern Trust Quality Dividend Dyn USD,0,,33939L85
1008,QEFA,MSCI EAFE Quality Mix Index,0,,78463X43
1009,QEMM,MSCI Emerging Markets Quality Mix Index,0,,78463X42
1010,QGRO,iSTOXX American Century USA Quality Growth Index,0,,02507230
1011,QINT,Alpha Vee American Century Diversified International Equity Index,0,,02507240
1012,QLC,Northern Trust Quality Large Cap Index,0,,33939L74
1013,QLV,Northern Trust Quality Low Volatility Index,0,,33939L65
1014,QLVD,Northern Trust Developed Markets ex-US Quality Low Volatility Index,0,,33939L64
1015,QLVE,Northern Trust Emerging Markets Quality Low Volatility Index,0,,33939L63
1016,QMJ,S&P 500 150/50 Quality 0.30% Decrement Index,0,,25460G40
1017,QMN,IQ Hedge Market Neutral USD,0,,45409B50
1018,QQEW,NASDAQ-100 Equal Weighted Index,1,1.0,33734410
1019,QQQ,NASDAQ 100 TR USD,0,,46090E10
1020,QQQE,NASDAQ-100 Equal Weighted Index,1,2.0,25459Y20
1021,QQQJ,NASDAQ Next Generation 100 Index,0,,46138G63
1022,QQQM,NASDAQ-100 Index,0,,46138G64
1023,QQXT,NASDAQ 100 Ex Technology TR USD,0,,33733E40
1024,QTEC,NASDAQ 100 Technology NTTR TR USD,0,,33734510
1025,QTUM,BlueStar Quantum Computing and Machine Learning Index,0,,26922A42
1026,QUAL,MSCI USA Quality GR USD,0,,46432F33
1027,QUS,MSCI USA Quality Mix A-Series Index,0,,78468R81
1028,QVM,A.I. Quality Value Momentum Index,0,,04276578
1029,QWLD,MSCI World Quality Mix Index,0,,78463X41
1030,QYLD,CBOE NASDAQ-100 BuyWrite USD,0,,44053G10
1031,QYLD,CBOE NASDAQ-100 BuyWrite USD,0,,37954Y48
1032,QYLG,CBOE Nasdaq-100 Half BuyWrite V2 Index,0,,37954Y26
1033,RAFE,RAFI ESG US Index,0,,72201T34
1034,RBIN,R Risk-Based International Index,0,,26922A66
1035,RBUS,R Risk-Based US Index,0,,26922A67
1036,RCD,S&P 500 Equal Weighted Cons Disc TR USD,0,,46137V38
1037,RCD,S&P 500 Equal Weighted Cons Disc TR USD,0,,78355W88
1038,RDIV,Revenue Weighted Ultra Dividend USD,0,,68386C40
1039,RDIV,Revenue Weighted Ultra Dividend USD,0,,46138G65
1040,RDVY,NASDAQ US Rising Dividend Achievers TR USD,0,,33738R50
1041,RECS,Beta Advantage Research Enhanced U.S. Equity Index,0,,19761L70
1042,REDV,FTSE Custom Emerging Ultra Dividend Revenue Index,0,,68386C74
1043,REDV,FTSE Custom Emerging Ultra Dividend Revenue Index,0,,46138G82
1044,REEM,MSCI OFI Revenue Weighted Emerging Markets Index,0,,68386C86
1045,REEM,MSCI OFI Revenue Weighted Emerging Markets Index,0,,46138G83
1046,REFA,MSCI OFI Revenue Weighted International Index,0,,68386C75
1047,REFA,MSCI OFI Revenue Weighted International Index,0,,46138G78
1048,REGL,S&P MidCap 400 Dividend Aristocrats Index,0,,74347B68
1049,REMX,Rare Earth/Strategic Metals USD,0,,92189H80
1050,RENW,Morningstar North America Renewable Energy Index,0,,26922A52
1051,RENW,Morningstar North America Renewable Energy Index,0,,41151J80
1052,REVS,Beta Advantage Research Enhanced U.S. Value Index,0,,19761L80
1053,RFG,S&P MidCap 400 Pure Growth TR,0,,46137V21
1054,RFG,S&P MidCap 400 Pure Growth TR,0,,78355W60
1055,RFV,S&P MidCap 400 Pure Value TR,0,,46137V19
1056,RFV,S&P MidCap 400 Pure Value TR,0,,78355W50
1057,RGI,S&P 500 Equal Weighted Indl TR USD,0,,46137V32
1058,RGI,S&P 500 Equal Weighted Indl TR USD,0,,78355W83
1059,RGLB,MSCI OFI Revenue Weighted Global Index,0,,68386C76
1060,RGLB,MSCI OFI Revenue Weighted Global Index,0,,46138G79
1061,RHS,S&P 500 Equal Weighted Cons Stpl TR USD,0,,46137V37
1062,RHS,S&P 500 Equal Weighted Cons Stpl TR USD,0,,78355W87
1063,RIDV,FTSE Custom Developed ex US Ultra Dividend Revenue Index,0,,68386C73
1064,RIDV,FTSE Custom Developed ex US Ultra Dividend Revenue Index,0,,46138G77
1065,RING,MSCI ACWI Select Gold Miners IMI NR USD,0,,46434G85
1066,RNDM,Nasdaq Riskalyze Developed International Equity Select Index,0,,33738R78
1067,RNDV,Nasdaq Riskalyze US Equity Dividend Select Index,0,,33738R73
1068,RNEM,Nasdaq Riskalyze Emerging Markets Equity Select Index,0,,33738R77
1069,RNLC,Nasdaq Riskalyze US Large Cap Index,0,,33738R76
1070,RNMC,Nasdaq Riskalyze US Mid Cap Index,0,,33738R75
1071,RNSC,Nasdaq Riskalyze US Small Cap Index,0,,33738R74
1072,ROAM,Lattice Risk-Optimized Advancing Markets Strategy Index,0,,51841620
1073,ROBO,Robo-Stox Global Robotics and Autom USD,0,,30150570
1074,ROBT,Nasdaq CTA Artificial Intelligence and Robotics Index,0,,33738R72
1075,RODE,Hartford Multifactor Diversified International Index,0,,51841660
1076,RODM,Lattice Risk-Optimized Developed Markets (ex-US) Strategy Index,0,,51841610
1077,ROKT,S&PKensho Final Frontiers Index,0,,78468R63
1078,ROSC,Hartford Multifactor Small Cap Index,0,,51841650
1079,ROUS,Lattice Risk-Optimized US Large Cap Equity Strategy Index,0,,51841640
1080,RPV,S&P 500 Pure Value TR,0,,46137V25
1081,RPV,S&P 500 Pure Value TR,0,,78355W30
1082,RSP,S&P 500 Equal Weighted TR USD,0,,46137V35
1083,RSP,S&P 500 Equal Weighted TR USD,0,,78355W10
1084,RSX,Russia,1,1.0,92189F40
1085,RSXJ,MV Russia Small Cap NR USD,0,,92189F73
1086,RTH,MV US Listed Retail 25 NR USD,0,,92189F68
1087,RTM,S&P 500 Equal Weighted Materials TR USD,0,,46137V31
1088,RTM,S&P 500 Equal Weighted Materials TR USD,0,,78355W82
1089,RVRS,Reverse Cap Weighted U.S. Large Cap Index,0,,26922A68
1090,RWCD,MSCI USA Cyclical Sectors  USA Defensive Sectors 150/50 Return Spread Index,0,,25460E41
1091,RWDC,MSCI USA Defensive Sectors  USA Cyclical Sectors 150/50 Return Spread Index,0,,25460E39
1092,RWDE,MSCI EAFE IMI - Emerging Markets IMI 150/50 Return Spread Index,0,,25460E37
1093,RWED,MSCI Emerging Markets IMI - EAFE IMI 150/50 Return Spread Index,0,,25460E38
1094,RWGV,Russell 1000 Growth/Value 150/50 Net Spread Index,0,,25460E44
1095,RWIU,FTSE All-World ex US/Russell 1000 150/50 Net Spread Index,0,,25460E46
1096,RWJ,RevShares Small Cap Fund TR USD,0,,46138G66
1097,RWJ,RevShares Small Cap Fund TR USD,0,,68386C30
1098,RWK,RevShares Mid Cap Fund TR USD,0,,46138G67
1099,RWK,RevShares Mid Cap Fund TR USD,0,,68386C20
1100,RWL,RevShares Large Cap Fund TR USD,0,,46138G69
1101,RWL,RevShares Large Cap Fund TR USD,0,,68386C10
1102,RWLS,Russell 1000/Russell 2000 150/50 Net Spread Index,0,,25460E43
1103,RWSL,Russell 2000/Russell 1000 150/50 Net Spread Index,0,,25460E42
1104,RWUI,Russell 1000/FTSE All-World ex US 150/50 Net Spread Index,0,,25460E47
1105,RWVG,Russell 1000 Value/Growth 150/50 Net Spread Index,0,,25460E45
1106,RWW,RevShares Large Cap Fund Fincls TR USD,0,,46138G68
1107,RWW,RevShares Large Cap Fund Fincls TR USD,0,,68386C80
1108,RXI,S&P Global 1200 Sec/Cons Disc TR,0,,46428874
1109,RYE,S&P 500 Equal Weighted Energy TR USD,0,,46137V36
1110,RYE,S&P 500 Equal Weighted Energy TR USD,0,,78355W86
1111,RYF,S&P 500 Equal Weighted Financials TR USD,0,,46137V34
1112,RYF,S&P 500 Equal Weighted Financials TR USD,0,,78355W85
1113,RYH,S&P 500 Equal Weighted HC TR USD,0,,46137V33
1114,RYH,S&P 500 Equal Weighted HC TR USD,0,,78355W84
1115,RYJ,RaymondJames SB1 Equity Incorporated USD,0,,46137V52
1116,RYJ,RaymondJames SB1 Equity Incorporated USD,0,,18383M61
1117,RYLD,Cboe Russell 2000 BuyWrite Index,0,,37954Y45
1118,RYT,S&P 500 Equal Weighted IT TR USD,0,,46137V28
1119,RYT,S&P 500 Equal Weighted IT TR USD,0,,78355W81
1120,RYU,S&P 500 Equal Weighted Util&Teles TR USD,0,,46137V27
1121,RYU,S&P 500 Equal Weighted Util&Teles TR USD,0,,78355W79
1122,RZG,S&P SmallCap 600 Pure Growth TR,0,,46137V17
1123,RZG,S&P SmallCap 600 Pure Growth TR,0,,78355W80
1124,RZV,S&P SmallCap 600 Pure Value TR,0,,46137V16
1125,RZV,S&P SmallCap 600 Pure Value TR,0,,78355W70
1126,SBIO,Poliwogg Medical Breakthroughs Index,0,,00162Q59
1127,SCHA,DJ US TSM Small Cap TR USD,0,,80852460
1128,SCHB,DJ US Broad Stock Market TR USD,0,,80852410
1129,SCHC,EAFE Small Cap,1,2.0,80852488
1130,SCHD,DJ US Dividend 100 TR USD,0,,80852479
1131,SCHE,FTSE Emerging NR USD,0,,80852470
1132,SCHF,FTSE Dv Ex US NR USD,0,,80852480
1133,SCHG,DJ US TSM Large Cap Growth TR USD,0,,80852430
1134,SCHK,Schwab 1000 Index,0,,80852472
1135,SCHM,DJ US TSM Mid Cap TR USD,0,,80852450
1136,SCHV,DJ US TSM Large Cap Value TR USD,0,,80852440
1137,SCHX,DJ US TSM Large Cap TR USD,0,,80852420
1138,SCID,Scientific Beta Extended Europe Multi-Beta Multi-Strategy Equal,0,,37954Y30
1139,SCIF,MV India Small Cap NR USD,0,,92189F76
1140,SCIJ,Scientific Beta Japan Multi-Beta Multi-Strategy Equal Risk Contr,0,,37954Y50
1141,SCIU,Scientific Beta United States Multi-Beta Multi-Strategy Equal Ri,0,,37954Y10
1142,SCIX,Scientific Beta Developed Asia-Pacific ex Japan Multi-Beta Multi,0,,37954Y40
1143,SCJ,MSCI Japan Small Cap NR USD,0,,46428658
1144,SCZ,EAFE Small Cap,1,1.0,46428827
1145,SDEM,Indxx SuperDividend Emerging Markets Index,0,,37960A67
1146,SDG,MSCI ACWI Sustainable Impact Index,0,,46435G53
1147,SDGA,Morningstar Societal Development Index,0,,45259A30
1148,SDIV,Solactive Global SuperDividend TR USD,0,,37960A66
1149,SDOG,S-Network Sector Dividend Dogs USD,0,,00162Q85
1150,SDVY,NASDAQ US Small Mid Cap Rising Dividend Achievers Index,0,,33741X10
1151,SDY,S&P High Yield Dividend Aristcrts TR USD,0,,78464A76
1152,SEA,Dow Jones Global Shipping USD,0,,46138G60
1153,SEA,Dow Jones Global Shipping USD,0,,26922B86
1154,SEA,Dow Jones Global Shipping USD,0,,18383Q79
1155,SFY,Solactive SoFi US 500 Growth Index,0,,88636420
1156,SFY,Solactive SoFi US 500 Growth Index,0,,82836G10
1157,SFYF,Solactive SoFi US 50 Growth Index,0,,88636440
1158,SFYX,Solactive SoFi US Next 500 Growth Index,0,,88636430
1159,SGDJ,Sprott Zacks Junior Gold Miners Index,0,,00162Q58
1160,SGDJ,Sprott Zacks Junior Gold Miners Index,0,,85210B20
1161,SGDM,Sprott Zacks Gold Miners Index,0,,00162Q64
1162,SGDM,Sprott Zacks Gold Miners Index,0,,85210B10
1163,SHE,SSGA Gender Diversity Index,0,,78468R74
1164,SHLD,Nasdaq Yewno Aerospace & Defense Index,0,,92647X87
1165,SHLD,Nasdaq Yewno Aerospace & Defense Index,0,,81235010
1166,SIL,Solactive Global Silver Miners TR USD,0,,37954Y84
1167,SILJ,ISE Junior Silver (SM Miners/Explor) USD,0,,26924G10
1168,SIMS,S&P Kensho Intelligent Infrastructure Index,0,,78468R69
1169,SIZE,MSCI USA Risk Weighted GR USD,0,,46432F37
1170,SKYY,ISE Cloud Computing USD,0,,33734X19
1171,SLIM,Solactive Obesity Index,0,,47103U50
1172,SLT,Salt truBeta High Exposure Index,0,,26922A47
1173,SLT,Salt truBeta High Exposure Index,0,,69374H61
1174,SLVP,MSCI ACWI Select Silver Miner IMI NR USD,0,,46428632
1175,SLX,NYSE Arca Steel TR USD,0,,92189F20
1176,SLY,S&P SmallCap 600 Index,1,2.0,78464A81
1177,SLYG,S&P Smallcap 600 Growth Index,1,2.0,78464A20
1178,SLYV,S&P Smallcap 600 Value Index,1,2.0,78464A30
1179,SMDV,Russell 2000 Dividend Growth Index,0,,74347B69
1180,SMDY,Syntax Stratified MidCap Index,0,,87166N20
1181,SMEZ,EURO STOXX Small Index,0,,78463X39
1182,SMH,MV US Listed Semiconductor 25 NR USD,0,,92189F67
1183,SMIN,MSCI India Small NR USD,0,,46429B61
1184,SMLF,MSCI USA Small Cap Diversified Multi-Factor Index,0,,46434V29
1185,SMLV,Russell 2000 Low Volatility TR USD,0,,78468R88
1186,SMMD,US Small Caps,1,2.0,46435G26
1187,SMMV,MSCI USA Small Cap Minimum Volatility (USD) Index,0,,46435G43
1188,SMOG,Ardour Global Index Extra Liquid,0,,92189F50
1189,SNPE,S&P 500 ESG Index,0,,23305114
1190,SNSR,Indxx Global Internet of Things Thematic Index,0,,37954Y78
1191,SOCL,Solactive Social Media USD,0,,37950E41
1192,SOIL,Solactive Global F/P TR USD,0,,37950E49
1193,SOXX,PHLX Semiconductor Sector USD,0,,46428752
1194,SPAK,Indxx SPAC & NextGen IPO Index,0,,26922B20
1195,SPDV,S&P 500 Dividend & Free Cash Flow Yield Index,0,,26922A59
1196,SPDW,S&P Developed Ex-U.S. BMI Index,0,,78463X88
1197,SPEM,S&P Emerging BMI Index,0,,78463X50
1198,SPEU,STOXX Europe Total Market Index,0,,78463X10
1199,SPFF,S&P Enhded Yld Nor Amer Preferred Stock USD,0,,37950E33
1200,SPGM,MSCI ACWI IMI Index,0,,78463X47
1201,SPGP,S&P 500 Growth at a Reasonable Price Index,0,,46137V43
1202,SPHB,S&P 500 High Beta USD,0,,46138E37
1203,SPHD,S&P 500 Low Volatility High Dividend USD,0,,46138E36
1204,SPHQ,S&P 500 High Quality TR USD,0,,46137V24
1205,SPLG,SSGA Large Cap Index,0,,78464A85
1206,SPLV,S&P 500 Low Volatility TR USD,0,,46138E35
1207,SPMD,S&P 1000 Index,0,,78464A84
1208,SPMO,S&P 500 Momentum Index,0,,46138E33
1209,SPMV,S&P 500 Minimum Volatility Index,0,,46138E34
1210,SPQQ,Siren Large Cap Blend Index,0,,82965810
1211,SPSM,SSGA Small Cap Index,0,,78468R85
1212,SPTM,SSGA Total Stock Market Index,0,,78464A80
1213,SPUS,S&P 500 Shariah Industry Exclusions Index,0,,88636480
1214,SPVU,S&P 500 Enhanced Value Index,0,,46138E39
1215,SPXE,S&P 500 Ex-Energy Index,0,,74347B58
1216,SPXN,S&P 500 Ex-Financials Index,0,,74347B57
1217,SPXT,S&P 500 Ex-Information Technology & Telecommunication Services I,0,,74347B55
1218,SPXV,S&P 500 Ex-Health Care Index,0,,74347B56
1219,SPY,S&P 500 Index,1,1.0,78462F10
1220,SPYB,S&P 500 Buyback Index,0,,78468R82
1221,SPYD,S&P 500 High Dividend Index,0,,78468R78
1222,SPYG,S&P 500 Growth Index,1,2.0,78464A40
1223,SPYV,S&P 500 Value Index,1,2.0,78464A50
1224,SPYX,S&P 500 Fossil Fuel Free Index,0,,78468R79
1225,SQLV,Royce Small-Cap Quality Value Index,0,,52468L87
1226,SSLY,Syntax Stratified SmallCap Index,0,,87166N30
1227,SSPY,Syntax Stratified LargeCap Index,0,,87166N10
1228,STLC,Russell US Large Cap Factors Blend Style Index,0,,46436E79
1229,STLG,Russell US Large Cap Factors Growth Style Index,0,,46436E40
1230,STLV,Russell US Large Cap Factors Value Style Index,0,,46436E30
1231,STMB,Russell US Mid Cap Factors Blend Style Index,0,,46436E78
1232,STSB,Russell US Small Cap Factors Blend Style Index,0,,46436E77
1233,SUSA,MSCI USA Extended ESG Select Index,0,,46428880
1234,SUSL,MSCI USA Extended ESG Leaders Index,0,,46435U21
1235,SVAL,Russell 2000 Focused Value Select Index,0,,46436E53
1236,SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation Index,0,,69374H69
1237,TAN,MAC Global Solar Energy TR USD,0,,18383Q73
1238,TAN,MAC Global Solar Energy TR USD,0,,46138G70
1239,TBLU,Tortoise Water Index,0,,56167N75
1240,TDIV,NASDAQ Technology Dividend USD,0,,33738R11
1241,TDV,S&PTechnology Dividend AristocratsIndex,0,,74347G60
1242,TDV,S&PTechnology Dividend AristocratsIndex,0,,23305240
1243,TECB,NYSE FactSet U.S. Tech Breakthrough Index,0,,46436E50
1244,THCX,Innovation Labs Cannabis Index,0,,84858T40
1245,THD,MSCI Thailand IMI 25-50 NR USD,0,,46428662
1246,THNQ,ROBO Global Artificial Intelligence Index,0,,30150573
1247,TILT,Morningstar US Mkt Factor Tilt TR USD,0,,33939L10
1248,TLDH,Morningstar Developed Markets ex-US Factor Tilt Hedged Index,0,,33939L72
1249,TLEH,Morningstar Emerging Markets Factor Tilt Hedged Index,0,,33939L71
1250,TLTD,Morningstar Dev Mkt ex-US Ft Tilt GR USD,0,,33939L80
1251,TLTE,Morningstar Emg Mkts Factor Tilt NR USD,0,,33939L30
1252,TMDV,Russell 3000 Dividend Elite Index,0,,74347G50
1253,TMFC,Motley Fool 100 index,0,,74933W60
1254,TOK,MSCI Kokusai NR USD,0,,46428826
1255,TOLZ,Dow Jones Brookfield Global Infrastructure Composite USD,0,,74347B50
1256,TPAY,Tortoise Global Digital Payments Infrastructure Index,0,,56167N54
1257,TPHD,Victory U.S. Large Cap High Dividend Volatility Weighted BRI Index,0,,88743232
1258,TPIF,Victory International 500 Volatility Weighted BRI Index,0,,88743233
1259,TPLC,Victory US Large Cap Volatility Weighted BRI Index,0,,88743235
1260,TPSC,Victory US Small Cap Volatility Weighted BRI Index,0,,88743234
1261,TPYP,Tortoise North American Pipeline Index,0,,61177620
1262,TPYP,Tortoise North American Pipeline Index,0,,56167N72
1263,TRND,"Pacer Trendpilot US Large Cap Index, Pacer Trendpilot US Mid Cap Index, Pacer NASDAQ-100 Trendpilot Index, Pacer Trendpilot Inte",0,,69374H67
1264,TTTN,Nasdaq China US Internet Tiger Index,0,,88680T10
1265,TUR,MSCI Turkey IMI NR USD,0,,46428671
1266,TUSA,NASDAQ AlphaDEX Total US Market Index,0,,33733E70
1267,UAE,MSCI All UAE Capped Index,0,,46434V76
1268,UEVM,MSCI Emerg Markets Select Value Momentum Blend Index,0,,90291F40
1269,UEVM,MSCI Emerg Markets Select Value Momentum Blend Index,0,,92647N54
1270,UFO,S-Network Space Index,0,,74280R20
1271,UIVM,MSCI World ex USA Select Value Momentum Blend Index,0,,90291F30
1272,UIVM,MSCI World ex USA Select Value Momentum Blend Index,0,,92647N55
1273,ULVM,MSCI USA Select Value Momentum Blend Index,0,,90291F10
1274,ULVM,MSCI USA Select Value Momentum Blend Index,0,,92647N57
1275,URA,Solactive Global Uranium TR USD,0,,37954Y87
1276,URNM,North Shore Global Uranium Mining Index,0,,30150571
1277,URNM,North Shore Global Uranium Mining Index,0,,85208P30
1278,URTH,MSCI World NR USD,0,,46428639
1279,USAI,American Energy Independence Index,0,,26922A55
1280,USAI,American Energy Independence Index,0,,69374H63
1281,USEQ,Russell 1000 Enhanced Value Equal Weight Index,0,,46138E43
1282,USLB,Russell 1000 Low Beta Equal Weight Index,0,,46138E41
1283,USMC,Nasdaq US Mega Cap Select Leaders Index,0,,74255Y87
1284,USMF,WisdomTree U.S. Multifactor Index,0,,97717Y85
1285,USMV,MSCI USA Minimum Volatility (USD) NR USD,0,,46429B69
1286,USSG,MSCI USA ESG Leaders Index,0,,23305115
1287,USVM,MSCI USA Sm Cap Select Value Momentum Blend Index,0,,90291F20
1288,USVM,MSCI USA Sm Cap Select Value Momentum Blend Index,0,,92647N56
1289,USXF,MSCI USA Choice ESG Screened Index,0,,46436E76
1290,VALQ,iSTOXX American Century USA Quality Value Index,0,,02507220
1291,VAW,US Materials Sector,1,2.0,92204A80
1292,VB,MSCI US Small Cap 1750 NR USD,0,,92290875
1293,VBK,MSCI US Small Cap Growth NR USD,0,,92290859
1294,VBR,MSCI US Small Cap Value NR USD,0,,92290861
1295,VCR,Consumer Discretionary Sector,1,2.0,92204A10
1296,VDC,Consumer Staples Sector,1,2.0,92204A20
1297,VDE,Energy Sector,1,2.0,92204A30
1298,VEA,EAFE,1,1.0,92194385
1299,VEGI,MSCI ACWI Select Agricul Prod IMI NR USD,0,,46428635
1300,VEGN,US Vegan Climate Index,0,,26922A29
1301,VETS,Military Times Best for Vets Index,0,,69374H83
1302,VEU,All World Ex US,1,1.0,92204277
1303,VFH,US Financials Sector,1,2.0,92204A40
1304,VGK,Eurozone,1,2.0,92204287
1305,VGT,US Technology Sector,1,2.0,92204A70
1306,VHT,US Healthcare Sector,1,2.0,92204A50
1307,VIDI,Vident International Equity USD,0,,26922A40
1308,VIG,NASDAQ US Div Achievers Select TR USD,0,,92190884
1309,VIGI,NASDAQ International Dividend Achievers Select Index,0,,92194681
1310,VIOG,S&P Smallcap 600 Growth Index,1,3.0,92193279
1311,VIOO,S&P SmallCap 600 Index,1,3.0,92193282
1312,VIOV,S&P Smallcap 600 Value Index,1,3.0,92193277
1313,VIRS,LifeSci BioThreat Strategy Index,0,,69374H75
1314,VIS,US Industrials Sector,1,2.0,92204A60
1315,VLU,S&P 1500 Low Valuation Tilt TR USD,0,,78464A12
1316,VLUE,MSCI USA Value Weighted GR USD,0,,46432F38
1317,VMOT,Alpha Architect Value Momentum Trend Index,0,,02072L50
1318,VNM,MV Vietnam NR USD,0,,92189F81
1319,VO,CRSP US Mid Cap TR USD,0,,92290862
1320,VOE,CRSP US Mid Cap Value TR USD,0,,92290851
