,ticker,index,d_sameind,launch_order,CUSIP
1321,VONE,Russell 1000 Index,1,2.0,92206C73
1322,VONG,Russell 1000 Growth Index,1,2.0,92206C68
1323,VONV,Russell 1000 Value Index,1,2.0,92206C71
1324,VOO,S&P 500 Index,1,3.0,92290836
1325,VOOG,S&P 500 Growth Index,1,3.0,92193250
1326,VOOV,S&P 500 Value Index,1,3.0,92193270
1327,VOT,CRSP US Mid Cap Growth TR USD,0,,92290853
1328,VOX,US Communications Sector,1,1.0,92204A88
1329,VPL,FTSE Developed Asia Pacific NR USD,0,,92204286
1330,VPN,Solactive Data Center REITs & Digital Infrastructure Index,0,,37954Y23
1331,VPU,US Utilities Sector,1,2.0,92204A87
1332,VRAI,Indxx Real Asset Income Index,0,,26923G78
1333,VRP,Wells FargoÃ‚Â® Hybrid and Preferred Securities Floating and Variable Rate USD,0,,46138G87
1334,VSDA,Nasdaq Victory Dividend Accelerator Index,0,,92647N66
1335,VSGX,FTSE Global All Cap ex US Choice Index,0,,92191072
1336,VSL,Volshares Large Cap Index,0,,26922A49
1337,VSMV,Nasdaq Victory US Multi-Factor Minimum Volatility Index,0,,92647N69
1338,VSS,FTSE Gbl SmallCap Ex US TR USD,0,,92204271
1339,VT,All World,1,2.0,92204274
1340,VTHR,Russell 3000 Index,1,2.0,92206C59
1341,VTI,US Total Market,1,1.0,92290876
1342,VTRN,Veterans Select Index,0,,92647X88
1343,VTV,MSCI US Prime Market Value NR USD,0,,92290874
1344,VTWG,Russell 2000 Growth Index,1,2.0,92206C62
1345,VTWO,Russell 2000 Index,1,2.0,92206C66
1346,VTWV,Russell 2000 Value Index,1,2.0,92206C64
1347,VUG,MSCI US Prime Market Growth NR USD,0,,92290873
1348,VUSE,Vident Core U.S. Equity USD,0,,26922A50
1349,VV,MSCI US Prime Market 750 NR USD,0,,92290863
1350,VWO,Emerging Markets,1,2.0,92204285
1351,VXF,US Small Caps,1,1.0,92290865
1352,VXUS,All World Ex US,1,2.0,92190976
1353,VYM,FTSE High Dividend Yield TR USD,0,,92194640
1354,VYMI,FTSE All-World ex US High Dividend Yield Index,0,,92194679
1355,WBIY,Solactive Power Factor High Dividend Index,0,,00400R85
1356,WCHN,S&P China 500 Index,0,,97717Y83
1357,WCLD,BVP Nasdaq Emerging Cloud Index,0,,97717Y69
1358,WDIV,S&P Global Dividend Aristocrats TR USD,0,,78463X45
1359,WFH,Solactive Remote Work Index,0,,25460G77
1360,WLDR,Thomson Reuters StarMine Affinity World Leaders Index,0,,90214Q10
1361,WOMN,Morningstar Women s Empowerment Index,0,,45259A10
1362,WOOD,S&P Global Timber and Forestry TR USD,0,,46428817
1363,WWJD,Inspire International ESG Index,0,,66538H41
1364,WWOW,Indxx US Circular Economy Index,0,,25460G64
1365,XAR,S&P Aerospace & Defense Select Industry TR USD,0,,78464A63
1366,XBI,S&P Biotechnology Select Industry TR USD,0,,78464A87
1367,XBUY,EQM International Ecommerce Index,0,,03210887
1368,XCEM,EGAI Emerging Markets ex-China Index,0,,19762B20
1369,XDIV,Solactive US Ex-Dividends Index Series 2027,0,,59140L20
1370,XES,S&P Oil&Gas Equip&Svcs Sel Indust TR USD,0,,78468R54
1371,XHB,S&P Homebuilders Select Industry TR USD,0,,78464A88
1372,XHE,S&P HealthCare Equip Sel Industry TR USD,0,,78464A58
1373,XHS,S&P Health Care Services Select Industry TR USD,0,,78464A57
1374,XITK,FactSet Innovative Technology Index,0,,78464A11
1375,XJH,S&P MidCap 400 Sustainability Screened Index,0,,46436E55
1376,XJR,S&P SmallCap 600 Sustainability Screened Index,0,,46436E54
1377,XLB,US Materials Sector,1,1.0,81369Y10
1378,XLC,US Communications Sector,1,2.0,81369Y85
1379,XLE,Energy Sector,1,1.0,81369Y50
1380,XLF,US Financials Sector,1,1.0,81369Y60
1381,XLG,Russell Top 50 Mega CapTR USD,0,,46137V23
1382,XLG,Russell Top 50 Mega CapTR USD,0,,78355W20
1383,XLI,US Industrials Sector,1,1.0,81369Y70
1384,XLK,US Technology Sector,1,1.0,81369Y80
1385,XLP,Consumer Staples Sector,1,1.0,81369Y30
1386,XLU,US Utilities Sector,1,1.0,81369Y88
1387,XLV,US Healthcare Sector,1,1.0,81369Y20
1388,XLY,Consumer Discretionary Sector,1,1.0,81369Y40
1389,XME,S&P Metals&Mining Select Industry TR USD,0,,78464A75
1390,XMHQ,S&P MidCap 400 Quality Index,0,,46137V47
1391,XMLV,S&P MidCap 400 Low Volatility TR USD,0,,46138E19
1392,XMMO,S&P MidCap 400 Momentum Index,0,,46137V46
1393,XMVM,S&P 400 High Momentum Value Index,0,,46137V45
1394,XNTK,NYSE Technology Index,0,,78464A10
1395,XOP,S&P Oil&Gas Explor&Pro Sel Indust TR USD,0,,78468R55
1396,XOUT,XOUT U.S. Large Cap Index,0,,38747R60
1397,XPH,S&P Pharms Select Industry TR USD,0,,78464A72
1398,XRLV,S&P 500 Low Volatility Rate Response Index,0,,46138E38
1399,XRT,S&P Retail Select Industry TR USD,0,,78464A71
1400,XSD,S&P Semi Select Industry TR USD,0,,78464A86
1401,XSHD,S&P SmallCap 600 Low Volatility High Dividend Index,0,,46138E13
1402,XSHQ,S&P SmallCap 600 Quality Index,0,,46138G30
1403,XSLV,S&P SmallCap 600 Low Volatility TR USD,0,,46138G10
1404,XSMO,S&P SmallCap 600 Momentum Index,0,,46137V49
1405,XSOE,WisdomTree Emerging Markets ex-State-Owned Enterprises Index,0,,97717X57
1406,XSVM,S&P 600 High Momentum Value Index,0,,46137V48
1407,XSW,S&P Soft&Sevs Select Industry TR USD,0,,78464A59
1408,XT,Morningstar Exponential Technologies Index,0,,46434V38
1409,XTH,S&P Technology Hardware Select Industry Index,0,,78468R11
1410,XTL,S&P Telecom Select Industry TR USD,0,,78464A54
1411,XTN,S&P Transpt Select Industry TR USD,0,,78464A53
1412,XVV,S&P 500 Sustainability Screened Index,0,,46436E56
1413,XWEB,S&P Internet Select Industry Index,0,,78468R12
1414,XYLD,CBOE S&P500 BuyWrite Index,0,,37954Y47
1415,XYLG,CBOE S&P 500 Half BuyWrite Index,0,,37954Y27
1416,YLCO,Indxx Global YieldCo Index,0,,37954Y70
1417,ZCAN,Solactive GBS Canada Large & Mid Cap Index,0,,78463X37
1418,ZDEU,Germany,1,2.0,78463X35
1419,ZGBR,Solactive GBS United Kingdom Large & Mid Cap Index,0,,78463X33
1420,ZHOK,Solactive GBS Hong Kong Large & Mid Cap USD Index,0,,78463X14
1421,ZIG,Acquirers Index,0,,26922A26
1422,ZJPN,Solactive GBS Japan Large & Mid Cap Index,0,,78463X36
1423,ZMLP,Zacks MLP USD,0,,25460G79
