,index,yearqtr,diff_mkt_share,diff_tr_error_bps,diff_tr_difference_bps,diff_mer_bps,diff_turnover_frac,diff_logDvol,diff_tr_error_perc,diff_tr_difference_perc,diff_lend_byAUM_bps,diff_marketing_fee_bps,diff_vol_share,diff_urgency_mean,diff_spread_bps_etfg,diff_spread_bps_crsp,ix_urgency_mean,ix_urgency_median,ix_urgency_std,aum_index
17,All World,20181,-0.16477212599999996,10.03120474,3.6998321990000003,23.0,3.151621626,0.645760199999998,0.10031204700000002,0.036998322,-1.87642776,-0.5,0.3121087968400482,0.006378410732529094,-0.36238095199999965,0.04229757799999989,1.052296187748204,0.9641268880752394,0.7817129690231532,20419405890.0
18,All World,20182,-0.16859602599999995,4.42346745,-3.23114563,23.0,3.1438433209999994,0.6544322800000018,0.04423467400000003,-0.03231145700000001,-1.87642776,-0.5,0.3160171412208033,0.10763535643787314,-5.778571428999999,-0.9844303910000001,1.0751065345165791,0.9713597122915024,1.169149098844541,20837770210.0
19,All World,20182,-0.16859602599999995,4.42346745,-3.23114563,23.0,3.1438433209999994,0.6544322800000018,0.04423467400000003,-0.03231145700000001,-1.87642776,-0.5,0.3160171412208033,0.10763535643787314,-5.778571428999999,-0.9844303910000001,1.0751065345165791,0.9713597122915024,1.169149098844541,20837770210.0
20,All World,20183,-0.161505014,-6.362345340000001,3.2157752569999998,23.0,1.6905673340000003,0.2203478600000004,-0.063623453,0.032157753,-1.87642776,-0.5,0.10973030924627075,0.03416264274474701,0.005350878000000003,-0.24161352699999994,1.113218995732544,0.969234996468524,1.4860256477217362,21128240313.0
21,All World,20183,-0.161505014,-6.362345340000001,3.2157752569999998,23.0,1.6905673340000003,0.2203478600000004,-0.063623453,0.032157753,-1.87642776,-0.5,0.10973030924627075,0.03416264274474701,0.005350878000000003,-0.24161352699999994,1.113218995732544,0.969234996468524,1.4860256477217362,21128240313.0
22,All World,20184,-0.09393886199999996,5.75670873,-2.304337233,23.0,7.750869838999999,0.49727129999999775,0.05756708799999999,-0.023043372,-1.87642776,-0.5,0.24363572524119897,0.1288072236175859,0.016315790000000163,-0.7430570400000001,1.1052921643606162,0.9690587501709144,1.1322213255254068,21678529201.0
23,All World,20184,-0.09393886199999996,5.75670873,-2.304337233,23.0,7.750869838999999,0.49727129999999775,0.05756708799999999,-0.023043372,-1.87642776,-0.5,0.24363572524119897,0.1288072236175859,0.016315790000000163,-0.7430570400000001,1.1052921643606162,0.9690587501709144,1.1322213255254068,21678529201.0
24,All World,20191,-0.11827548200000004,-2.197881770000002,1.8829871749999998,23.0,1.1962251989999997,-0.0033200300000011396,-0.021978817999999983,0.018829872,-1.87642776,-0.5,-0.0016600134751956208,0.03361500966876618,,-0.4899364119999998,1.0741044305517262,0.9719989371317884,0.7297842900674604,22832960194.0
25,All World,20191,-0.11827548200000004,-2.197881770000002,1.8829871749999998,23.0,1.1962251989999997,-0.0033200300000011396,-0.021978817999999983,0.018829872,-1.87642776,-0.5,-0.0016600134751956208,0.03361500966876618,,-0.4899364119999998,1.0741044305517262,0.9719989371317884,0.7297842900674604,22832960194.0
26,All World,20192,-0.07542221200000004,8.510151189999998,-0.852023104,23.0,2.156419886,0.39312295999999947,0.08510151199999999,-0.008520231,-1.87642776,-0.5,0.19406852348619574,0.10371924834888602,0.20750000000000002,-0.305626422,1.1064023695530176,0.9843588535191024,1.1370862569634694,22842681016.0
27,All World,20192,-0.07542221200000004,8.510151189999998,-0.852023104,23.0,2.156419886,0.39312295999999947,0.08510151199999999,-0.008520231,-1.87642776,-0.5,0.19406852348619574,0.10371924834888602,0.20750000000000002,-0.305626422,1.1064023695530176,0.9843588535191024,1.1370862569634694,22842681016.0
28,All World,20193,-0.05488561599999997,-6.4422413899999995,1.973980768,23.0,1.317304128,0.301227260000001,-0.06442241300000001,0.019739808,-1.87642776,-0.5,0.1494850065495043,0.14957056196597884,0.021500000000000075,-0.5039366870000002,1.1640969228133795,0.9843588535191024,1.3846738392921358,22705457607.0
29,All World,20193,-0.05488561599999997,-6.4422413899999995,1.973980768,23.0,1.317304128,0.301227260000001,-0.06442241300000001,0.019739808,-1.87642776,-0.5,0.1494850065495043,0.14957056196597884,0.021500000000000075,-0.5039366870000002,1.1640969228133795,0.9843588535191024,1.3846738392921358,22705457607.0
30,All World,20194,-0.09083060800000003,2.729331379999998,-0.32232045499999984,23.0,0.9814171979999999,0.1226786699999991,0.027293314000000013,-0.0032232039999999986,-1.87642776,-0.5,0.06126252056814352,0.04107696780323944,-0.012500000000000178,-0.49641070200000015,1.131672347297055,0.9945739485167068,1.1490437736668226,24440076955.0
31,All World,20194,-0.09083060800000003,2.729331379999998,-0.32232045499999984,23.0,0.9814171979999999,0.1226786699999991,0.027293314000000013,-0.0032232039999999986,-1.87642776,-0.5,0.06126252056814352,0.04107696780323944,-0.012500000000000178,-0.49641070200000015,1.131672347297055,0.9945739485167068,1.1490437736668226,24440076955.0
32,All World,20201,-0.11061169199999998,0.34771487999999806,1.0510145899999994,23.0,6.213156381999999,0.4005056400000022,0.0034771479999999855,0.010510145999999998,-1.87642776,-0.5,0.197618278982936,0.15103196389766005,0.3531818179999995,16.936838834,1.141987514081492,0.9837246253167018,1.1969587643622734,20357562026.0
33,All World,20201,-0.11061169199999998,0.34771487999999806,1.0510145899999994,23.0,6.213156381999999,0.4005056400000022,0.0034771479999999855,0.010510145999999998,-1.87642776,-0.5,0.197618278982936,0.15103196389766005,0.3531818179999995,16.936838834,1.141987514081492,0.9837246253167018,1.1969587643622734,20357562026.0
34,All World Ex US,20161,0.39935716200000004,41.2877728,14.543002632,0.0,-0.0979419210000001,0.7929372099999981,0.41287772800000005,0.145430027,-46.301079583,0.0,0.37692331664200296,0.0802010715711976,59.404028100000005,-0.40996501899999993,0.96533495999832,0.8868372342936963,0.6661035448349639,17972415649.0
35,All World Ex US,20161,0.39935716200000004,41.2877728,14.543002632,0.0,-0.0979419210000001,0.7929372099999981,0.41287772800000005,0.145430027,-46.301079583,0.0,0.37692331664200296,0.0802010715711976,59.404028100000005,-0.40996501899999993,0.96533495999832,0.8868372342936963,0.6661035448349639,17972415649.0
36,All World Ex US,20162,0.38420005,58.97380645,0.248046382,0.0,0.5024739390000001,1.0539660399999988,0.5897380640000001,0.002480463,-46.301079583,0.0,0.48307152032166284,0.13251311882284322,0.3228623549999998,-0.7377907029999999,0.9340591948280904,0.885363657092527,0.6160799172943427,18578804156.0
37,All World Ex US,20162,0.38420005,58.97380645,0.248046382,0.0,0.5024739390000001,1.0539660399999988,0.5897380640000001,0.002480463,-46.301079583,0.0,0.48307152032166284,0.13251311882284322,0.3228623549999998,-0.7377907029999999,0.9340591948280904,0.885363657092527,0.6160799172943427,18578804156.0
38,All World Ex US,20163,0.36854797800000005,70.7501875,4.997841129999999,0.0,0.473144314,0.795684559999998,0.7075018750000002,0.049978411,-46.301079583,0.0,0.3781012213799184,0.119203394441602,-0.0879835459999998,-0.8300684240000002,0.950895081941108,0.8950619479795798,0.640572450859038,20325632356.0
39,All World Ex US,20163,0.36854797800000005,70.7501875,4.997841129999999,0.0,0.473144314,0.795684559999998,0.7075018750000002,0.049978411,-46.301079583,0.0,0.3781012213799184,0.119203394441602,-0.0879835459999998,-0.8300684240000002,0.950895081941108,0.8950619479795798,0.640572450859038,20325632356.0
40,All World Ex US,20164,0.38018777000000004,22.46797217,-6.724389538,0.0,0.383417259,1.0153613500000027,0.22467972200000003,-0.067243896,-46.301079583,0.0,0.4681361247903587,0.14044759774279858,2.249237541,-0.8459552449999999,0.9540835874098956,0.900932579971522,0.6082107366946655,20504759553.0
41,All World Ex US,20164,0.38018777000000004,22.46797217,-6.724389538,0.0,0.383417259,1.0153613500000027,0.22467972200000003,-0.067243896,-46.301079583,0.0,0.4681361247903587,0.14044759774279858,2.249237541,-0.8459552449999999,0.9540835874098956,0.900932579971522,0.6082107366946655,20504759553.0
42,All World Ex US,20171,0.38553555199999995,28.448314279999998,3.051069533,1.0999999999999996,0.08029425300000015,0.8776003900000013,0.28448314300000005,0.030510694999999997,-46.301079583,0.0,0.4126494325532238,0.11849832493766976,-6.922594135,-0.35843146300000006,0.9804743568929986,0.9209744091315928,0.6265759940962076,23398856467.0
43,All World Ex US,20171,0.38553555199999995,28.448314279999998,3.051069533,1.0999999999999996,0.08029425300000015,0.8776003900000013,0.28448314300000005,0.030510694999999997,-46.301079583,0.0,0.4126494325532238,0.11849832493766976,-6.922594135,-0.35843146300000006,0.9804743568929986,0.9209744091315928,0.6265759940962076,23398856467.0
44,All World Ex US,20172,0.37579965800000004,20.13285017,0.907149136,0.0,0.21315767400000007,0.948266799999999,0.201328501,0.009071492,-46.301079583,0.0,0.44153296791374436,0.12492319073674518,,-0.619758907,0.971599576767302,0.9126532540099604,0.61989668099446,27506717622.0
45,All World Ex US,20172,0.37579965800000004,20.13285017,0.907149136,0.0,0.21315767400000007,0.948266799999999,0.201328501,0.009071492,-46.301079583,0.0,0.44153296791374436,0.12492319073674518,,-0.619758907,0.971599576767302,0.9126532540099604,0.61989668099446,27506717622.0
46,All World Ex US,20173,0.37746672200000003,18.27418428,-4.158014914,0.0,0.12379562500000008,0.9255898699999996,0.18274184300000001,-0.041580149000000004,-46.301079583,0.0,0.43235941963111346,0.1438666134790899,,-0.474388689,0.9798304150736,0.921080888307418,0.6263996018967535,29717709067.0
47,All World Ex US,20173,0.37746672200000003,18.27418428,-4.158014914,0.0,0.12379562500000008,0.9255898699999996,0.18274184300000001,-0.041580149000000004,-46.301079583,0.0,0.43235941963111346,0.1438666134790899,,-0.474388689,0.9798304150736,0.921080888307418,0.6263996018967535,29717709067.0
48,All World Ex US,20174,0.380542132,4.923014890000001,1.350074417,0.0,0.19766469600000014,0.9786898400000013,0.04923014800000003,0.013500744,-46.301079583,0.0,0.4536963492436757,0.10384877184483587,,-0.9137355480000002,1.0159530282720552,0.9540288924749012,0.706118345748693,32672552732.0
49,All World Ex US,20174,0.380542132,4.923014890000001,1.350074417,0.0,0.19766469600000014,0.9786898400000013,0.04923014800000003,0.013500744,-46.301079583,0.0,0.4536963492436757,0.10384877184483587,,-0.9137355480000002,1.0159530282720552,0.9540288924749012,0.706118345748693,32672552732.0
50,All World Ex US,20181,0.35817691,56.60818844,7.358970284000001,0.0,0.586789743,1.2572512099999997,0.566081884,0.073589703,-46.301079583,0.0,0.5571051119605479,0.06596119507343723,-31.588095233999997,-0.6801669590000001,1.0382302639315482,0.9643503867454198,0.7470745221466064,34692296516.0
51,All World Ex US,20181,0.35817691,56.60818844,7.358970284000001,0.0,0.586789743,1.2572512099999997,0.566081884,0.073589703,-46.301079583,0.0,0.5571051119605479,0.06596119507343723,-31.588095233999997,-0.6801669590000001,1.0382302639315482,0.9643503867454198,0.7470745221466064,34692296516.0
52,All World Ex US,20182,0.34441476800000004,20.92497564,-7.019264269999999,0.0,0.548458038,1.193161889999999,0.209249756,-0.070192643,-46.301079583,0.0,0.534612177449026,0.06010999150903551,-7.677142857,-0.8687086009999998,1.045574605180015,0.9685569646754212,0.7311212096461293,34691580940.0
53,All World Ex US,20182,0.34441476800000004,20.92497564,-7.019264269999999,0.0,0.548458038,1.193161889999999,0.209249756,-0.070192643,-46.301079583,0.0,0.534612177449026,0.06010999150903551,-7.677142857,-0.8687086009999998,1.045574605180015,0.9685569646754212,0.7311212096461293,34691580940.0
54,All World Ex US,20183,0.33739922,19.32102845,-2.465633175,0.0,0.571941798,1.1678134900000003,0.193210285,-0.024656332000000003,-46.301079583,0.0,0.5254991327888212,0.060424987392581064,-0.7642105270000004,-0.6111127220000001,1.061738475204576,0.968606531102089,0.8220887138466363,33927060899.0
55,All World Ex US,20183,0.33739922,19.32102845,-2.465633175,0.0,0.571941798,1.1678134900000003,0.193210285,-0.024656332000000003,-46.301079583,0.0,0.5254991327888212,0.060424987392581064,-0.7642105270000004,-0.6111127220000001,1.061738475204576,0.968606531102089,0.8220887138466363,33927060899.0
56,All World Ex US,20184,0.34533741199999995,65.63787746,-7.706815228000001,0.0,1.0977367209999995,0.9979362199999997,0.656378775,-0.077068152,-46.301079583,0.0,0.46130524283231195,0.013904607831150662,-2.47,-1.4593966219999999,1.0655456444791274,0.9708077183756608,0.720444114587049,31368497200.0
57,All World Ex US,20184,0.34533741199999995,65.63787746,-7.706815228000001,0.0,1.0977367209999995,0.9979362199999997,0.656378775,-0.077068152,-46.301079583,0.0,0.46130524283231195,0.013904607831150662,-2.47,-1.4593966219999999,1.0655456444791274,0.9708077183756608,0.720444114587049,31368497200.0
58,All World Ex US,20191,0.319263982,26.419329669999996,-0.3986179310000001,0.0,0.11843501300000003,0.6614070599999984,0.264193297,-0.003986179,-46.301079583,0.0,0.3191527881941824,0.03115460466739406,,-1.59051018,1.070707571789562,0.978257756157621,0.7236302876568769,34656438168.0
59,All World Ex US,20191,0.319263982,26.419329669999996,-0.3986179310000001,0.0,0.11843501300000003,0.6614070599999984,0.264193297,-0.003986179,-46.301079583,0.0,0.3191527881941824,0.03115460466739406,,-1.59051018,1.070707571789562,0.978257756157621,0.7236302876568769,34656438168.0
60,All World Ex US,20192,0.296243268,20.997511069999998,4.417560989,0.0,-0.2652924910000001,0.3967777599999991,0.209975111,0.04417561,-46.301079583,0.0,0.19582647346827559,0.0211012092897922,-0.3214999999999999,-0.28015415,1.068270705553945,0.9757970477051476,0.7279200104878886,36011113335.0
61,All World Ex US,20192,0.296243268,20.997511069999998,4.417560989,0.0,-0.2652924910000001,0.3967777599999991,0.209975111,0.04417561,-46.301079583,0.0,0.19582647346827559,0.0211012092897922,-0.3214999999999999,-0.28015415,1.068270705553945,0.9757970477051476,0.7279200104878886,36011113335.0
62,All World Ex US,20193,0.23491099400000004,18.99696829,-1.339601308,0.0,-0.14656678099999998,0.35427615000000046,0.189969683,-0.013396012999999998,-46.301079583,0.0,0.175308297277466,0.020426535020050984,-0.006999999999999673,-0.7692769609999996,1.0576218258992516,0.9717172764506796,0.7155086103723041,38734870726.0
63,All World Ex US,20193,0.23491099400000004,18.99696829,-1.339601308,0.0,-0.14656678099999998,0.35427615000000046,0.189969683,-0.013396012999999998,-46.301079583,0.0,0.175308297277466,0.020426535020050984,-0.006999999999999673,-0.7692769609999996,1.0576218258992516,0.9717172764506796,0.7155086103723041,38734870726.0
64,All World Ex US,20194,0.170577054,15.29413826,4.667949363,0.0,0.14629657500000004,0.45343083999999934,0.152941383,0.046679494,-46.301079583,0.0,0.22290927316879938,-0.0021943403941206974,-0.14500000000000002,-1.020512224,1.0974111381500564,0.9859114980787248,0.9199856144314238,43664186994.0
65,All World Ex US,20194,0.170577054,15.29413826,4.667949363,0.0,0.14629657500000004,0.45343083999999934,0.152941383,0.046679494,-46.301079583,0.0,0.22290927316879938,-0.0021943403941206974,-0.14500000000000002,-1.020512224,1.0974111381500564,0.9859114980787248,0.9199856144314238,43664186994.0
66,All World Ex US,20201,0.12411945600000002,138.51662404,-22.84093637,0.0,1.0918078869999999,0.47317509999999885,1.38516624,-0.228409364,-46.301079583,0.0,0.23226996826406887,0.019238465089013834,-2.4386363640000006,-8.045507333,1.0646507034425772,0.9679195126762692,0.8829627560713185,37055737670.0
67,All World Ex US,20201,0.12411945600000002,138.51662404,-22.84093637,0.0,1.0918078869999999,0.47317509999999885,1.38516624,-0.228409364,-46.301079583,0.0,0.23226996826406887,0.019238465089013834,-2.4386363640000006,-8.045507333,1.0646507034425772,0.9679195126762692,0.8829627560713185,37055737670.0
68,Asia ex Japan,20161,1.0,31.96830201,3.782173138,69.0,4.196199164,17.46848401,0.31968302,0.037821731,2.367708451,0.0,1.0,0.9112579121248277,212.1637273,2.822117912,0.9112579121248277,0.7826218823736915,0.6257521250116673,2315642727.0
69,Asia ex Japan,20162,1.0,38.95584997,0.093222354,69.0,5.178787024,17.6055592,0.3895585,0.000932224,2.367708451,0.0,1.0,0.8517462069043354,1.934894152,2.372333053,0.8517462069043354,0.7570373560049424,0.6049713895984485,2171242636.0
70,Asia ex Japan,20163,1.0,33.5341344,0.528555059,69.0,6.948153074,18.14857683,0.335341344,0.005285551,2.367708451,0.0,1.0,0.9679855261426886,1.739019536,2.378538603,0.9679855261426886,0.8182196293125239,0.6931468059854637,2771710571.0
71,Asia ex Japan,20164,1.0,30.18298425,-4.167746532,72.0,8.328403799,18.32649889,0.301829842,-0.041677465,2.367708451,0.0,1.0,0.9089168061653388,1.959122877,2.12690354,0.9089168061653388,0.7940945747607989,0.6707450653929588,2752234095.0
72,Asia ex Japan,20171,1.0,24.4199177,0.882970666,72.0,6.178249748,18.01215508,0.244199177,0.008829707,2.367708451,0.0,1.0,0.9590555271760676,72.9689609,2.549746789,0.9590555271760676,0.8988106593660173,0.6340107811506909,2698217455.0
73,Asia ex Japan,20172,1.0,26.83950037,-0.842907562,69.0,5.444708341,18.17098364,0.268395004,-0.008429076,2.367708451,0.0,1.0,0.9801167290424324,,2.285498966,0.9801167290424324,0.8988106593660173,0.7000665199161028,3596950000.0
74,Asia ex Japan,20173,1.0,20.3351701,-2.045737667,69.0,3.906124859,17.99918065,0.203351701,-0.020457377,2.367708451,0.0,1.0,1.0494067212453213,,1.864269291,1.0494067212453213,0.9107312995037044,0.8253569009301154,4241145700.0
75,Asia ex Japan,20174,1.0,26.70534726,-2.691988481,69.0,5.684104676,18.47444988,0.267053473,-0.026919885,2.367708451,0.0,1.0,1.049694255619927,,1.594397378,1.049694255619927,0.9647044905528008,0.7925026185563124,4710024000.0
76,Asia ex Japan,20181,0.9961399879999999,0.0,0.0,50.0,3.471961527,9.152369355000001,0.0,0.0,2.3389046909999998,-25.0,0.9997880855997541,0.4642229508922443,-163.5444444,-12.231888374,1.0355448338928528,0.9498323476919376,0.6789160303930897,4994393973.0
77,Asia ex Japan,20181,0.9961399879999999,0.0,0.0,50.0,3.471961527,9.152369355000001,0.0,0.0,2.3389046909999998,-25.0,0.9997880855997541,0.4642229508922443,-163.5444444,-12.231888374,1.0355448338928528,0.9498323476919376,0.6789160303930897,4994393973.0
78,Asia ex Japan,20182,0.992019784,0.0,0.0,50.0,4.237689266,8.820445206999999,0.0,0.0,2.3389046909999998,-25.0,0.9997046784213213,0.5091730473459707,-283.25838095,-7.379116590000001,1.0104300335440468,0.9114191667969754,0.7052322227488047,4649578991.0
79,Asia ex Japan,20182,0.992019784,0.0,0.0,50.0,4.237689266,8.820445206999999,0.0,0.0,2.3389046909999998,-25.0,0.9997046784213213,0.5091730473459707,-283.25838095,-7.379116590000001,1.0104300335440468,0.9114191667969754,0.7052322227488047,4649578991.0
80,Asia ex Japan,20183,0.9913307179999999,0.0,0.0,50.0,5.6926341339999995,8.451707846000001,0.0,0.0,2.3389046909999998,-25.0,0.9995730203389463,0.46197895482543183,-28.798699692,-15.367636937,0.963808768336494,0.9026521214297724,0.6497124603356522,3995437945.0
81,Asia ex Japan,20183,0.9913307179999999,0.0,0.0,50.0,5.6926341339999995,8.451707846000001,0.0,0.0,2.3389046909999998,-25.0,0.9995730203389463,0.46197895482543183,-28.798699692,-15.367636937,0.963808768336494,0.9026521214297724,0.6497124603356522,3995437945.0
82,Asia ex Japan,20184,0.9920032379999999,0.0,0.0,50.0,5.9389838909999995,6.836705039999998,0.0,0.0,2.3389046909999998,-25.0,0.9978550325867357,0.4552462306541488,-14.197105263,-25.940267466999998,0.9749675793599936,0.9127751400321218,0.6207252705329582,4010153807.0
83,Asia ex Japan,20184,0.9920032379999999,0.0,0.0,50.0,5.9389838909999995,6.836705039999998,0.0,0.0,2.3389046909999998,-25.0,0.9978550325867357,0.4552462306541488,-14.197105263,-25.940267466999998,0.9749675793599936,0.9127751400321218,0.6207252705329582,4010153807.0
84,Asia ex Japan,20191,0.9923069520000001,0.0,0.0,50.0,-2.1003794750000004,5.19463758,0.0,0.0,2.3389046909999998,-25.0,0.9889687298892071,0.41206506124146636,,-23.407984306,0.9569955477711538,0.9029528353493036,0.6846614426822777,4504961680.0
85,Asia ex Japan,20191,0.9923069520000001,0.0,0.0,50.0,-2.1003794750000004,5.19463758,0.0,0.0,2.3389046909999998,-25.0,0.9889687298892071,0.41206506124146636,,-23.407984306,0.9569955477711538,0.9029528353493036,0.6846614426822777,4504961680.0
86,Asia ex Japan,20192,0.991663964,0.0,0.0,50.0,-0.6311047939999996,5.285051469999999,0.0,0.0,2.3389046909999998,-25.0,0.9899175427167004,0.47592625045794335,-34.585131579999995,-22.496488462,0.924741666918752,0.8974128998212155,0.5494261064523133,4033010408.0
87,Asia ex Japan,20192,0.991663964,0.0,0.0,50.0,-0.6311047939999996,5.285051469999999,0.0,0.0,2.3389046909999998,-25.0,0.9899175427167004,0.47592625045794335,-34.585131579999995,-22.496488462,0.924741666918752,0.8974128998212155,0.5494261064523133,4033010408.0
88,Asia ex Japan,20193,0.991034948,0.0,0.0,50.0,2.1255159939999997,5.725212389999999,0.0,0.0,2.3389046909999998,-25.0,0.9934959001759861,0.40247014892127153,-24.189,-22.597971300999998,0.938397531317091,0.8938577199443027,0.6570454228804559,3712473456.0
89,Asia ex Japan,20193,0.991034948,0.0,0.0,50.0,2.1255159939999997,5.725212389999999,0.0,0.0,2.3389046909999998,-25.0,0.9934959001759861,0.40247014892127153,-24.189,-22.597971300999998,0.938397531317091,0.8938577199443027,0.6570454228804559,3712473456.0
90,Asia ex Japan,20194,0.99126102,0.0,0.0,49.71428571,3.5835138849999995,7.38062929,0.0,0.0,2.3389046909999998,-25.0,0.9987543591267909,0.41440460469932383,-20.41,-21.735669511999998,0.941089753257482,0.9107312995037044,0.5675912944681308,4044537857.0
91,Asia ex Japan,20194,0.99126102,0.0,0.0,49.71428571,3.5835138849999995,7.38062929,0.0,0.0,2.3389046909999998,-25.0,0.9987543591267909,0.41440460469932383,-20.41,-21.735669511999998,0.941089753257482,0.9107312995037044,0.5675912944681308,4044537857.0
92,Asia ex Japan,20201,0.9905109299999999,0.0,0.0,49.0,6.326711716,6.25953608,0.0,0.0,2.3389046909999998,-25.0,0.9961830332119158,0.5799854932492948,-33.123636360000006,-132.92825055,0.9286341003020954,0.8938577199443027,0.5558263351840895,3201396160.0
93,Asia ex Japan,20201,0.9905109299999999,0.0,0.0,49.0,6.326711716,6.25953608,0.0,0.0,2.3389046909999998,-25.0,0.9961830332119158,0.5799854932492948,-33.123636360000006,-132.92825055,0.9286341003020954,0.8938577199443027,0.5558263351840895,3201396160.0
