,ticker,index_id,lend_byAUM_bps,mer_bps,spread_bps_crsp,volume,tr_error_bps,perf_drag_bps,turnover_frac,d_UIT,mkt_share,marketing_fee_bps,aum,aum_index,highfee,other_expenses,fee_waivers,net_expense_mer,mgr_duration,mgr_duration_tii,mgr_duration_tsi,ratio_tra,ratio_tii,stock_tweets,effectivespread_dollar_ave,effectivespread_percent_ave,effectivespread_dollar_dw,effectivespread_dollar_sw,effectivespread_percent_dw,effectivespread_percent_sw,dollarrealizedspread_lr_ave,percentrealizedspread_lr_ave,dollarrealizedspread_lr_sw,dollarrealizedspread_lr_dw,percentrealizedspread_lr_sw,percentrealizedspread_lr_dw,dollarpriceimpact_lr_ave,percentpriceimpact_lr_ave,dollarpriceimpact_lr_sw,dollarpriceimpact_lr_dw,percentpriceimpact_lr_sw,percentpriceimpact_lr_dw,log_volume,log_aum_index
37,IWB,Russell 1000 Index,0.915516556,15.0,2.3207178823,184168137.63987863,10.16439098375,-1.3838340034,2.40672006375,0.0,0.9519540667999999,0.0,19367427157.9,20368405511.600002,1.0,0.0,0.0,0.0,5.91197729148964,5.839118066552529,6.33274628875388,0.12194423198612214,74.49436277457389,-0.07798579510322565,0.017877250891176956,0.00011855224970385973,0.03366975535866044,0.03365928764314284,0.00022457877207273134,0.0002245479599446817,0.0044746487306339035,2.800885656263119e-05,0.021400010360176514,0.02141814424209463,0.0001422760914387879,0.00014236477136279538,0.013404924222545394,9.055966818515549e-05,0.012266398515735143,0.012258779435321521,8.232836872877947e-05,8.227083385703767e-05,19.031359689841036,23.73725078781308
38,IWD,Russell 1000 Value Index,0.779059519,20.0,1.6275785792000002,290873871.5868906,12.727959728,-1.8712606728999996,2.0523239129,0.0,0.9599713266500001,0.0,36075939905.3,37630101880.86999,1.0,0.0,0.0,0.0,5.7513033809618594,5.757799669861745,6.206357157064917,0.11677619518978274,84.73421386423894,-0.07747657087394119,0.012475305262532993,0.00010881205815376445,0.0314859114693999,0.031433366435785336,0.0002712524437375664,0.0002708834778304756,0.004276855668403377,3.736283766873005e-05,0.02401734649871933,0.024065541644744882,0.00020728553536040784,0.00020759616076485086,0.008199086029218174,7.14546425320916e-05,0.007439887961630069,0.007444245392378,6.380434737367232e-05,6.386271501403158e-05,19.48840030020453,24.35107014898551
39,IWF,Russell 1000 Growth Index,2.730509479,20.0,1.6132112738499997,283435850.09749305,7.626226464049999,-0.9387170704500001,1.7170278475500003,0.0,0.9540186394000001,0.0,41657592940.6,43852117186.40499,1.0,0.0,0.0,0.0,5.81355923865969,5.855801320323384,6.357463936884586,0.10900271347988141,84.95645774732374,-0.07754116717570468,0.01776342374993891,0.00012169640296872902,0.03721609667196665,0.03716275752383621,0.0002568602180290378,0.00025653164381551306,0.008162007180595227,5.316769845245308e-05,0.027185799378248065,0.027240639319716663,0.00018735693088014574,0.00018770564707995004,0.009601066567144797,6.852679865483708e-05,0.00989363151718343,0.00989676761582826,6.858972326629137e-05,6.860249650734761e-05,19.462496377211558,24.50408883707122
40,IWM,Russell 2000 Index,10.82950806,20.0,0.7734572195,3980889824.0053697,12.62016292685,-1.9768318598,26.431542529,0.0,0.9684764006,0.0,39820213382.2,41155081378.630005,1.0,0.0,0.0,0.0,5.0973211354395005,4.933260319365705,6.2732720532189425,0.289665623935518,82.28800787943993,0.15164397647713085,0.010655147076738852,7.570469483355066e-05,0.1587184761218521,0.1584205983905312,0.0011454167263924367,0.001142976820465574,0.0006844994057772045,4.061776534315005e-06,0.1493174092647562,0.14959728912157266,0.0010780285621859215,0.0010803125388949967,0.009970911437164508,7.16449666620143e-05,0.008865431518334941,0.008855938243357307,6.264389199824076e-05,6.256128609987453e-05,22.10477120512454,24.440613240738276
41,IWN,Russell 2000 Value Index,8.044473139,24.25,2.1339309423,148175022.52056926,13.380696896949999,-1.6684217249499997,4.52300721695,0.0,0.9758948608500001,0.0,8576039642.95,8792398617.441502,1.0,0.0,0.0,0.0,5.853818678550461,5.7372270041515385,6.3697249550113195,0.11693161023264835,70.97810236149535,-0.07689527504970575,0.021437169064119986,0.0001970362265648523,0.03119337688685931,0.03118024859778513,0.00028592125885175146,0.00028575724346450234,0.007802042598152181,7.095158953161215e-05,0.017143891898375008,0.017152898257161715,0.00015790788416983667,0.00015803254349390391,0.013637284042762165,0.000126103820326816,0.014043260570918314,0.01404738009808761,0.00012791311185494843,0.00012795244824202254,18.81390471762446,22.89715339167346
42,IWO,Russell 2000 Growth Index,14.941519930000002,24.25,3.1819679918999997,127067027.13548553,10.63767497215,-1.8139442130000003,3.7806392447999997,0.0,0.9713060317,0.0,8582211295.2,8841492900.895,1.0,0.0,0.0,0.0,5.671899767033882,5.618341401283689,6.382784904812598,0.16648611635000624,80.42509442563235,-0.07750946500220716,0.05761245623216329,0.00031273520130770734,0.07018014780688894,0.0701915210707853,0.0003817633519139022,0.0003818268806533375,0.028497192316752806,0.00015451244277396394,0.042180303255208426,0.0421805361077502,0.00023010601525143601,0.0002301065855171554,0.02908704671937759,0.00015800877075925453,0.02788221833506104,0.02787465989375878,0.0001508087023915762,0.0001507730253681359,18.660225277920183,22.90272157952905
43,IWV,Russell 3000 Index,1.524431207,20.0,2.1923396236999997,57812538.6565999,10.622403996100001,-1.4879484877,1.63716099465,0.0,0.95402175385,0.0,8367581759.7,8780245946.484997,1.0,0.0,0.0,0.0,5.948015426630082,5.8507123243836805,6.462967795866348,0.0830159217396234,59.960721158691584,-0.07814590331880225,0.027760115679996988,0.00017715756441994253,0.03794674071017569,0.03802752998882512,0.00024249717160663265,0.00024310870456460226,0.009813739036747215,6.446803957645388e-05,0.020559375140706524,0.02046965675044506,0.00013408779984546622,0.00013343016977978949,0.01794377932667985,0.00011266770860017005,0.017429570712248287,0.01743874129923243,0.00010874460676585815,0.0001087924119535752,17.872716241891396,22.895770256329236
44,JPN,JPX-Nikkei 400 Net Total Return Index,1.36312565,9.0,42.22418079833333,881123.632533749,35.236064731666666,-2.5688803858333333,3.1456456453333335,0.0,0.21429719858333332,0.0,30774654.215,135101103.27583337,0.0,0.0,-0.06,-0.06,4.344739766331661,4.373647881748822,7.13457695972464,0.9498625610110002,98.84470285292288,0.0,0.06087839136896642,0.002233331869372372,0.0653184545403691,0.06532120476997753,0.002390674537141753,0.002390839886568028,0.0562631184294437,0.002067667380391825,0.05851387777999236,0.05850804073092578,0.0021526875377800713,0.0021523815076600196,0.00484825507215179,0.00017406694951964822,0.006814126393626171,0.006817207567849231,0.00023836263224901737,0.00023850314212231068,13.688953227120084,18.721533969261504
45,JPXN,JPX-Nikkei 400 Net Total Return Index,0.293990985,48.0,21.658303589166668,382846.9329591088,35.236064731666666,-2.5688803858333333,0.9841178940833334,0.0,0.7857028014166666,0.0,104326449.06083333,135101103.27583337,1.0,0.0,0.0,0.0,4.317490617402461,4.629584588096106,6.132050672264956,0.733814191264035,98.86475662006403,0.0,0.08753075870273412,0.0014244902921840639,0.10218232486158411,0.1021724779181789,0.00165649127323892,0.0016564008735547413,0.08170417691849205,0.001325470644031099,0.08853844531055144,0.08852017529822033,0.0014360344591574294,0.0014356553569782394,0.005780665933373189,9.840776175350089e-05,0.013402099127984556,0.013430462932759074,0.00021712244403236254,0.00021759720385251024,12.855390535432019,18.721533969261504
46,KWEB,China Technology Sector,10.40610715,71.95,7.10978169555,57449704.1195482,51.73822559600001,-3.09558347795,9.6433951322,0.0,0.77600565485,25.0,1398412438.465,1826049014.0460002,1.0,0.10700000000000001,-0.06749999999999999,-0.2105,3.7040696415578354,3.923657383767817,5.399395895008135,0.6953556160315739,88.30894197212693,-0.0707568106362618,0.024192792237106193,0.0005397717908007221,0.03484895214569599,0.034857563345129634,0.0007618314588330028,0.0007620441142604812,0.009706538125151177,0.00023187311932673584,0.02082965961979178,0.0208116809476317,0.00045703715704645205,0.00045657611664903406,0.014488307694688007,0.000307954057449506,0.014031693555233465,0.014041073284843863,0.0003050817529048792,0.00030533038082594574,17.866420412020332,21.325420461062336
47,MDY,S&P Midcap 400 Index,0.0,24.25,1.36237583165,432971951.0343269,10.62455214135,-1.04296746115,6.2185554874,1.0,0.3000471452,0.0,18051247502.8,60172588939.05,1.0,0.14250000000000002,0.0,0.14250000000000002,6.085927826490704,5.7521354906499615,7.0370261162920515,0.13066102862789275,65.77277556291854,-0.07619399368223326,0.03829180335346087,0.00012157723125482916,0.3872821823296923,0.3833595111035266,0.0012424842283396498,0.0012285291010950077,0.00814857987292473,2.6018444319407893e-05,0.3525252486103124,0.3565589035050376,0.001131527474294043,0.0011459022181427166,0.030144044994256596,9.556118556949902e-05,0.030094508911687134,0.02998917187532115,9.415698979101667e-05,9.375894667391285e-05,19.88618350565685,24.820482752327155
48,MDYG,S&P Midcap 400 Growth Index,0.7080896710000001,15.0,6.60379377525,10775402.649615427,10.531293143583333,-0.69015836875,1.7514450411666667,0.0,0.15907948241666667,25.0,1514600061.3333333,8818680252.999994,0.0,0.0,0.0,-0.25,5.091394209425762,5.349313246143923,5.633883522557311,0.0774744216019799,75.36217135234841,-0.07829241080470757,0.03428159709483592,0.0005317932676595455,0.0472500560245659,0.04727275602990202,0.0007398106484602959,0.0007401794541744824,0.026606144482126875,0.0004151399858281237,0.036423409713652787,0.036418289834979904,0.0006074562573372634,0.000607206638404916,0.00767448590147644,0.00011662759493337952,0.010848081562772777,0.01083050481430105,0.00013270110355704636,0.00013258197437264645,16.19277656212971,22.90013806459011
49,MDYV,S&P Midcap 400 Value Index,0.70218641,15.0,7.991512798333333,13240943.827119725,15.452481864083333,-1.6273807421666666,2.3568345982500003,0.0,0.15664205166666667,25.0,1168817681.9166667,6823146938.166665,0.0,0.0,0.0,-0.25,5.04999747192764,5.309516997463826,5.757033270042931,0.05303832606574263,37.66092044611007,-0.07837327840925244,0.027220892978490206,0.0005037166636065288,0.038983077430670386,0.03903353111534044,0.0007277047735394377,0.0007288157001308378,0.02226457022786661,0.0004095726417470535,0.03363264018838793,0.03358321814144622,0.0006433591975782145,0.0006422211149920296,0.0049500734680059935,9.400983607708169e-05,0.005389915366626606,0.0053890549677487985,8.516290413921206e-05,8.519508580770213e-05,16.398824391968642,22.643586630260348
50,NORW,MSCI Norway IMI 25/50 Index,17.76969559,50.0,18.671249704999997,1055085.9611247587,29.814412411666666,-1.1412309573333335,2.02224885475,0.0,0.82116766775,0.0,127641658.00416666,156895444.62166655,0.0,0.0,0.0,0.0,4.875703680968416,4.952158280659882,4.225597144341084,0.058248569155925044,94.98570468263709,-0.07858927956481736,0.022256559697410833,0.0018185810316256087,0.025491439701467517,0.025493409584773603,0.002079635689057895,0.0020797937264714623,0.01823783468339255,0.0014776030035525576,0.019960871832158802,0.019958644224883162,0.0016166578241103074,0.0016164886387807253,0.004025474549180756,0.00034150806263030185,0.005530532525190877,0.005530798514131425,0.00046296202175613734,0.00046297386224699184,13.869132801312118,18.87109018364039
51,PFF,Preferred Shares,1.358153359,47.0,3.2776516712,133571740.02423735,32.788699142,-1.76440118275,2.07856811985,0.0,0.76253122175,0.0,16390405202.3,21504422047.949997,0.0,0.0,0.0,0.0,5.642391876896083,5.756501760438153,6.13471664822021,0.1368140530082345,85.08416738581403,-0.07742682406916719,0.0072286909757181845,0.00019502513316610887,0.009848044224289103,0.009856073764124881,0.00026807081786620307,0.00026835461460841695,0.0028490508426031757,7.620088663066985e-05,0.00406139353394804,0.004058453590890623,0.00011057001206320104,0.00011046795840389302,0.004379145107276227,0.00011881256066590505,0.005687373063354121,0.0056851506664241875,0.00015440160062083267,0.0001543098771214632,18.710149269927186,23.791524427580324
52,PGX,Preferred Shares,4.741496446,50.75,7.30604231595,35693085.40204787,22.786692826,-0.8727117762500001,1.7762235613000001,0.0,0.23746877825,0.0,5114016845.65,21504422047.949997,1.0,0.0075,0.0,0.0075,5.645685995146376,5.527629362510639,6.487424765682718,0.08063736746980102,79.2005992377713,-0.07813340313876024,0.006590947655509048,0.00045190994083527184,0.00903039369618919,0.009033052340907418,0.0006226837935005014,0.0006229196674915417,0.004037333071171244,0.0002757631468052773,0.005512829975665581,0.005509041664593499,0.0003814058191456756,0.0003810740890511163,0.002552827939031367,0.00017609026580275795,0.0035167304311652056,0.0035178601864697167,0.0002412419003629802,0.0002413379734256895,17.390467541773123,23.791524427580324
53,PNQI,US Internet Sector,0.906222824,60.0,10.060889350950001,3727752.3460075185,10.6990103371,-0.772577684,1.82259269065,0.0,0.07269494995,0.0,518317080.16,7244318032.909999,1.0,0.0,0.0,0.0,4.817866097073754,4.759002775406413,6.73641654742708,0.24672941846200444,92.52907561179526,-0.07786999868228309,0.07572529401209607,0.0006756555373731014,0.10059705628839792,0.10061249280189768,0.0008618847973777365,0.0008620451760264624,0.059175544560791625,0.0005333237369405514,0.08022233143295196,0.08021077390197151,0.0006791643302421809,0.0006789281050843384,0.01654499555947946,0.00014230345327398183,0.020321473119978797,0.02031804170899413,0.0001824175680455831,0.00018249757886657384,15.131316021789022,22.703483278945615
54,PPA,US Defense Sector,0.09466467,61.9833333335,6.0241770381999995,4568553.497820677,9.78691516225,-1.7855171178,1.65564512735,0.0,0.1867200346,0.0,745540213.4399999,4448145334.240001,1.0,0.11950000000000001,0.0,0.11950000000000001,5.271494224200308,5.2625479437070055,5.758877616414784,0.17073670004155436,77.60579065405003,-0.07808698776391498,0.028526095450776646,0.0005775149857723163,0.03939889304717942,0.03942468076455981,0.0007835214617618307,0.0007840116967976974,0.021096703037394013,0.00043386177335154785,0.026392405809139746,0.026353451237130465,0.0005310531361119341,0.0005303135181700147,0.007431580947729337,0.00014369950395347935,0.01303235493489156,0.013045521678996034,0.00025296045526525794,0.0002532098498854361,15.334707191502337,22.215753067425656
55,QQEW,NASDAQ-100 Equal Weighted Index,0.079114934,60.0,6.878823573300001,3993875.7732423926,9.6099377697,-0.9154255438,1.56676152035,0.0,0.78545087665,25.0,620028053.605,796131901.2264999,1.0,0.2,0.0,-0.04999999999999999,5.572245108671009,5.379868797563199,6.534749685320334,0.15560167474612613,85.2711729820599,-0.07803028308778417,0.02399140677007643,0.00040449590721143927,0.0302596155739266,0.03027443167246786,0.0005081115076840419,0.0005083594904316067,0.018151547637810933,0.00030461837334495526,0.025015212952672245,0.024978569328147467,0.0004162924278314871,0.0004157009042359447,0.0058149844700278175,9.942654032295548e-05,0.005210166764788226,0.00523033906767434,9.119413016809952e-05,9.15085511982002e-05,15.20027268912976,20.495275435139508
56,QQQE,NASDAQ-100 Equal Weighted Index,0.0,35.0,16.2999869247,1845377.4380621754,16.165237413299998,-1.13891097325,2.5643677917999996,0.0,0.21454912335,25.0,176103847.62150002,796131901.2264999,0.0,0.22149999999999997,-0.1715,-0.2,4.620013220416822,4.139069441432926,4.973029965231925,0.17202187480238873,96.41524723341156,-0.07835290017614621,0.056877558299057364,0.0010587460289576218,0.06589757036273827,0.06588874772384981,0.0012280205296119732,0.0012279529518101997,0.04609107903941717,0.0008589563398481578,0.05320497063369093,0.053215964918615924,0.0009955068998700658,0.0009955653396336516,0.01079046097186711,0.00019983553503565674,0.012679689362125976,0.012677523362355508,0.00023235007172502128,0.0002323593324247697,14.4281943880099,20.495275435139508
57,RSX,Russia,0.175580001,65.5,5.0929076145,173368503.985745,117.024503124,-6.022655793249999,29.085077775000002,0.0,0.75588961255,0.0,1613488915.075,2111719213.4300003,1.0,0.1675,-0.125,0.042499999999999996,3.9248008456870607,3.9300273383894244,4.561755076013018,0.5589323727533814,83.34094295254714,-0.07455012305420611,0.0075251073399970544,0.00037088687357921793,0.009480768558528387,0.009481021689040884,0.00046528941399969794,0.0004653167308445032,0.0013242035836901283,6.380631064831311e-05,0.0014609659904715599,0.0014597417141786382,7.018185579773515e-05,7.011284981037208e-05,0.0062008258969744965,0.0003070747628474629,0.008021435163674753,0.00802240383126887,0.0003952045785671437,0.000395246145125431,18.97092996789874,21.47076824576548
58,SCHC,EAFE Small Cap,7.328748819,12.915789473500002,11.39136319105,10020674.172469607,32.788699142,-1.76440118275,1.4015387104500001,0.0,0.1644282649,0.0,1787043818.78,10505933668.979996,0.0,0.0,0.0,0.0,5.5584851584883035,5.981573459324918,5.8736043720992654,0.31800188529159,70.8056787282891,-0.07054394132883123,0.018724289436014948,0.0006000971634617612,0.02268735784045597,0.022699359800755603,0.0007258605760241816,0.0007262747155858736,0.014135808983981684,0.0004529673079971229,0.016499273517337053,0.016486091987279773,0.0005321823572801167,0.0005317497454187439,0.004582476644589682,0.00014695877466541432,0.006182697896238963,0.006183272264772007,0.00019355615004052149,0.00019355692140780154,16.120160934039212,23.07520604582604
59,SCZ,EAFE Small Cap,14.583710630000002,40.0,4.3867650420499995,73939918.7228042,74.366444555,-1.613278317,2.1101066584000003,0.0,0.8355717350999999,0.0,8718889850.2,10505933668.979996,1.0,0.0,0.0,0.0,5.988962757903374,6.0966331036643755,6.092792132958454,0.06699657431156636,76.18605140222914,-0.07835659396569249,0.009560700980359816,0.0001747460147025495,0.016998694985470582,0.01703783606089667,0.00030879310803242163,0.0003096131918301224,0.004080561965583155,7.669612963018288e-05,0.010804695224003728,0.01076534271011604,0.0002002964350545313,0.0001994737918434842,0.005479573273255874,9.804737002665873e-05,0.006181661721725206,0.006181834230304278,0.00010832201636528894,0.00010832383635291437,18.1187634122404,23.07520604582604
60,SLY,S&P SmallCap 600 Index,3.907346042,15.0,9.2932145705,6759561.230358016,16.889422294333333,-2.290661939916667,1.5082694805,0.0,0.025148467999999997,25.0,1133401017.4916666,44115270887.90833,1.0,0.0,0.0,-0.25,5.739544615323724,5.934612662100039,6.362353870199899,0.12158952344454481,86.23834083675126,-0.0783239071949751,0.07645058300081965,0.0009642358785035216,0.08195522663144998,0.08197982769706323,0.0010231334259810955,0.001023597017877238,0.05994097315497785,0.0007312163392140599,0.0627386228968069,0.06270848063784687,0.0007742098512594629,0.0007737086484365434,0.016507036685967306,0.0002329579220491642,0.019232826879956717,0.019238168054351055,0.0002492143114175087,0.00024924764969383743,15.72646853916084,24.51007183809598
61,SLYG,S&P Smallcap 600 Growth Index,2.712658054,15.0,6.487247857166667,12251200.170368329,13.844021232833333,-2.1324774306666665,1.76691310825,0.0,0.24368954350000002,25.0,1814420899.6666667,7078552095.916668,0.0,0.0,0.0,-0.25,5.221147532417275,5.468063729615498,5.459099958330925,0.11989065824296134,77.58423973793975,-0.07842088333448849,0.04778595511445529,0.0005678624787509395,0.06183150427850681,0.061917348151859335,0.0007330748157101343,0.0007339903523335887,0.0328804838328468,0.0003681327017877832,0.04262306062339575,0.042575984371014154,0.0005328932288638889,0.0005319448894141681,0.014906881004753696,0.00019971018977534406,0.019299048153812868,0.019260304978512135,0.0002011578818260875,0.00020119106417467307,16.32113446324725,22.68033521751133
62,SLYV,S&P Smallcap 600 Value Index,0.0,15.0,6.215076763916667,16203058.595039777,14.987143449666666,-2.1476896645,2.2097555656666668,0.0,0.2414098255,25.0,1974872537.5833333,7748575468.583331,0.0,0.0,0.0,-0.25,5.287900835761778,5.7145268322914085,5.442868340209283,0.12467979613583507,55.541595369458946,-0.07823423554696766,0.03360502663727335,0.0005175712932952791,0.04093160536917069,0.040964724945098833,0.0006182072932218941,0.0006186775331952086,0.021051850733803373,0.0003346924685483143,0.02855805852612589,0.02854458657854701,0.00045828532849979194,0.0004581719288995058,0.01255281321938208,0.0001828699342131288,0.012414952413411206,0.012395306738719816,0.00016052022716047832,0.00016016341822201944,16.600710584544675,22.770774852911067
63,SMMD,US Small Caps,0.0,15.0,19.67920141290909,871370.5141213987,35.40432607454546,-2.951387224,4.933081003818182,0.0,0.005833074454545454,0.0,52409788.81545455,8014831530.724547,1.0,0.09,-0.09,0.0,5.014980456269683,4.939100018731534,6.2777619292542965,0.4131612253731023,98.64869212771018,0.0,0.09268908639730927,0.002193579215780589,0.08485581588403196,0.08486429436783519,0.001966158061399953,0.0019667404023106304,0.08354389826929032,0.0019876693271278054,0.07460103727322598,0.07465346330271944,0.0017241060742723233,0.0017251104769817102,0.008850012741980653,0.00019860877146285827,0.009914194415030851,0.009851815104447902,0.00023447190467913378,0.00023285322138119404,13.677822554729428,22.804559603538678
64,SPY,S&P 500 Index,0.0,9.4,0.387401269,25641523255.34934,12.807583406000001,-2.1566176311,26.063601905999995,1.0,0.5213796593,0.0,252250000000.0,399960311955.85,1.0,0.042499999999999996,-0.00775,0.03475,5.10465414142851,5.123539791496293,6.092431424745649,0.2709808281404457,86.83349025662798,8.308557830308214,0.011149503658532622,4.2394073246851734e-05,0.307143157527528,0.3068072001595462,0.0011327869027638253,0.001131626416926491,0.002502910579133933,9.085939195634169e-06,0.2997597598539162,0.3001050688820618,0.001104445623159925,0.0011056466485544047,0.008646606536022604,3.33080989526992e-05,0.007420547385512999,0.007416768555572167,2.8547818609159306e-05,2.852919833918626e-05,23.967478876569213,26.714631159021376
65,SPYG,S&P 500 Growth Index,0.04558430900000001,4.0,3.867363812583333,88057723.80106,9.380646408416666,-1.27852551175,4.122381732333333,0.0,0.15651652675,25.0,5304896946.0,29520022456.333317,0.0,0.0,0.0,-0.25,4.893920706272761,5.070764690338781,5.346973717290087,0.1947705852138292,84.45335323528406,-0.0770381659455547,0.009064884452930341,0.00023249438911228677,0.015791345019626687,0.015800915928911217,0.00040463423826814313,0.000404934271410121,0.004765115788500105,0.00012300234352555524,0.013676053466106335,0.013666447122582324,0.0003521649474452818,0.0003518646797807679,0.004297206789992017,0.0001094333602974758,0.002116712827870709,0.0021167284986854176,5.254609215431909e-05,5.2545698375028596e-05,18.293503109684586,24.108334597394293
66,SPYV,S&P 500 Value Index,0.398241816,4.0,4.689032728833333,50096296.68248462,15.974009940833334,-2.599587630583333,3.6067179916666667,0.0,0.16291091166666669,25.0,3455713912.0,19150672412.58333,0.0,0.0,0.0,-0.25,4.82500365100611,5.025601386540786,4.878863380228502,0.25232636942460934,69.96956810084183,-0.07813977082075224,0.008188418009933739,0.0002711232922994219,0.013416630174979767,0.013420955534143549,0.0004452223886475871,0.0004453971165080543,0.004230164261841284,0.00014030162531095963,0.010340318890440904,0.010340850235525799,0.00034022997297766697,0.00034024182940543433,0.0039585737179426254,0.000130832803432888,0.0030844623252690687,0.0030796008394654933,0.0001052970372786457,0.00010511027327596566,17.729457644809703,23.675603664885255
67,VAW,US Materials Sector,2.090643155,10.0,4.53022139315,14635378.403080884,12.618229592899999,-1.2944482915,1.8524726503,0.0,0.3300418017,0.61,1925349361.15,5813338507.350001,0.0,0.0215,0.0,0.0154,5.258933547184314,5.520368009820733,5.3132586431639215,0.045393448939338596,66.21232896266194,-0.07847639222464384,0.043028764617796054,0.00036794590745194903,0.06111012975847395,0.0611150033692162,0.000514296142953248,0.0005143440984021503,0.03053411818776953,0.00025993640992262406,0.039174519971985136,0.039175532250551426,0.0003256699628004883,0.0003257108666647046,0.012497476919809718,0.00010804027861772788,0.021941852470525006,0.021935968145020024,0.00018868667860499856,0.0001885978306383963,16.498952333809452,22.48342085678454
68,VCR,Consumer Discretionary Sector,1.7676515030000002,10.0,4.6146979777,16390431.096465413,11.84405116305,-1.6529798085,1.5071035703,0.0,0.16860030515,0.55,2673710520.15,15670378241.599995,0.0,0.0215,0.0,0.016,5.426596778466104,5.966287385605957,5.5630000148667405,0.07802649030633149,75.18496501185066,-0.0781894389930887,0.05838899602677998,0.0003610742129436789,0.07259356682432336,0.07258813420953564,0.0004503641052266918,0.0004503809517028014,0.043322593280474705,0.00026549463642915267,0.04477278956477952,0.044771361702101956,0.0002683384719524462,0.00026823698966990986,0.015068417976185888,9.559373294104418e-05,0.02782288912483663,0.02782974547496215,0.00018208494131469945,0.00018216954929140756,16.612208252782008,23.475038030968143
69,VDC,Consumer Staples Sector,0.407771742,10.0,3.8175343942,22800727.162577547,15.7639341475,-1.8576076867000002,1.3381729356,0.0,0.2854653385,0.55,4273434230.65,14998344051.300003,0.0,0.019,0.0,0.013500000000000002,5.297235686323434,5.819990479089857,4.920937395276862,0.061971059433815166,74.72492137638152,-0.07829032160437925,0.03300669449101611,0.0002308049261499149,0.0524786800177451,0.05248723409497067,0.00036766266224091124,0.0003677337541575697,0.024863962481551524,0.0001730205172649555,0.031067041598482253,0.031063436461158046,0.00021545162768606745,0.00021541978533774303,0.00814307093768965,5.778766111016935e-05,0.021420798257457862,0.021415853662701042,0.0001522863549809264,0.0001522471246247296,16.942302986511603,23.43120563537447
70,VDE,Energy Sector,1.149875083,10.0,4.3144324443,36697815.93058793,21.2741887949,-3.8379946237500002,2.86557146055,0.0,0.20632686595,0.58,3589293736.65,17603494921.7,0.0,0.0215,0.0,0.0157,5.661659965958757,6.237753761884578,5.585856639268517,0.07229526906525355,66.54067000672617,-0.07742959973304055,0.023448963307938057,0.00028366010449780194,0.03573423694390058,0.035711259856270446,0.00043729898772610634,0.00043684341166018887,0.015480379834582017,0.00018725791801341862,0.020053501622104484,0.020084861179885834,0.0002566379348500263,0.00025740981123139337,0.007968705216047898,9.640331450581538e-05,0.015658084063857273,0.01564971286053731,0.00018020689031386829,0.00017989081031834756,17.4182277998258,23.591363294373682
71,VEA,EAFE,6.621933992,6.0,2.54474544205,478448246.5145459,32.788699142,-1.76440118275,2.0417095048,0.0,0.59806139475,0.45999999999999996,61485498649.85,108325835775.24997,0.1,0.015,0.0,0.0104,5.941048000964821,6.102025588817685,6.425806934950577,0.0800410245858346,81.5290127101789,-0.0771189526646521,0.007541957442898069,0.00018880746687861399,0.010023893525517542,0.010026078791709653,0.00025130849100954194,0.00025136404870293336,0.0038392320626794347,9.492548788934229e-05,0.004993069636606504,0.004992449591729021,0.00012572097694489966,0.00012570798175748745,0.0037029178345073252,9.388810730656849e-05,0.005032545975017845,0.005030987483434182,0.00012563846718009815,0.00012559606562355532,19.986058605253465,25.408409519984577
72,VEU,All World Ex US,4.309900107,12.1,2.199320277,81078151.43371566,52.86823198,3.934040199,1.261565604,0.0,0.692767776,0.5,16209973752.0,23398856466.99997,1.0,0.03,0.0,0.024999999999999998,5.842193756124351,5.587735532725441,6.3450504883813466,0.0037065848007166694,55.79180417791964,-0.07704634711921153,0.007014381733870968,0.00015072535,0.00875122242419355,0.008753225153225807,0.00018817309354838708,0.00018821771129032258,0.0021501293290322582,4.622899687258065e-05,0.0034836330451612904,0.0034824818725806453,7.489760277419354e-05,7.487193983870967e-05,0.004865581119354838,0.00010452479125806453,0.005270555093548387,0.005269706024193548,0.00011333860962258064,0.00011331969967258063,18.21092408,23.875952989184317
73,VFH,US Financials Sector,0.583883759,10.0,3.4811614787000003,50169040.34016069,12.65015946355,-1.6016693821499999,2.0815271709000003,0.0,0.21343647200000002,0.62,6287827624.2,29562214927.2,0.0,0.014000000000000002,0.0,0.0078,5.716344781584386,5.903857811856893,5.6656079035449425,0.05323834646776625,90.34198406808909,-0.0781968393636256,0.012496774723280889,0.0002063891073957258,0.0213010730865795,0.021299220484550147,0.0003497725786337401,0.0003497493204664672,0.006030725088912425,9.929386167473216e-05,0.01140545431217516,0.011406451070771036,0.00019141581052767643,0.00019142718890721556,0.006467148676606342,0.00010711310879980235,0.009891743556437162,0.009892589102887272,0.0001582715072414572,0.00015828317207544745,17.730908668116452,24.109762860097522
74,VGK,Eurozone,5.362480118,9.705,2.1886417388000003,245715027.85067612,32.788699142,-1.76440118275,4.5240365362,0.0,0.65817144345,0.485,14088782266.85,22097474989.799995,0.0,0.022,0.0,0.01715,5.568873256009082,5.702001301690975,6.177014230869875,0.26345266827827674,80.4919641532289,-0.07688135719616354,0.008069509826333355,0.00015371258909988207,0.010329569530510565,0.010330224149934395,0.00019731536585666795,0.0001973292068148696,0.0017144437982304617,3.2253419749054306e-05,0.0031117466748712967,0.003110302421461223,5.968199197479229e-05,5.965045011577762e-05,0.006355186508013276,0.00012146222288338534,0.007206341923888707,0.0072071783817476654,0.00013739052203728394,0.00013740918948797125,19.319682999034416,23.818729185087445
