ticker,fdate,urgency_mean,urgency_std,urgency_range,DATE,yearqtr,index_id,aum_ETFG,dvol_,numholdings,tr_error,perf_drag,RelSPread_etfg,RelativeSPread_crsp,net_exp_ratio_etfg,turnoverPerc,INCEPTION_DATE,sequence_of_entry,tr_error_avg,perf_drag_avg,mer_bps,spread_bps_etfg,spread_bps_crsp,logDvol,tr_error_bps,tr_difference_bps,tr_error_perc,tr_difference_perc,turnover_frac,tr_difference,d_UIT,aum_index,mkt_share
ACWI,,,,,9/30/2020,20203,All World,12458904188,278310182.7,2298.904762,0.003131642,9.65272E-05,0.000142095,0.000279129,0.32,564.4456796,3/26/2008,1,0.003344482,-8.21722E-05,32,1.420952381,2.791291713,19.44424681,31.31641994,0.965272105,0.313164199,0.009652721,5.644456796,9.65272E-05,0,26688343309,0.466829434
ACWI,,,,,12/31/2020,20204,All World,14280984001,219339423.9,2320.090909,0.002826316,8.9394E-05,0.002257409,0.000288935,0.32,387.3512661,3/26/2008,1,0.002730939,-2.63054E-05,32,22.57409091,2.889351763,19.20613097,28.26315643,0.893939828,0.282631564,0.008939398,3.873512661,8.9394E-05,0,30865811508,0.462679687
ACWX,20160331,0.906120043,0.625267261,4.178643864,3/31/2016,20161,MSCI ACWI ex-US Index,1898820952,33692387.95,1157,0.00734086,0.002048073,0.026264205,0.000330677,0.33,446.6716766,3/26/2008,2,0.00319683,0.000378217,33,262.6420476,3.306769095,17.33278249,73.40859833,20.48073467,0.734085983,0.204807347,4.466716766,0.002048073,0,2612895089,0.726711516
ACWX,20160630,0.909042827,0.584128826,3.686954165,6/30/2016,20162,MSCI ACWI ex-US Index,1855000476,28814503.03,1163.47619,0.010480913,-0.000260838,0.000255308,0.00032522,0.33,394.7819488,3/26/2008,2,0.003895585,9.32224E-06,33,2.553076716,3.252199314,17.1763894,104.8091315,-2.608383712,1.048091315,-0.026083837,3.947819488,-0.000260838,0,2631621022,0.704888911
ACWX,20160930,0.913080448,0.622592454,4.400846057,9/30/2016,20163,MSCI ACWI ex-US Index,1940182381,24743441.62,1157.190476,0.009334846,0.00084255,0.000246513,0.000300165,0.33,320.1301572,3/26/2008,2,0.003353413,5.28555E-05,33,2.465133164,3.001649212,17.02407103,93.34845862,8.425498881,0.933484586,0.084254989,3.201301572,0.00084255,0,2763106114,0.702174401
ACWX,20161231,0.929251237,0.604900924,4.400846057,12/31/2016,20164,MSCI ACWI ex-US Index,1989425190,53324540.71,1161.47619,0.005412939,-0.001071079,0.000253191,0.000270839,0.33,677.3583834,3/26/2008,2,0.003018298,-0.000416775,33,2.531912138,2.708390414,17.79190721,54.12939102,-10.71079327,0.54129391,-0.107107933,6.773583834,-0.001071079,0,2863136357,0.694841231
ACWX,20170331,0.996080797,1.186254291,14.55627354,3/31/2017,20171,MSCI ACWI ex-US Index,2064441391,24451803.73,1155.782609,0.005356704,0.000572827,0.000800703,0.000251913,0.33,297.7496961,3/26/2008,2,0.002441992,8.82971E-05,33,8.007026438,2.519134179,17.01221454,53.56704097,5.728266218,0.53567041,0.057282662,2.977496961,0.000572827,0,3174827261,0.650253139
ACWX,20170630,0.933549566,0.587577711,4.400846057,6/30/2017,20172,MSCI ACWI ex-US Index,2301485714,16968684.34,1222.809524,0.006320953,-0.000246692,,0.000331076,0.32,186.1497545,3/26/2008,2,0.00268395,-8.42908E-05,32,,3.310762542,16.64688011,63.20953461,-2.466921889,0.632095346,-0.024669219,1.861497545,-0.000246692,0,3650203719,0.63050884
ACWX,20170930,0.927515078,0.580072815,4.397573909,9/30/2017,20173,MSCI ACWI ex-US Index,2708130600,19951047.71,1214.8,0.003649221,-0.000226192,,0.000239129,0.32,185.7210048,3/26/2008,2,0.002033517,-0.000204574,32,,2.391294037,16.80879222,36.49220998,-2.261916633,0.3649221,-0.022619166,1.857210048,-0.000226192,0,4152608342,0.652151702
ACWX,20171231,1.101772876,1.803728341,25.92133484,12/31/2017,20174,MSCI ACWI ex-US Index,3130782100,29250968.3,1249.35,0.00400252,-0.000207834,,0.000232363,0.32,235.8203306,3/26/2008,2,0.002670535,-0.000269199,32,,2.323633538,17.19142324,40.0252006,-2.078339814,0.400252006,-0.020783398,2.358203306,-0.000207834,0,4701425272,0.665921911
ACWX,20180331,0.943746561,0.596791639,4.397573909,3/31/2018,20181,MSCI ACWI ex-US Index,3185473238,28667075.73,1239.142857,0.008795971,0.000898662,0.010897333,0.000439467,0.32,227.1928518,3/26/2008,2,0.003338519,0.000163869,32,108.9733333,4.394666303,17.17125984,87.95970773,8.986623984,0.879597077,0.08986624,2.271928518,0.000898662,0,4740972155,0.671902963
ACWX,20180630,0.938729299,0.623376924,4.400846057,6/30/2018,20182,MSCI ACWI ex-US Index,3213760000,25052370.18,1334.095238,0.00571363,-0.001282823,0.003273143,0.000352559,0.32,197.8471341,3/26/2008,2,0.00274892,-0.000388975,32,32.73142857,3.525585978,17.036479,57.13629916,-12.82823098,0.571362992,-0.12828231,1.978471341,-0.001282823,0,4807011756,0.668556717
ACWX,20180930,1.00162265,1.036626434,14.56165338,9/30/2018,20183,MSCI ACWI ex-US Index,2991460947,37707743.26,1323.684211,0.004439631,-5.11012E-05,0.000266,0.000223516,0.32,317.7700874,3/26/2008,2,0.002416436,-0.00012983,32,2.66,2.235159814,17.44537602,44.39631348,-0.51101223,0.443963135,-0.005110122,3.177700874,-5.11012E-05,0,4519156464,0.661951179
ACWX,20181231,1.175792141,1.68102022,25.92799654,12/31/2018,20184,MSCI ACWI ex-US Index,4281964333,254468670.8,1386.277778,0.009574094,-0.001231366,0.000346056,0.000391789,0.32,1475.41902,3/26/2008,2,0.0039793,-0.000568396,32,3.460555556,3.917891315,19.35468829,95.74094057,-12.31365689,0.957409406,-0.123136569,14.7541902,-0.001231366,0,5854393842,0.731410364
ACWX,20190331,1.015620847,0.697823182,5.878955283,3/31/2019,20191,MSCI ACWI ex-US Index,3651722030,77966908.86,1319.952381,0.005665576,4.81786E-05,,0.000258017,0.32,532.6450164,3/26/2008,2,0.002554077,-6.51463E-05,32,,2.580166504,18.17179505,56.65575522,0.481785962,0.566557552,0.00481786,5.326450164,4.81786E-05,0,5372308488,0.679730518
ACWX,20190630,1.018684394,0.705466699,5.878955283,6/30/2019,20192,MSCI ACWI ex-US Index,3663768561,80080177.11,1384.75,0.005354784,0.000102511,0.00027425,0.000313794,0.32,476.0503522,3/26/2008,2,0.002595646,-9.27318E-05,32,2.7425,3.1379414,18.1985389,53.54783805,1.025107461,0.535478381,0.010251075,4.760503522,0.000102511,0,5372820932,0.681907811
ACWX,20190930,1.076677936,0.774142954,5.878955283,9/30/2019,20193,MSCI ACWI ex-US Index,3891831243,48740540.51,1397.6,0.002870446,8.74821E-05,0.00023135,0.00034708,0.32,315.1364274,3/26/2008,2,0.001994351,-8.0078E-05,32,2.3135,3.470802858,17.7020217,28.70445887,0.874821214,0.287044589,0.008748212,3.151364274,8.74821E-05,0,5577153996,0.697816708
ACWX,20191231,1.159174274,1.662007868,25.92799654,12/31/2019,20194,MSCI ACWI ex-US Index,4174869121,79714611.2,1939.238095,0.004716909,6.04075E-05,0.000211875,0.000264439,0.32,481.2907605,3/26/2008,2,0.002654493,-0.000140665,32,2.11875,2.644393973,18.19396345,47.16909435,0.604075405,0.471690944,0.006040754,4.812907605,6.04075E-05,0,5961466010,0.700309138
ACWX,20200331,1.16216449,1.742542004,25.92799654,3/31/2020,20201,MSCI ACWI ex-US Index,2867227214,125177410.4,1964.181818,0.022910086,-0.003495702,0.001254455,0.002410207,0.32,1103.511001,3/26/2008,2,0.00964608,-0.001564583,32,12.54454545,24.10207448,18.64524257,229.1008622,-34.95702094,2.291008622,-0.349570209,11.03511001,-0.003495702,0,4210293575,0.681004107
ACWX,,,,,6/30/2020,20202,MSCI ACWI ex-US Index,2960214353,86259705.58,1932.954545,0.010442545,-3.41838E-05,0.000248857,0.000478434,0.32,731.5071402,3/26/2008,2,0.004280035,-0.000107643,32,2.488571429,4.784338573,18.27287314,104.4254491,-0.341837627,1.044254491,-0.003418376,7.315071402,-3.41838E-05,0,4189496930,0.706579907
ACWX,,,,,9/30/2020,20203,MSCI ACWI ex-US Index,3069412341,53504230.2,1895.52381,0.007829821,0.000129013,0.000227619,0.000401153,0.32,439.0040798,3/26/2008,2,0.003344482,-8.21722E-05,32,2.276190476,4.011533013,17.79527128,78.29820764,1.290130044,0.782982076,0.0129013,4.390040798,0.000129013,0,4355043845,0.70479482
ACWX,,,,,12/31/2020,20204,MSCI ACWI ex-US Index,3685651344,59567153.13,1901.318182,0.005031806,0.000553088,0.004169909,0.000251835,0.32,407.8959353,3/26/2008,2,0.002730939,-2.63054E-05,32,41.69909091,2.5183534,17.90261486,50.31805733,5.530876465,0.503180573,0.055308765,4.078959353,0.000553088,0,5133696008,0.717933305
AGT,20170630,0.543144065,0.634351962,1.110366982,6/30/2017,20172,MSCI All Argentina 25/50 Index,10736600,880043.751,,0.00268395,-8.42908E-05,,0.002281327,0.59,1660.719645,4/25/2017,2,0.00268395,-8.42908E-05,59,,22.81327179,13.6877269,26.83950037,-0.842907562,0.268395004,-0.008429076,16.60719645,-8.42908E-05,0,186967406.8,0.057424982
AGT,20170930,0.568850243,0.520491599,1.110366982,9/30/2017,20173,MSCI All Argentina 25/50 Index,13739411.76,116418.3756,20.35294118,0.002033517,-0.000204574,,0.001884557,0.59,212.8686968,4/25/2017,2,0.002033517,-0.000204574,59,,18.84556757,11.66494567,20.3351701,-2.045737667,0.203351701,-0.020457377,2.128686968,-0.000204574,0,170723799.3,0.080477425
AGT,20171231,0.598201031,0.416140908,1.110366982,12/31/2017,20174,MSCI All Argentina 25/50 Index,54761750,965916.4929,32.95,0.002670535,-0.000269199,,0.001655153,0.59,440.9353523,4/25/2017,2,0.002670535,-0.000269199,59,,16.55153159,13.78083266,26.70534726,-2.691988481,0.267053473,-0.026919885,4.409353523,-0.000269199,0,261795812.5,0.209177334
AGT,20180331,0.875068379,0.623048933,1.862410612,3/31/2018,20181,MSCI All Argentina 25/50 Index,47703452.38,1017105.499,32.19047619,0.003338519,0.000163869,0.008750667,0.002196635,0.59,523.3419968,4/25/2017,2,0.003338519,0.000163869,59,87.50666667,21.96634672,13.83247141,33.38518996,1.638694834,0.3338519,0.016386948,5.233419968,0.000163869,0,273078345.2,0.174687789
AGT,20180630,0.66289438,0.619106839,1.871134425,6/30/2018,20182,MSCI All Argentina 25/50 Index,50529976.19,1074440.051,34.85714286,0.00274892,-0.000388975,0.003843524,0.002150703,0.59,555.1462704,4/25/2017,2,0.00274892,-0.000388975,59,38.4352381,21.50702703,13.8873102,27.48919617,-3.88974673,0.274891962,-0.038897467,5.551462704,-0.000388975,0,204701857.1,0.246846692
AGT,20180930,0.69501276,0.591509983,1.871223368,9/30/2018,20183,MSCI All Argentina 25/50 Index,22107894.74,224505.7981,34.10526316,0.002416436,-0.00012983,0.003513211,0.002398067,0.59,257.0052566,4/25/2017,2,0.002416436,-0.00012983,59,35.13210526,23.98067393,12.32165681,24.16435861,-1.298299085,0.241643586,-0.012982991,2.570052566,-0.00012983,0,112134605.3,0.19715497
AGT,20181231,0.725311051,0.660326477,1.862410612,12/31/2018,20184,MSCI All Argentina 25/50 Index,19519500,54704.69278,33.57894737,0.0039793,-0.000568396,0.002684579,0.003849351,0.59,71.45515949,4/25/2017,2,0.0039793,-0.000568396,59,26.84578947,38.49351126,10.90970478,39.79299814,-5.683961482,0.397929981,-0.056839615,0.714551595,-0.000568396,0,106280986.8,0.183659379
AGT,20190331,0.67685436,0.691883231,1.862410612,3/31/2019,20191,MSCI All Argentina 25/50 Index,23036606.34,149610.2561,32.57142857,0.002554077,-6.51463E-05,,0.001916219,0.59,162.6390282,4/25/2017,2,0.002554077,-6.51463E-05,59,,19.16218611,11.9157889,25.54076681,-0.651462892,0.255407668,-0.006514629,1.626390282,-6.51463E-05,0,124325714.5,0.18529237
AGT,20190630,0.619210441,0.594675351,1.862410612,6/30/2019,20192,MSCI All Argentina 25/50 Index,25133997.67,53488.91223,32.15,0.002595646,-9.27318E-05,0.00257845,0.001931758,0.59,52.70983372,4/25/2017,2,0.002595646,-9.27318E-05,59,25.7845,19.31757855,10.88722966,25.9564627,-0.927317836,0.259564627,-0.009273178,0.527098337,-9.27318E-05,0,118664686.5,0.211806886
AGT,20190930,0.646464275,0.370213421,1.214195193,9/30/2019,20193,MSCI All Argentina 25/50 Index,8795624.175,123698.9422,32,0.001994351,-8.0078E-05,0.0024438,0.002658812,0.59,354.1424391,4/25/2017,2,0.001994351,-8.0078E-05,59,24.438,26.58812357,11.72560601,19.94351385,-0.800779707,0.199435138,-0.008007797,3.541424391,-8.0078E-05,0,69008763.09,0.127456627
AGT,20191231,0.562112529,0.364202352,1.375624842,12/31/2019,20194,MSCI All Argentina 25/50 Index,16595481.23,211112.8059,31.14285714,0.002654493,-0.000140665,0.00192025,0.002433812,0.59,320.2884436,4/25/2017,2,0.002654493,-0.000140665,59,19.2025,24.3381194,12.26014789,26.54493159,-1.406652087,0.265449316,-0.014066521,3.202884436,-0.000140665,0,92636713.04,0.179145834
