ticker,fdate,urgency_mean,urgency_std,urgency_range,DATE,yearqtr,index_id,aum_ETFG,dvol_,numholdings,tr_error,perf_drag,RelSPread_etfg,RelativeSPread_crsp,net_exp_ratio_etfg,turnoverPerc,INCEPTION_DATE,sequence_of_entry,tr_error_avg,perf_drag_avg,mer_bps,spread_bps_etfg,spread_bps_crsp,logDvol,tr_error_bps,tr_difference_bps,tr_error_perc,tr_difference_perc,turnover_frac,tr_difference,d_UIT,aum_index,mkt_share
AAXJ,20160331,0.911257912,0.625752125,3.692643591,3/31/2016,20161,Asia ex Japan,2315642727,38589238.83,626,0.00319683,0.000378217,0.021216373,0.000282212,0.69,419.6199164,8/13/2008,1,0.00319683,0.000378217,69,212.1637273,2.822117912,17.46848401,31.96830201,3.782173138,0.31968302,0.037821731,4.196199164,0.000378217,0,2315642727,1
AAXJ,20160630,0.851746207,0.60497139,3.692643591,6/30/2016,20162,Asia ex Japan,2171242636,44258552.94,624.9545455,0.003895585,9.32224E-06,0.000193489,0.000237233,0.69,517.8787024,8/13/2008,1,0.003895585,9.32224E-06,69,1.934894152,2.372333053,17.6055592,38.95584997,0.093222354,0.3895585,0.000932224,5.178787024,9.32224E-06,0,2171242636,1
AAXJ,20160930,0.967985526,0.693146806,3.963424661,9/30/2016,20163,Asia ex Japan,2771710571,76177509.58,626.6666667,0.003353413,5.28555E-05,0.000173902,0.000237854,0.69,694.8153074,8/13/2008,1,0.003353413,5.28555E-05,69,1.739019536,2.378538603,18.14857683,33.5341344,0.528555059,0.335341344,0.005285551,6.948153074,5.28555E-05,0,2771710571,1
AAXJ,20161231,0.908916806,0.670745065,4.481988893,12/31/2016,20164,Asia ex Japan,2752234095,91011724.3,628.9047619,0.003018298,-0.000416775,0.000195912,0.00021269,0.72,832.8403799,8/13/2008,1,0.003018298,-0.000416775,72,1.959122877,2.12690354,18.32649889,30.18298425,-4.167746532,0.301829842,-0.041677465,8.328403799,-0.000416775,0,2752234095,1
AAXJ,20170331,0.959055527,0.634010781,4.451745709,3/31/2017,20171,Asia ex Japan,2698217455,66462941.68,629.5454545,0.002441992,8.82971E-05,0.007296896,0.000254975,0.72,617.8249748,8/13/2008,1,0.002441992,8.82971E-05,72,72.9689609,2.549746789,18.01215508,24.4199177,0.882970666,0.244199177,0.008829707,6.178249748,8.82971E-05,0,2698217455,1
AAXJ,20170630,0.980116729,0.70006652,4.476299467,6/30/2017,20172,Asia ex Japan,3596950000,77903671.68,654.6363636,0.00268395,-8.42908E-05,,0.00022855,0.69,544.4708341,8/13/2008,1,0.00268395,-8.42908E-05,69,,2.285498966,18.17098364,26.83950037,-0.842907562,0.268395004,-0.008429076,5.444708341,-8.42908E-05,0,3596950000,1
AAXJ,20170930,1.049406721,0.825356901,6.091588739,9/30/2017,20173,Asia ex Japan,4241145700,65606192.79,651.25,0.002033517,-0.000204574,,0.000186427,0.69,390.6124859,8/13/2008,1,0.002033517,-0.000204574,69,,1.864269291,17.99918065,20.3351701,-2.045737667,0.203351701,-0.020457377,3.906124859,-0.000204574,0,4241145700,1
AAXJ,20171231,1.049694256,0.792502619,6.091588739,12/31/2017,20174,Asia ex Japan,4710024000,105524095.7,666.1,0.002670535,-0.000269199,,0.00015944,0.69,568.4104676,8/13/2008,1,0.002670535,-0.000269199,69,,1.594397378,18.47444988,26.70534726,-2.691988481,0.267053473,-0.026919885,5.684104676,-0.000269199,0,4710024000,1
AAXJ,20180331,1.041818117,0.679699747,4.468594153,3/31/2018,20181,Asia ex Japan,4984754762,72603581.84,665.1428571,0.003338519,0.000163869,0.019417,0.000274479,0.69,367.2696239,8/13/2008,1,0.003338519,0.000163869,69,194.17,2.744785346,18.10052482,33.38518996,1.638694834,0.3338519,0.016386948,3.672696239,0.000163869,0,4994393973,0.998069994
AAXJ,20180630,1.022054989,0.707477962,4.479251099,6/30/2018,20182,Asia ex Japan,4631026667,81213547.05,820.7619048,0.00274892,-0.000388975,0.006825762,0.000278189,0.69,440.2192255,8/13/2008,1,0.00274892,-0.000388975,69,68.25761905,2.78189293,18.21259263,27.48919617,-3.88974673,0.274891962,-0.038897467,4.402192255,-0.000388975,0,4649578991,0.996009892
AAXJ,20180930,0.974860896,0.651698652,4.479251099,9/30/2018,20183,Asia ex Japan,3978119158,96513750.76,823.6842105,0.002416436,-0.00012983,0.000329895,0.00025618,0.69,599.361595,8/13/2008,1,0.002416436,-0.00012983,69,3.298947368,2.561801343,18.38519605,24.16435861,-1.298299085,0.241643586,-0.012982991,5.99361595,-0.00012983,0,3995437945,0.995665359
AAXJ,20181231,0.987731492,0.620858379,4.305120228,12/31/2018,20184,Asia ex Japan,3994119684,128387778.6,859.2105263,0.0039793,-0.000568396,0.000505789,0.000457585,0.69,813.9544801,8/13/2008,1,0.0039793,-0.000568396,69,5.057894737,4.575850023,18.67056576,39.79299814,-5.683961482,0.397929981,-0.056839615,8.139544801,-0.000568396,0,4010153807,0.996001619
AAXJ,20190331,0.965914705,0.687743303,6.391075536,3/31/2019,20191,Asia ex Japan,4487633238,84221364.16,831.3809524,0.002554077,-6.51463E-05,,0.000245338,0.69,474.0877038,8/13/2008,1,0.002554077,-6.51463E-05,69,,2.453381984,18.24895918,25.54076681,-0.651462892,0.255407668,-0.006514629,4.740877038,-6.51463E-05,0,4504961680,0.996153476
AAXJ,20190630,0.938085394,0.548002158,2.966320806,6/30/2019,20192,Asia ex Japan,4016200747,74192542.67,873.9,0.002595646,-9.27318E-05,0.00030375,0.000390308,0.69,463.9395963,8/13/2008,1,0.002595646,-9.27318E-05,69,3.0375,3.903079798,18.1221742,25.9564627,-0.927317836,0.259564627,-0.009273178,4.639395963,-9.27318E-05,0,4033010408,0.995831982
AAXJ,20190930,0.950411566,0.660175425,5.150444427,9/30/2019,20193,Asia ex Japan,3695832198,89974829.06,904.2,0.001994351,-8.0078E-05,0.00016405,0.000319036,0.69,615.6220911,8/13/2008,1,0.001994351,-8.0078E-05,69,1.6405,3.190363379,18.31504051,19.94351385,-0.800779707,0.199435138,-0.008007797,6.156220911,-8.0078E-05,0,3712473456,0.995517474
AAXJ,20191231,0.951197183,0.566597541,2.966758731,12/31/2019,20194,Asia ex Japan,4026865289,66675637.36,1130.571429,0.002654493,-0.000140665,0.000161875,0.000390011,0.687142857,418.2352631,8/13/2008,1,0.002654493,-0.000140665,68.71428571,1.61875,3.900108448,18.01535019,26.54493159,-1.406652087,0.265449316,-0.014066521,4.182352631,-0.000140665,0,4044537857,0.99563051
AAXJ,20200331,0.949890113,0.550294935,2.697142194,3/31/2020,20201,Asia ex Japan,3186207025,144371702.9,1147.090909,0.00964608,-0.001564583,0.001013227,0.00218761,0.68,1099.426027,8/13/2008,1,0.00964608,-0.001564583,68,10.13227273,21.87610125,18.7879018,96.46079686,-15.64583272,0.964607969,-0.156458327,10.99426027,-0.001564583,0,3201396160,0.995255465
AAXJ,,,,,6/30/2020,20202,Asia ex Japan,3767746866,113042263.7,1126.681818,0.004280035,-0.000107643,0.000851286,0.000704862,0.68,743.7351947,8/13/2008,1,0.004280035,-0.000107643,68,8.512857143,7.048618535,18.54327232,42.8003528,-1.07643027,0.428003528,-0.010764303,7.437351947,-0.000107643,0,3784789374,0.995497105
AAXJ,,,,,9/30/2020,20203,Asia ex Japan,4414560696,89264532.72,1123.2,0.003344482,-8.21722E-05,0.0001807,0.000670052,0.68,509.762592,8/13/2008,1,0.003344482,-8.21722E-05,68,1.807,6.700518717,18.3071148,33.44481558,-0.821722453,0.334448156,-0.008217225,5.09762592,-8.21722E-05,0,4433646269,0.995695287
AAXJ,,,,,12/31/2020,20204,Asia ex Japan,5572700232,102281613.6,1136.954545,0.002730939,-2.63054E-05,0.000486591,0.000628415,0.68,462.6742567,8/13/2008,1,0.002730939,-2.63054E-05,68,4.865909091,6.284147008,18.44324048,27.30939371,-0.263054202,0.273093937,-0.002630542,4.626742567,-2.63054E-05,0,5594370648,0.996126389
ACWI,20160331,0.958469972,0.805975026,4.178643864,3/31/2016,20161,All World,5409570476,101562845.6,1301,0.003351696,0.001006543,0.017951143,0.000181649,0.33,472.6782969,3/26/2008,1,0.00319683,0.000378217,33,179.5114286,1.816489833,18.43618833,33.51696487,10.06542895,0.335169649,0.10065429,4.726782969,0.001006543,0,10867635976,0.497768833
ACWI,20160630,0.954963666,0.773487591,4.135298803,6/30/2016,20162,All World,5505837818,113372182.9,1313.409091,0.005159663,-3.09321E-06,0.000174548,0.000177324,0.33,523.9312613,3/26/2008,1,0.003895585,9.32224E-06,33,1.745482314,1.773242956,18.54618662,51.59663212,-0.030932052,0.515966321,-0.000309321,5.239312613,-3.09321E-06,0,11039204043,0.498753153
ACWI,20160930,0.971496242,0.744738452,4.135298803,9/30/2016,20163,All World,5464569524,114690745.5,1303.380952,0.004459688,0.000519847,0.000168034,0.00017027,0.33,526.5574041,3/26/2008,1,0.003353413,5.28555E-05,33,1.680344854,1.702702616,18.55774989,44.59688168,5.198471728,0.445968817,0.051984717,5.265574041,0.000519847,0,11570023601,0.472304095
ACWI,20161231,1.097119099,1.814203862,25.92460699,12/31/2016,20164,All World,5708541905,149524480.4,1324.285714,0.003025686,-0.000631599,0.000167371,0.000160017,0.33,643.2820061,3/26/2008,1,0.003018298,-0.000416775,33,1.673708324,1.600171427,18.82297069,30.25686276,-6.315989229,0.302568628,-0.063159892,6.432820061,-0.000631599,0,12002873346,0.475597946
ACWI,20170331,1.120369762,1.808603706,25.92460699,3/31/2017,20171,All World,6487153739,130119719.5,1322.391304,0.00247257,0.000227092,0.000285994,0.000172388,0.33,505.1496644,3/26/2008,1,0.002441992,8.82971E-05,33,2.859935541,1.723880035,18.6839655,24.7256978,2.270919018,0.247256978,0.02270919,5.051496644,0.000227092,0,13337562030,0.486382273
ACWI,20170630,1.125624496,1.827621007,25.90005323,6/30/2017,20172,All World,6853583818,138804431.3,1379.409091,0.003632667,-0.000148188,,0.00015842,0.32,510.4405229,3/26/2008,1,0.00268395,-8.42908E-05,32,,1.584198654,18.74857653,36.32666664,-1.481875306,0.363266666,-0.014818753,5.104405229,-0.000148188,0,15285976940,0.448357592
ACWI,20170930,1.06990957,0.982597642,10.32112664,9/30/2017,20173,All World,7716443500,118956688.8,1378.7,0.001714672,-0.000150904,,0.000153801,0.32,387.7806619,3/26/2008,1,0.002033517,-0.000204574,32,,1.538010841,18.59427003,17.14672392,-1.509039879,0.171467239,-0.015090399,3.877806619,-0.000150904,0,16813290879,0.458949028
ACWI,20171231,1.232371858,1.785961994,25.90005323,12/31/2017,20174,All World,8700056526,184471995.9,1398.578947,0.00280815,-0.000248602,,0.000139353,0.32,537.5015779,3/26/2008,1,0.002670535,-0.000269199,32,,1.393532388,19.03300823,28.08149908,-2.486023404,0.280814991,-0.024860234,5.375015779,-0.000248602,0,18979798032,0.458385095
ACWI,20180331,1.055678958,0.849517208,7.864023363,3/31/2018,20181,All World,8527428476,169903807.7,1390.952381,0.004341639,0.000533853,0.000526476,0.000144553,0.32,504.1865773,3/26/2008,1,0.003338519,0.000163869,32,5.264761905,1.445533639,18.950743,43.4163947,5.338527033,0.434163947,0.05338527,5.041865773,0.000533853,0,20419405890,0.417613937
ACWI,20180630,1.132154849,1.57158777,25.90005323,6/30/2018,20182,All World,8662302476,171019730.1,1456,0.003191266,-0.000712089,0.000196905,0.000137568,0.32,498.7379643,3/26/2008,1,0.00274892,-0.000388975,32,1.969047619,1.375680096,18.95728949,31.91266362,-7.12089236,0.319126636,-0.071208924,4.987379643,-0.000712089,0,20837770210,0.415701987
ACWI,20180930,1.131358878,1.551551845,25.90005323,9/30/2018,20183,All World,8857961778,141453441.7,1421.666667,0.001780201,0.000191748,0.000178167,0.000135889,0.32,402.2423671,3/26/2008,1,0.002416436,-0.00012983,32,1.781666667,1.358885045,18.76748119,17.80201327,1.917476172,0.178020133,0.019174762,4.022423671,0.000191748,0,21128240313,0.419247493
ACWI,20181231,1.171137648,1.46442638,25.92799654,12/31/2018,20184,All World,9821036421,599699100.5,1446.315789,0.004554971,-0.00079883,0.000209842,0.000168108,0.32,1531.841815,3/26/2008,1,0.0039793,-0.000568396,32,2.098421053,1.681080389,20.21193859,45.54970687,-7.988298715,0.455497069,-0.079882987,15.31841815,-0.00079883,0,21678529201,0.453030569
ACWI,20190331,1.091874119,0.744208404,4.57875236,3/31/2019,20191,All World,10066190401,227131992.6,1413.904762,0.002334289,0.000123152,,0.000166597,0.32,568.7689213,3/26/2008,1,0.002554077,-6.51463E-05,32,,1.665966458,19.24104187,23.34288504,1.231524283,0.23342885,0.012315243,5.687689213,0.000123152,0,22832960194,0.440862259
ACWI,20190630,1.160701711,1.450328694,25.92799654,6/30/2019,20192,All World,10559917743,215548855.3,1463.35,0.003446661,-0.000177934,0.00018065,0.000172074,0.32,515.8079594,3/26/2008,1,0.002595646,-9.27318E-05,32,1.8065,1.72074339,19.18869815,34.46661389,-1.77934094,0.344666139,-0.017793409,5.158079594,-0.000177934,0,22842681016,0.462288894
ACWI,20190930,1.24126615,1.800815306,25.92799654,9/30/2019,20193,All World,10729627296,166051721.4,1475.6,0.001350127,0.00011732,0.00014295,0.000169,0.32,390.4895122,3/26/2008,1,0.001994351,-8.0078E-05,32,1.4295,1.690002718,18.92780987,13.50127246,1.173201061,0.135012725,0.011732011,3.904895122,0.00011732,0,22705457607,0.472557192
ACWI,20191231,1.153328572,1.437852967,25.92799654,12/31/2019,20194,All World,11110084951,163427433.4,2333.190476,0.002927426,-0.000172897,0.000135875,0.000182203,0.32,371.3475865,3/26/2008,1,0.002654493,-0.000140665,32,1.35875,1.822029527,18.91187962,29.27426297,-1.728972542,0.29274263,-0.017289725,3.713475865,-0.000172897,0,24440076955,0.454584696
ACWI,20200331,1.220684073,1.533078366,25.92799654,3/31/2020,20201,All World,9052888825,510110168.6,2372.772727,0.009680851,-0.001459482,0.000817273,0.002434126,0.32,1389.778157,3/26/2008,1,0.00964608,-0.001564583,32,8.172727273,24.34126473,20.05013728,96.80851174,-14.59481813,0.968085117,-0.145948181,13.89778157,-0.001459482,0,20357562026,0.444694154
ACWI,,,,,6/30/2020,20202,All World,11478381510,214323616.1,2336.818182,0.004645763,-0.000232443,0.000203238,0.000379246,0.32,469.3023685,3/26/2008,1,0.004280035,-0.000107643,32,2.032380952,3.792456082,19.18299766,46.45763208,-2.324429895,0.464576321,-0.023244299,4.693023685,-0.000232443,0,24662419984,0.465419919
