ticker,quarter,logret_q,logret_q_lag,yearmonth,inception,lend_byAUM_bps,index_id,mer_bps,spread_bps_crsp,log_volume,tr_error_bps,perf_drag_bps,turnover_frac,d_UIT,mkt_share,marketing_fee_bps,aum,cum_mktg_expense
FLAX,20194,0.11192904,-0.053752417,201912,6/02/2018,0.02880376,Asia ex Japan,19,25.63577796,10.6347209,26.54493159,-1.406652087,0.598838746,0,0.00436949,25,17672567.61,11.33720416
FLAX,20201,-0.213433182,0.11192904,20203,6/02/2018,0.02880376,Asia ex Japan,19,154.8043518,12.52836572,96.46079686,-15.64583272,4.667548554,0,0.004744535,25,15189135.14,11.30915032
FLAX,20202,0.161304102,-0.213433182,20206,6/02/2018,0.02880376,Asia ex Japan,19,27.00181852,10.35305715,42.8003528,-1.07643027,0.463971429,0,0.004502895,25,17042507.97,11.53409303
FLAX,20203,0.109146869,0.161304102,20209,6/02/2018,0.02880376,Asia ex Japan,19,25.2414297,9.835440775,33.44481558,-0.821722453,0.246192291,0,0.004304713,25,19085573.64,11.74728781
FLAX,20204,0.159681985,0.109146869,202012,6/02/2018,0.02880376,Asia ex Japan,19,16.47850612,10.74668456,27.30939371,-0.263054202,0.542085892,0,0.003873611,25,21670415.59,11.96518336
FLBR,20174,0.073825953,0.159681985,201712,3/11/2017,0,Brazil,19,22.91738799,11.30341808,26.70534726,-2.691988481,4.222210461,0,0.000666731,0,4856501,0
FLBR,20181,0.11171691,0.073825953,20183,3/11/2017,0,Brazil,19,27.25124205,12.24878393,33.38518996,1.638694834,1.171254939,0,0.005058327,0,45073973.33,0
FLBR,20182,-0.328872734,0.11171691,20186,3/11/2017,0,Brazil,19,25.40468585,11.97057713,27.48919617,-3.88974673,1.237653217,0,0.004414625,25,30266479.05,10.81067319
FLBR,20183,0.055705656,-0.328872734,20189,3/11/2017,0,Brazil,19,32.7787405,13.55707408,24.16435861,-1.298299085,5.009919167,0,0.002755865,25,15274526.67,10.45248243
FLBR,20184,0.139583413,0.055705656,201812,3/11/2017,0,Brazil,19,43.50218458,11.3827782,39.79299814,-5.683961482,1.163089952,0,0.002514683,25,19016968.42,10.91687064
FLBR,20191,0.071897024,0.139583413,20193,3/11/2017,0,Brazil,19,22.51891834,11.38678338,25.54076681,-0.651462892,1.071497998,0,0.002386127,25,21005471.71,11.20922101
FLBR,20192,0.084664533,0.071897024,20196,3/11/2017,0,Brazil,19,20.5258572,11.08991437,25.9564627,-0.927317836,0.770193672,0,0.002467047,25,21364827.55,11.38948017
FLBR,20193,-0.043657035,0.084664533,20199,3/11/2017,0,Brazil,19,22.63163685,12.79654204,19.94351385,-0.800779707,4.11309642,0,0.002286095,25,19316371.43,11.43046217
FLBR,20194,0.205892226,-0.000198762,201912,3/11/2017,0,Brazil,19,19.80436541,14.89230151,26.54493159,-1.406652087,3.795948477,0,0.00987101,25,101329999.5,13.21203109
FLBR,20201,-0.704675457,0.205892226,20203,3/11/2017,0,Brazil,19,93.77585353,11.65312796,96.46079686,-15.64583272,0.233066373,0,0.018839553,25,122585867.9,13.51174666
FLBR,20202,0.225686469,-0.704675457,20206,3/11/2017,0,Brazil,19,41.57951358,12.21557972,42.8003528,-1.07643027,0.379266555,0,0.023909248,25,131492408.5,13.68039499
FLBR,20203,-0.043360599,0.225686469,20209,3/11/2017,0,Brazil,19,33.53747869,11.28056573,33.44481558,-0.821722453,0.21631879,0,0.017869847,25,95955441.51,13.45594322
FLBR,20204,0.29909656,-0.043360599,202012,3/11/2017,0,Brazil,19,33.14413281,12.03699016,27.30939371,-0.263054202,0.362107439,0,0.018092017,25,117612390.8,13.74253357
FLFR,20174,0.002604162,0.111582011,201712,2/11/2017,0,France,9,18.15016185,7.192577999,26.70534726,-2.691988481,0.133122584,0,0.003555401,0,2511479.474,0
FLFR,20181,0.00925659,0.002604162,20183,2/11/2017,0,France,9,21.02616512,6.473629807,33.38518996,1.638694834,0.064080675,0,0.003238797,0,2552272.857,0
FLFR,20182,-0.007054272,0.00925659,20186,2/11/2017,0,France,9,19.96534244,7.624281075,27.48919617,-3.88974673,0.203264133,0,0.002851603,25,2545945.238,8.339528485
FLFR,20183,0.02997148,-0.007054272,20189,2/11/2017,0,France,9,19.79400531,9.01044472,24.16435861,-1.298299085,0.82050845,0,0.002840847,25,2519281.579,8.653431941
FLFR,20184,-0.161966902,0.02997148,201812,2/11/2017,0,France,9,12.40983914,9.897439171,39.79299814,-5.683961482,2.092153983,0,0.003877708,25,2177166.842,8.752064677
FLFR,20192,0.066493632,0.105499588,20196,2/11/2017,0,France,9,12.33500863,7.829551752,25.9564627,-0.927317836,0.17290502,0,0.004299379,25,3695012.074,9.636426245
FLFR,20193,-0.015401906,0.066493632,20199,2/11/2017,0,France,9,12.83844126,8.04271224,19.94351385,-0.800779707,0.211064425,0,0.003020832,25,3725388.717,9.786161494
FLFR,20194,0.082848231,-0.015401906,201912,2/11/2017,0,France,9,13.55805917,9.079043182,26.54493159,-1.406652087,0.560824254,0,0.004427882,25,3931983.14,9.964105953
FLFR,20201,-0.33586407,0.082848231,20203,2/11/2017,0,France,9,35.57449599,11.98269546,96.46079686,-15.64583272,1.580081815,0,0.013809008,25,8957160.232,10.89654233
FLFR,20202,0.170391284,-0.33586407,20206,2/11/2017,0,France,9,13.04815999,10.48322598,42.8003528,-1.07643027,1.328653019,0,0.009798605,25,6764962.841,10.71425412
FLFR,20203,0.023347159,0.170391284,20209,2/11/2017,0,France,9,12.08418498,10.37280297,33.44481558,-0.821722453,1.225957503,0,0.007719857,25,6556188.393,10.77342938
FLFR,20204,0.173888169,0.023347159,202012,2/11/2017,0,France,9,12.01775342,9.863405764,27.30939371,-0.263054202,0.71342209,0,0.007547285,25,6802058.279,10.89324812
FLGB,20174,0.0447546,0.101454974,201712,2/11/2017,0.36870452,UK,9,40.72777286,7.532068867,26.70534726,-2.691988481,0.187950169,0,0.001000942,0,2536281,0
FLGB,20181,-0.029348137,0.0447546,20183,2/11/2017,0.36870452,UK,9,18.70108393,10.52531904,33.38518996,1.638694834,3.74177378,0,0.001200669,0,2520210.952,0
FLGB,20182,0.02792735,-0.029348137,20186,2/11/2017,0.36870452,UK,9,17.03799954,11.34291635,27.48919617,-3.88974673,2.49175323,0,0.00271833,25,5551592.381,9.118981955
FLGB,20183,-0.023682075,0.02792735,20189,2/11/2017,0.36870452,UK,9,17.78309975,9.343393724,24.16435861,-1.298299085,0.212154061,0,0.006917734,25,13583012.37,10.33813592
FLGB,20184,-0.132068856,-0.023682075,201812,2/11/2017,0.36870452,UK,9,23.97545261,13.81000109,39.79299814,-5.683961482,8.863080139,0,0.009904502,25,17500596.32,10.83613674
FLGB,20191,0.119547571,-0.132068856,20193,2/11/2017,0.36870452,UK,9,19.41045957,13.12834115,25.54076681,-0.651462892,5.042082467,0,0.011508274,25,25905838.86,11.42085127
FLGB,20192,0.007780091,0.119547571,20196,2/11/2017,0.36870452,UK,9,18.16781889,11.85601131,25.9564627,-0.927317836,1.250627812,0,0.012769192,25,28472960.37,11.67834047
FLGB,20193,-0.020973558,0.007780091,20199,2/11/2017,0.36870452,UK,9,19.14769361,12.89354575,19.94351385,-0.800779707,3.817184784,0,0.012081339,25,25287477.6,11.70125167
FLGB,20194,0.102268912,-0.020973558,201912,2/11/2017,0.36870452,UK,9,16.31046235,13.24219587,26.54493159,-1.406652087,4.675347383,0,0.012056229,25,30518536.7,12.0132553
FLGB,20201,-0.357548294,0.102268912,20203,2/11/2017,0.36870452,UK,9,89.00514113,14.0908377,96.46079686,-15.64583272,3.620823985,0,0.047181875,25,94235295.44,13.24986712
FLGB,20202,0.102421897,-0.357548294,20206,2/11/2017,0.36870452,UK,9,27.98703878,12.590294,42.8003528,-1.07643027,0.911772804,0,0.037119167,25,80786864.42,13.19429137
FLGB,20203,-0.004147232,0.102421897,20209,2/11/2017,0.36870452,UK,9,27.76417817,11.790893,33.44481558,-0.821722453,0.421116607,0,0.035670516,25,79104788.31,13.26377418
FLGB,20204,0.160930502,-0.004147232,202012,2/11/2017,0.36870452,UK,9,22.13567156,14.33055266,27.30939371,-0.263054202,3.793578225,0,0.039683333,25,115903865.3,13.72876647
FLHK,20174,0.04109551,0.057987884,201712,2/11/2017,0,Hong Kong,9,24.90189091,11.76691359,26.70534726,-2.691988481,1.788878662,0,0.003822465,0,7748516.842,0
FLHK,20181,0.002074885,0.04109551,20183,2/11/2017,0,Hong Kong,9,34.25636064,9.29299209,33.38518996,1.638694834,0.34324745,0,0.003212984,0,8028738.571,0
FLHK,20183,-0.015465094,-0.027833791,20189,2/11/2017,0,Hong Kong,9,25.64824843,6.889088873,24.16435861,-1.298299085,0.02281628,0,0.004236834,25,11016348.16,10.12870391
FLHK,20184,-0.066674508,-0.015465094,201812,2/11/2017,0,Hong Kong,9,26.21968945,8.864560128,39.79299814,-5.683961482,0.101625281,0,0.007555884,25,17594557.89,10.84149133
FLHK,20191,0.149792608,-0.066674508,20193,2/11/2017,0,Hong Kong,9,24.30362155,10.38460149,25.54076681,-0.651462892,0.413805601,0,0.006338644,25,19764025.69,11.1502497
FLHK,20192,0.005391849,0.149792608,20196,2/11/2017,0,Hong Kong,9,27.08486212,9.086445417,25.9564627,-0.927317836,0.114784108,0,0.008396282,25,19392079.12,11.29425425
FLHK,20193,-0.121879501,0.005391849,20199,2/11/2017,0,Hong Kong,9,19.62225591,10.0091581,19.94351385,-0.800779707,0.307421211,0,0.011486278,25,18168614.94,11.37064125
FLHK,20194,0.081906415,-0.121879501,201912,2/11/2017,0,Hong Kong,9,26.69013657,10.4977019,26.54493159,-1.406652087,0.49104683,0,0.010643886,25,18489836.58,11.51214619
FLHK,20201,-0.208213028,0.081906415,20203,2/11/2017,0,Hong Kong,9,54.56129412,10.68211132,96.46079686,-15.64583272,0.689420542,0,0.01031613,25,15980686.26,11.47546183
FLHK,20202,0.103188695,-0.208213028,20206,2/11/2017,0,Hong Kong,9,23.89994976,9.92402392,42.8003528,-1.07643027,0.307582836,0,0.013729299,25,16792799.79,11.62343429
FLHK,20203,0.022206035,0.103188695,20209,2/11/2017,0,Hong Kong,9,20.59402663,9.339251461,33.44481558,-0.821722453,0.16081722,0,0.014670466,25,17638415.55,11.76308605
FLHK,20204,0.147713876,0.022206035,202012,2/11/2017,0,Hong Kong,9,23.40109794,10.23528888,27.30939371,-0.263054202,0.455985798,0,0.010614098,25,15343532.45,11.70670657
FLKR,20174,0.055156061,0.147713876,201712,2/11/2017,0,Korea,9,24.59552275,11.27592742,26.70534726,-2.691988481,7.539317513,0,0.000630734,0,2567682,0
FLKR,20182,-0.11616961,0.003128636,20186,2/11/2017,0,Korea,9,37.31898659,11.5141387,27.48919617,-3.88974673,1.019260679,0,0.006138467,25,24693442.86,10.61134995
FLKR,20183,0.004154133,-0.11616961,20189,2/11/2017,0,Korea,9,41.34726075,11.44728376,24.16435861,-1.298299085,1.020197881,0,0.005988591,25,23176984.21,10.87246233
FLKR,20184,-0.13072884,0.004154133,201812,2/11/2017,0,Korea,9,58.87817693,12.09966999,39.79299814,-5.683961482,2.442981926,0,0.004645502,25,18596515.26,10.89687484
FLKR,20191,0.032756552,-0.13072884,20193,2/11/2017,0,Korea,9,40.20509792,12.46122743,25.54076681,-0.651462892,3.580705798,0,0.00355767,25,17651737.57,11.03722224
FLKR,20192,-0.021588875,0.032756552,20196,2/11/2017,0,Korea,9,39.74180691,11.03451597,25.9564627,-0.927317836,0.984409419,0,0.003650776,25,16080582.35,11.1070046
FLKR,20193,-0.046961384,-0.021588875,20199,2/11/2017,0,Korea,9,39.81359272,10.6222941,19.94351385,-0.800779707,0.756649656,0,0.003352897,25,13657205.07,11.08521663
FLKR,20194,0.120581846,-0.046961384,201912,2/11/2017,0,Korea,9,35.88659289,11.2630119,26.54493159,-1.406652087,1.337810731,0,0.003283247,25,14491263.22,11.26847368
FLKR,20201,-0.270179428,0.120581846,20203,2/11/2017,0,Korea,9,59.40431376,12.41920847,96.46079686,-15.64583272,5.40737914,0,0.003093828,25,11699356.88,11.16361862
FLKR,20202,0.200855904,-0.270179428,20206,2/11/2017,0,Korea,9,41.80512736,11.70313748,42.8003528,-1.07643027,1.896014946,0,0.003707177,25,16161800.33,11.58513488
FLKR,20203,0.13478683,0.200855904,20209,2/11/2017,0,Korea,9,33.11317302,12.00421305,33.44481558,-0.821722453,1.944838673,0,0.004288233,25,21223414.97,11.94811056
FLKR,20204,0.289770507,0.13478683,202012,2/11/2017,0,Korea,9,25.99177121,13.59257223,27.30939371,-0.263054202,5.718605676,0,0.005123412,25,35426765.84,12.54347548
FLMX,20174,-0.009247275,0.186429972,201712,3/11/2017,0,Mexico,19,22.67172603,11.54058816,62.05641002,-2.183845089,10.48057011,0,0.002324963,0,2471751.111,0
FLMX,20181,0.032133038,-0.009247275,20183,3/11/2017,0,Mexico,19,21.66141011,7.44881091,77.7277518,10.07293712,0.173738723,0,0.002601916,0,2516457.143,0
FLMX,20182,-0.070668416,0.032133038,20186,3/11/2017,0,Mexico,19,20.85380913,9.443419631,96.66149425,-10.67819285,0.940034431,0,0.003490997,25,3388519.286,8.621185509
FLMX,20183,0.099035008,-0.070668416,20189,3/11/2017,0,Mexico,19,21.3081341,12.10926547,68.11424911,-3.366796789,9.722435662,0,0.003305892,25,3831117.632,9.069538729
FLMX,20184,-0.203953045,0.099035008,201812,3/11/2017,0,Mexico,19,39.26183657,11.5819834,63.08453339,-14.93692602,5.065910311,0,0.002934569,25,3080371.667,9.09668314
FLMX,20191,0.050410686,-0.203953045,20193,3/11/2017,0,Mexico,19,23.03826688,9.929386677,54.17092214,-3.047121512,1.180422784,0,0.004312277,25,4370531.382,9.639374218
FLMX,20193,-0.017623446,0.02244211,20199,3/11/2017,0,Mexico,19,42.6179015,10.54167179,39.89987122,-5.884953726,2.202485882,0,0.00610794,25,4365170.966,9.943203728
FLMX,20194,0.058885028,-0.017623446,201912,3/11/2017,0,Mexico,19,23.20301577,9.824884575,45.79914822,-8.856997787,1.020458332,0,0.004866056,25,4501402.914,10.09807701
FLMX,20204,0.273022692,0.038086721,202012,3/11/2017,0,Mexico,19,32.46045623,10.00215433,57.55675951,-1.949133595,1.048585968,0,0.004274656,25,5312565.81,10.64523684
FLSW,20181,-0.022530177,0.20750982,20183,6/02/2018,0,Switzerland,9,16.70993883,9.841111797,33.38518996,1.638694834,2.037085133,0,0.001987173,0,2333360.476,0
FLSW,20182,-0.02992953,-0.022530177,20186,6/02/2018,0,Switzerland,9,16.5632104,9.150309283,27.48919617,-3.88974673,1.063088236,0,0.002385581,25,2228189.5,7.695606254
FLSW,20183,0.059646175,-0.02992953,20189,6/02/2018,0,Switzerland,9,15.78053311,9.658814488,24.16435861,-1.298299085,1.696680668,0,0.002750503,25,2824328.421,8.426470089
FLSW,20184,-0.088299207,0.059646175,201812,6/02/2018,0,Switzerland,9,25.74114357,11.88131705,39.79299814,-5.683961482,17.07774077,0,0.002477026,25,2147515.263,8.481680999
FLSW,20191,0.113157128,-0.088299207,20193,6/02/2018,0,Switzerland,9,14.54346823,8.38824691,25.54076681,-0.651462892,0.47025852,0,0.00248732,25,2354603.156,8.816150621
FLSW,20192,0.083855997,0.113157128,20196,6/02/2018,0,Switzerland,9,14.06504011,11.29573948,25.9564627,-0.927317836,4.034366376,0,0.004716902,25,5035857.44,9.773237439
FLSW,20193,0.000385506,0.083855997,20199,6/02/2018,0,Switzerland,9,12.85163766,9.308461534,19.94351385,-0.800779707,0.361157883,0,0.007354902,25,7691954.917,10.36295014
FLSW,20194,0.077668755,0.000385506,201912,6/02/2018,0,Switzerland,9,18.02443708,10.87527261,26.54493159,-1.406652087,1.656966325,0,0.006709816,25,8109822.66,10.55828064
FLSW,20201,-0.131748717,0.077668755,20203,6/02/2018,0,Switzerland,9,134.4329489,12.75696482,96.46079686,-15.64583272,2.561426663,0,0.035240503,25,35246521.68,12.15092981
FLSW,20202,0.121547049,-0.131748717,20206,6/02/2018,0,Switzerland,9,23.11613028,12.26238049,42.8003528,-1.07643027,1.419348975,0,0.024288897,25,37680647.66,12.32752361
FLSW,20203,0.049930869,0.121547049,20209,6/02/2018,0,Switzerland,9,18.00355997,13.97217721,33.44481558,-0.821722453,5.639501257,0,0.010534669,25,18282472.63,11.70429823
FLSW,20204,0.085686815,0.049930869,202012,6/02/2018,0,Switzerland,9,16.20624221,12.23657187,27.30939371,-0.263054202,2.154217044,0,0.013965822,25,24371090.84,12.08263229
FLTW,20174,-0.01252953,0.021375821,201712,2/11/2017,0,Taiwan,19,17.79850205,10.37849322,26.70534726,-2.691988481,1.642415393,0,0.001337749,0,4954887.368,0
FLTW,20181,0.046197591,-0.01252953,20183,2/11/2017,0,Taiwan,19,16.78505804,9.135334001,33.38518996,1.638694834,0.446372713,0,0.001307082,0,5275393.333,0
FLTW,20184,-0.146562208,0.064325871,201812,2/11/2017,0,Taiwan,19,26.27762016,10.78514466,39.79299814,-5.683961482,0.88843067,0,0.004064353,25,13742131.76,10.59437359
FLTW,20191,0.082573201,-0.146562208,20193,2/11/2017,0,Taiwan,19,16.60200712,10.14918337,25.54076681,-0.651462892,0.442538415,0,0.004353514,25,14527462.41,10.84243229
FLTW,20192,0.011898792,0.082573201,20196,2/11/2017,0,Taiwan,19,13.12149476,9.243930337,25.9564627,-0.927317836,0.177688445,0,0.005010247,25,14632496.8,11.01263847
FLTW,20193,0.033084554,0.011898792,20199,2/11/2017,0,Taiwan,19,12.64084534,9.777797624,19.94351385,-0.800779707,0.286775873,0,0.005524032,25,15378476.01,11.20391656
FLTW,20194,0.143758858,0.033084554,201912,2/11/2017,0,Taiwan,19,14.77687835,9.962521209,26.54493159,-1.406652087,0.310827907,0,0.004801142,25,17148040.91,11.4368097
FLTW,20201,-0.22420912,0.143758858,20203,2/11/2017,0,Taiwan,19,38.53324825,12.27868967,96.46079686,-15.64583272,2.155919001,0,0.004663286,25,14596571.92,11.38486863
FLTW,20202,0.204415061,-0.22420912,20206,2/11/2017,0,Taiwan,19,17.6003438,11.65727659,42.8003528,-1.07643027,1.770005143,0,0.004457886,25,16682800.01,11.61686239
FLTW,20203,0.097343177,0.204415061,20209,2/11/2017,0,Taiwan,19,12.59525456,10.88453397,33.44481558,-0.821722453,0.724292178,0,0.004306648,25,18641364.79,11.81838943
FLTW,20204,0.18304148,0.097343177,202012,2/11/2017,0,Taiwan,19,9.602837426,11.55112738,27.30939371,-0.263054202,1.209905466,0,0.004041347,25,21553277.99,12.04653806
FLZA,20184,0.065015457,0.18304148,201812,10/10/2018,0,South Africa,19,42.8227658,9.332843271,39.79299814,-5.683961482,1.126181932,0,0.006172837,0,2562406.316,0
FLZA,20191,0.039632502,0.065015457,20193,10/10/2018,0,South Africa,19,31.23886661,9.416258276,25.54076681,-0.651462892,1.030781561,0,0.00512896,0,2659088.003,0
FLZA,20192,0.06053499,0.039632502,20196,10/10/2018,0,South Africa,19,29.65756511,7.95820569,25.9564627,-0.927317836,0.265559557,0,0.006520097,25,2724061.73,8.498630507
FLZA,20193,-0.131085407,0.06053499,20199,10/10/2018,0,South Africa,19,29.82756992,8.973225042,19.94351385,-0.800779707,0.779860245,0,0.006627589,25,2576906.606,8.743015721
FLZA,20194,0.179149763,-0.036326146,201912,10/10/2018,0,South Africa,19,31.68098415,8.496031245,26.54493159,-1.406652087,0.487125285,0,0.006663491,25,2626558.115,8.992505885
FLZA,20201,-0.567349663,0.179149763,20203,10/10/2018,0,South Africa,19,320.3764976,10.05916826,96.46079686,-15.64583272,3.56899505,0,0.006662674,25,1711280.336,8.74940761
FLZA,20202,0.250207323,-0.567349663,20206,10/10/2018,0,South Africa,19,26.07761686,9.582375992,42.8003528,-1.07643027,1.951852081,0,0.006336061,25,1867420.274,8.992962149
FLZA,20203,0.051362117,0.250207323,20209,10/10/2018,0,South Africa,19,28.66952439,8.482676382,33.44481558,-0.821722453,0.617954428,0,0.006023579,25,1950948.387,9.17320719
FLZA,20204,0.20773733,0.051362117,202012,10/10/2018,0,South Africa,19,22.70693248,9.538965982,27.30939371,-0.263054202,1.526024626,0,0.005658111,25,2319619.174,9.466360205
GII,20161,0.080114554,-0.010917602,20163,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,77.91017054,12.15727482,69.10841508,9.561927825,0.768105835,0,0.062365559,0,61940431.82,0
GII,20162,0.050275894,0.080114554,20166,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,45.06347141,13.67428768,68.00904743,-1.114982469,2.268151749,0,0.065697294,0,64480939.09,0
GII,20163,0.027426765,0.050275894,20169,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,31.71767904,12.70037805,56.34535231,7.716465345,0.965504312,0,0.076152284,0,85161313.81,0
GII,20164,-0.047090855,0.027426765,201612,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,45.66215814,13.7234707,54.77645322,-9.853348567,2.627614985,0,0.067409794,0,86263180,0
GII,20171,0.081887159,-0.047090855,20173,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,54.64941137,13.77759885,51.43966172,4.095700634,2.179503645,0,0.073283577,0,113130410.4,0
GII,20172,0.048786691,0.081887159,20176,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,38.2227827,13.73534721,42.4177583,0.209678603,1.554989938,0,0.082264201,0,150871215,0
GII,20173,0.030074518,0.048786691,20179,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,28.344119,13.82442872,29.35619212,-1.351897051,1.39026011,0,0.094579211,0,181481504.7,0
GII,20174,0.013595216,0.030074518,201712,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,15.69143527,13.704318,46.64832059,-3.264518754,1.253398408,0,0.078591563,0,179366323,0
GII,20181,-0.050480782,0.013595216,20183,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,14.62739232,13.47856553,49.83352294,4.910647941,0.843431477,0,0.078309086,0,212745275.2,0
GII,20182,0.016590426,-0.050480782,20186,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,14.639103,13.76118415,53.22651402,-10.29299528,1.090050926,0,0.076952372,0,218421900,0
GII,20183,-0.019636548,0.016590426,20189,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,10.93734706,13.89335978,28.76282928,3.750767792,1.097578197,0,0.085571565,0,250164373.3,0
GII,20184,-0.052488851,-0.019636548,201812,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,19.9357603,15.31882206,77.26328614,-11.17880963,3.935362384,0,0.098096659,0,277734465.8,0
GII,20191,0.130868866,-0.052488851,20193,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,14.32433002,13.67399925,28.7908324,-1.903638537,0.704238513,0,0.100147516,0,310425429.6,0
GII,20192,0.049349638,0.130868866,20196,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,13.94645419,13.64809669,38.84508381,-1.313998047,0.642967936,0,0.099155485,0,333035750.3,0
GII,20193,0.004975368,0.049349638,20199,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,13.02678435,13.88916754,21.53053103,0.616604999,0.680759172,0,0.109196808,0,396518157.2,0
GII,20194,0.048283534,0.004975368,201912,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,14.39384819,14.47402497,48.74511029,-0.2451673,1.196744985,0,0.107087005,0,411421387.5,0
GII,20201,-0.343473432,0.048283534,20203,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,40.0403069,15.02341404,125.6819701,-8.319314976,2.597357225,0,0.102601045,0,332244624.1,0
GII,20202,0.126235547,-0.343473432,20206,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,18.35337928,14.97868932,67.82420375,1.098569856,1.96777345,0,0.096252764,0,337827857.6,0
GII,20203,0.015644804,0.126235547,20209,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,14.21477256,13.67638763,48.92223597,0.143138105,0.634748303,0,0.099575543,0,346091419.4,0
GII,20204,0.13095319,0.015644804,202012,25/01/2007,1.260853382,S&P Global Infrastructure Index,40,13.91580689,14.3082036,37.68147165,-0.222499097,1.135983364,0,0.103753043,0,362165889.4,0
IEFA,20161,-0.023066499,0.037269355,20163,18/10/2012,2.154532398,EAFE,12,1.904688321,18.63702991,68.8161559,19.88013374,3.079046192,0,0.253360406,0,10186285909,0
IEFA,20162,-0.00525908,-0.023066499,20166,18/10/2012,2.154532398,EAFE,12,1.981335784,18.81614974,108.4802771,1.257424295,3.338121129,0,0.262970134,0,11322205545,0
IEFA,20163,0.060749312,-0.00525908,20169,18/10/2012,2.154532398,EAFE,12,1.823671008,18.65748476,94.91948021,7.823082934,2.578251281,0,0.254693606,0,12372575619,0
IEFA,20164,-0.016722084,0.060749312,201612,18/10/2012,2.154532398,EAFE,8,1.949882966,19.13397408,53.68335135,-13.80220487,3.584235836,0,0.272446827,0,14306073810,0
IEFA,20171,0.077471957,-0.016722084,20173,18/10/2012,2.154532398,EAFE,8,1.746177457,19.26173846,52.2929932,5.726760458,2.96127448,0,0.296777171,0,18967296522,0
IEFA,20172,0.065246517,0.077471957,20176,18/10/2012,2.154532398,EAFE,8,1.698027136,19.67250411,62.11167763,-1.033699287,3.082360952,0,0.332958863,0,27333597455,0
IEFA,20173,0.052466854,0.065246517,20179,18/10/2012,2.154532398,EAFE,8,1.655095419,19.55003068,31.75594775,-5.432513062,2.202401469,0,0.362676679,0,35225682737,0
IEFA,20174,0.040581474,0.052466854,201712,18/10/2012,2.154532398,EAFE,8,1.442326329,19.3985464,41.65941385,-5.267939219,1.621265855,0,0.381503209,0,41383806000,0
IEFA,20181,-0.003182544,0.040581474,20183,18/10/2012,2.154532398,EAFE,8,1.663528106,20.37668007,93.89032591,11.38417187,2.840414481,0,0.439080219,0,54991272857,0
IEFA,20182,-0.02097899,-0.003182544,20186,18/10/2012,2.154532398,EAFE,8,1.536350603,20.07869656,61.03714644,-13.77628479,2.271548267,0,0.449031853,0,58456460667,0
IEFA,20183,0.011141739,-0.02097899,20189,18/10/2012,2.154532398,EAFE,8,1.575178293,19.90532625,43.93366259,-2.110741778,1.9008549,0,0.455027167,0,58540899895,0
IEFA,20184,-0.139340596,0.011141739,201812,18/10/2012,2.154532398,EAFE,8,1.877761142,21.07690535,98.26859073,-14.43059731,6.633627205,0,0.446873555,0,52853344632,0
IEFA,20191,0.099763061,-0.139340596,20193,18/10/2012,2.154532398,EAFE,8,1.653153296,20.13264819,55.40692746,-2.029851037,2.374226497,0,0.454649835,0,58691277146,0
IEFA,20192,0.030162812,0.099763061,20196,18/10/2012,2.154532398,EAFE,8,1.723562313,19.943796,58.76187988,-2.193310962,1.790383199,0,0.475118536,0,64598756198,0
IEFA,20193,-0.005389088,0.030162812,20199,18/10/2012,2.154532398,EAFE,8,1.722773538,19.7218088,31.42971297,-0.936157813,1.425221398,0,0.47292852,0,64969755510,0
IEFA,20194,0.079440823,-0.005389088,201912,18/10/2012,2.154532398,EAFE,8,1.621283902,20.02112733,45.59000616,3.833227155,1.719854952,0,0.484405241,0,72664382883,0
IEFA,20201,-0.268252196,0.079440823,20203,18/10/2012,2.154532398,EAFE,8,5.956778683,21.11686437,236.524391,-29.74830049,6.363036277,0,0.487704812,0,60091261383,0
IEFA,20202,0.148227572,-0.268252196,20206,18/10/2012,2.154532398,EAFE,8,2.114903948,20.55731041,118.3777336,0.058134748,3.227930582,0,0.480066173,0,65724302392,0
IEFA,20203,0.053146021,0.148227572,20209,18/10/2012,2.154532398,EAFE,8,1.801443527,20.04562099,82.38222418,0.726866124,1.789713254,0,0.487750962,0,71654910120,0
IEFA,20204,0.145428675,0.053146021,202012,18/10/2012,2.154532398,EAFE,8,1.461168209,20.07138507,58.09310675,7.574263527,1.591466119,0,0.488748337,0,82472595228,0
