,mgrno,urgency
221,10047.0,0.9734497424311457
222,10069.0,
223,10070.0,
224,10074.0,0.28881017839821316
225,10122.0,0.08705737010567338
226,10134.0,2.891550674414018
227,10165.0,1.5971078736813098
228,10176.0,0.8862331228830794
229,10244.0,1.6806701303426932
230,10278.0,1.2015189952253975
231,10313.0,0.46212460090425317
232,10351.0,0.8896245238327178
233,10371.0,1.0968597674942608
234,10435.0,1.4567185870139583
235,10463.0,1.5990193368940644
236,10487.0,1.743149492721375
237,10533.0,2.010879942852583
238,10580.0,1.0001220671411706
239,10586.0,0.5389929533301816
240,10663.0,1.0616312262531018
241,10665.0,1.1091192143107231
242,10719.0,0.35057628728566337
243,10748.0,0.8793609690502672
244,10749.0,0.8659116129925063
245,10756.0,1.83289605217188
246,10812.0,0.09527479945192431
247,10814.0,0.3205700188393852
248,10835.0,0.9833534365298364
249,10855.0,
250,10868.0,1.4503071551944233
251,10943.0,1.4121254883159218
252,10950.0,1.2188835026091331
253,11220.0,1.1971460358075297
254,11269.0,0.8216321853214146
255,11290.0,2.278636843678733
256,11294.0,4.483395664432695
257,11302.0,2.1463619800063096
258,11318.0,
259,11334.0,0.7326954693133415
260,11348.0,0.7778980792508507
261,11354.0,1.4945694657102135
262,11393.0,1.2546271848782087
263,11404.0,0.8214692564056354
264,11415.0,0.24895172174629074
265,11438.0,1.5621200802445068
266,11445.0,0.4121797437949642
267,11452.0,0.6086479031736888
268,11461.0,0.6936311473977758
269,11490.0,
270,11521.0,0.9238633848029524
271,11545.0,0.3086313038826122
272,11572.0,0.7005673086817217
273,11608.0,1.2218615658398113
274,11650.0,0.446531171502474
275,11651.0,10.3282228342628
276,11658.0,1.0709661606986112
277,11674.0,0.009227220851436575
278,11711.0,0.24824278960330134
279,11739.0,1.533493688612479
280,11763.0,1.062937181925882
281,11772.0,0.39120019071488565
282,11806.0,0.5839397109806029
283,11810.0,1.2507253378558627
284,11922.0,0.966876519872419
285,11998.0,1.539510811733838
286,12017.0,2.170770012414662
287,12018.0,0.7555531189920818
288,12023.0,0.46590350633124084
289,12058.0,0.4028453795741242
290,12059.0,0.42377047438317567
291,12064.0,1.565705238628617
292,12084.0,0.3869932165928585
293,12086.0,0.9871954449782938
294,12087.0,2.3463774538349234
295,12091.0,0.5801637377941028
296,12094.0,1.2447097430816374
297,12188.0,0.7751036886906306
298,12232.0,0.7762386631452104
299,12281.0,0.8867093070586186
300,12283.0,1.8587633867338311
301,12305.0,1.1635925064078292
302,12336.0,1.3320613112204405
303,12369.0,1.2516467955319346
304,12379.0,0.602577396562181
305,12392.0,3.2739067511599402
306,12395.0,1.0711929853201172
307,12405.0,2.8189166898432965
308,12415.0,0.6832532801651818
309,12433.0,1.6113866385489324
310,12506.0,0.2975063009274839
311,12558.0,0.8921438426585955
312,12585.0,2.7453010422401998
313,12595.0,0.9026521214297724
314,12597.0,2.4698590801578755
315,12598.0,1.0447826656001726
316,12623.0,
317,12636.0,0.7863319120546272
318,12647.0,0.6585212321304783
319,12659.0,0.26307864326567704
320,12690.0,1.745023624238883
321,12699.0,0.9698634618349593
322,12710.0,1.6712397496219886
323,12749.0,0.5484091132248173
324,12773.0,0.8953118775110454
325,12789.0,
326,12808.0,1.8649062680347759
327,12864.0,0.6125126714639592
328,12870.0,1.136932435258318
329,12893.0,1.9404549315415756
330,12929.0,1.3503955537847774
331,12951.0,2.1033935716052055
332,12975.0,1.2826736880675829
333,12987.0,0.3530870252530858
334,12989.0,0.8895193260993061
335,13009.0,0.7829480778534004
336,13045.0,0.9461322357074493
337,13048.0,1.0706048515756128
338,13050.0,1.6224599677702034
339,13054.0,1.0629645662211054
340,13076.0,0.5467563270146801
341,13082.0,3.034379021652716
342,13138.0,1.8019481801621369
343,13140.0,1.1374854250166155
344,13160.0,0.9487096803106194
345,13164.0,1.9902947089503908
346,13170.0,0.3545280499507163
347,13177.0,0.5774395739218603
348,13183.0,0.4051759077938961
349,13193.0,0.4484959501410108
350,13210.0,0.7305937311763249
351,13248.0,0.31292546852629693
352,13249.0,0.7570830277908693
353,13261.0,
354,13275.0,
355,13282.0,2.0072618767833217
356,13283.0,0.7039652388425909
357,13290.0,0.6117132936452025
358,13317.0,1.0133541004213573
359,13321.0,1.1386980216853118
360,13327.0,1.6119592782515004
361,13332.0,0.9514476732621692
362,13333.0,0.18531739442633952
363,13348.0,1.1280522588006139
364,13358.0,1.0441497583799089
365,13363.0,0.44350335257169293
366,13374.0,1.1551217504992828
367,13387.0,1.2109144824196387
368,13419.0,0.4697785386070951
369,13429.0,0.27551478515996
370,13430.0,0.9775670558954769
371,13491.0,0.9040785821605132
372,13499.0,
373,13535.0,1.6602600351637822
374,13553.0,1.3946489764984245
375,13556.0,1.1372940876397122
376,13568.0,2.195554543032276
377,13572.0,1.175084120502091
378,13576.0,0.5274170405635303
379,13585.0,2.5668021667864265
380,13590.0,2.6307363389479153
381,13600.0,1.1522752572300141
382,13601.0,1.520092206465315
383,13624.0,0.7421099166127645
384,13627.0,0.741583774414812
385,13661.0,1.1079999746819593
386,13675.0,0.19742602935488215
387,13688.0,0.4185996174833767
388,13690.0,0.9461725117957108
389,13695.0,1.3321224661085982
390,13713.0,0.7933802754380108
391,13717.0,1.0373678674000977
392,13720.0,0.5395246234984253
393,13734.0,0.0646305807320539
394,13744.0,
395,13746.0,1.1043689005726343
396,13767.0,1.2696327148027942
397,13775.0,1.17267360775422
398,13794.0,1.033819506045615
399,13810.0,1.0858472953853637
400,13831.0,2.936744204037848
401,13833.0,0.28604368014594966
402,13846.0,1.43343570456027
403,13847.0,1.8289187809485405
404,13852.0,2.5549355200371804
405,13864.0,0.38076446931502483
406,13865.0,0.39795015492216484
407,13878.0,1.129023012125864
408,13890.0,0.7615082736285258
409,13939.0,1.3813151333548288
410,13941.0,2.3853716705989076
411,13968.0,1.143731480325286
412,13976.0,0.0014067715611261792
413,13977.0,1.018149783367205
414,14010.0,1.566460515393282
415,14031.0,0.4872477850875844
416,14072.0,1.1661816754863648
417,14086.0,0.8237657992065824
418,14091.0,1.3980405590026557
419,14101.0,1.171950119137784
420,14104.0,1.7818237312529035
421,14105.0,1.5743953113056355
422,14112.0,0.41538569949574733
423,14123.0,0.9359616824828507
424,14126.0,0.21931734403018624
425,14135.0,1.15732195106706
426,14139.0,2.040613132670103
427,14146.0,1.1431320033858847
428,14154.0,1.1051513592516313
429,14156.0,1.2716041990931786
430,14164.0,0.8280135463715098
431,14170.0,1.4609950099827769
432,14175.0,1.3414087909360857
433,14183.0,1.170394961863845
434,14185.0,2.615007417968487
435,14198.0,1.5609553238937262
436,14213.0,1.2502460074822312
437,14214.0,0.9776418576019192
438,14217.0,1.5642710365879129
439,14229.0,1.6341988319226946
440,14235.0,1.1889102062145873
441,14237.0,0.8079168868748772
442,14251.0,0.7080919115323872
443,14254.0,1.07683545341016
444,14272.0,1.2560765692496818
445,14289.0,0.3410660694698947
446,14313.0,0.3921781263972161
447,14318.0,1.173755621522564
448,14331.0,1.0274589086956833
449,14334.0,1.4156244697921365
450,14338.0,1.1211079816366638
451,14344.0,1.1252920796255579
452,14363.0,0.9176729436483478
453,14372.0,0.6648988536998655
454,14386.0,1.302542918220296
455,14416.0,0.7376182628094095
456,14428.0,1.483497245907808
457,14432.0,1.5667183288471969
458,14433.0,0.8627388848723412
459,14437.0,1.1346071460109315
460,14438.0,1.3746801440094045
461,14448.0,0.6263890439060459
462,14449.0,0.33892344255899054
463,14451.0,0.978257756157621
464,14470.0,0.08458186553825904
465,14474.0,1.4150114258197595
466,14482.0,0.9937160161974947
467,14488.0,1.3956048379564931
468,14506.0,
469,14507.0,0.8305460822808243
470,14528.0,1.0961727361674585
471,14529.0,1.5217695161596325
472,14552.0,0.7227305292599152
473,14574.0,1.1388210557667888
474,14580.0,0.18751212853983967
475,14589.0,0.6607632007336047
476,14594.0,0.9878552046105461
477,14610.0,1.8986958576564457
478,14616.0,1.4338860874929675
479,15350.0,1.4085292696132683
480,18180.0,0.074829174225915
481,18904.0,2.864895229120936
482,18906.0,0.566945641852817
483,18934.0,0.4439385056265853
484,19011.0,0.6938841585807695
485,19016.0,1.4446991444247461
486,19061.0,2.1009097436796935
487,19200.0,0.6864168169581919
488,19500.0,1.1215662313235395
489,21440.0,
490,21557.0,0.9757970477051476
491,21691.0,0.560457922888086
492,21704.0,2.386015751480171
493,21706.0,1.171494930844051
494,21712.0,2.553415486065359
495,21713.0,1.3718518977005683
496,21716.0,1.793069872951671
497,21719.0,1.4297517022979622
498,21722.0,0.8934150909751258
499,21731.0,0.7886253555651048
500,21739.0,1.2954397765762022
501,21770.0,1.956672380708876
502,21780.0,0.8661008596911068
503,21798.0,0.9210059158887095
504,21807.0,
505,21809.0,1.1584487762752333
506,21816.0,2.95246668016625
507,21825.0,1.990595237876306
508,21836.0,1.0323887227463722
509,21841.0,0.8518129156473767
510,21843.0,
511,21853.0,1.593856830075359
512,21865.0,0.6311387534630044
513,21925.0,1.6542496169376026
514,22230.0,0.44517530752936774
515,22231.0,1.7612340094018413
516,22233.0,1.2618853845121036
517,22557.0,2.7461045617827082
518,22558.0,1.157064399736117
519,22565.0,0.2387239205045115
520,22573.0,
521,22574.0,1.1520410950315896
522,22577.0,0.0751863330464215
523,22578.0,1.3939969216977852
524,22600.0,5.952978286733322
525,22601.0,0.18733456447642619
526,22603.0,0.9022354463622008
527,22605.0,1.9252648904089764
528,22609.0,2.0410808978049984
529,22614.0,0.9685073982487531
530,22635.0,0.6626909128574401
531,22647.0,0.9457087633114286
532,22649.0,0.5670380309182492
533,22652.0,1.3515144881233538
534,22664.0,1.1111784203544903
535,22685.0,0.017478074576866575
536,22691.0,0.3352360473003713
537,22722.0,0.866054963804133
538,22733.0,0.07370036177639004
539,22736.0,0.8390780307700458
540,22738.0,0.5047014793842566
541,22750.0,1.2991287209460938
542,22770.0,1.5836721638844318
543,22771.0,0.0917416364393235
544,22774.0,1.3981725479530318
545,22777.0,1.577195601378161
546,22798.0,1.5432047499869315
547,22820.0,0.9479083175175435
548,22839.0,0.094508406081406
549,22841.0,1.7446548195184992
550,22870.0,2.0450283104281515
551,22876.0,0.582056717930248
552,22877.0,0.1605708707056838
553,22878.0,1.0646527827475254
554,22879.0,2.376494706772126
555,22882.0,1.2567225660110806
556,22884.0,0.6851891111696183
557,22894.0,1.9886186557397088
558,22903.0,0.6292125160926371
559,22906.0,1.7198825995632636
560,23347.0,1.4301704650362927
561,23705.0,0.943123431824249
562,24150.0,1.1219044833491674
563,24650.0,0.8108449137563707
564,24725.0,0.6409365653398469
565,26040.0,0.5677376499219188
566,26041.0,1.1635845210980849
567,26069.0,1.1653797440584173
568,26074.0,1.2575116042854042
569,26082.0,1.112023339557702
570,26083.0,1.8318692286157086
571,26096.0,2.2125294343535153
572,26101.0,2.7871148664432095
573,26218.0,0.6662699847272816
574,26243.0,1.2820961730435976
575,26344.0,
576,26356.0,2.1631503660608784
577,26433.0,1.0667385346017493
578,26600.0,0.6098633564940117
579,26650.0,2.857416304932846
580,27700.0,0.49440005562273937
581,27925.0,1.6188604371361621
582,27953.0,1.5574881800487095
583,27980.0,0.9049463195664867
584,28050.0,1.0318153858231762
585,28078.0,0.49872662118554395
586,28089.0,1.4020224530382681
587,28091.0,1.0955929054750284
588,28193.0,1.0039084373819036
589,30160.0,1.3254125997426058
590,37250.0,1.508861435351114
591,37310.0,0.22718354065390312
592,39365.0,0.24758019468254397
593,39950.0,
594,41575.0,0.8099163095412376
595,42270.0,0.703815130201146
596,42368.0,1.454212666617584
597,42700.0,0.5945691693636674
598,42830.0,0.26311726414272646
599,42855.0,1.0042484984429851
600,43220.0,2.3707025695806356
601,44450.0,1.1752168282687625
602,44600.0,1.0975843160241205
603,44625.0,1.019717459331722
604,45340.0,0.3352477117530782
605,45495.0,0.7224221902546396
606,45515.0,1.0256596991260774
607,49240.0,0.942793471317151
608,49470.0,
609,50050.0,1.548828290065075
610,50093.0,0.610663070548464
611,51870.0,1.0040933857837822
612,52180.0,1.2798250758095975
613,52920.0,1.25676577608218
614,53000.0,0.8533224184315453
615,55180.0,0.4784912563405365
616,57570.0,1.5713574983232068
617,57986.0,0.09387116409259422
618,59400.0,
619,63050.0,0.6962012583340061
620,64530.0,0.727185324103538
621,64560.0,0.28026027482787264
622,64810.0,1.3142736450037273
623,65260.0,0.38078343848599033
624,65850.0,0.3499574343995434
625,66400.0,1.2710861339404034
626,67477.0,0.8852928180380449
627,67920.0,1.0580004221002917
628,67978.0,1.2189693202876357
629,67986.0,0.7846081648136993
630,69100.0,1.3183666553137336
631,70470.0,2.4614922477345056
632,70475.0,1.0969374029134542
633,70500.0,1.2199288762953273
634,72540.0,
635,72680.0,1.0801865616912876
636,72860.0,0.9095799204536146
637,73460.0,0.07110090738549996
638,74538.0,1.1107805520114007
639,74775.0,0.8632644549742337
640,75600.0,0.258147790995536
641,75680.0,0.11929862831051141
642,75800.0,0.8063817410337722
643,76325.0,0.5526675831412501
644,76650.0,0.8596827880862679
645,78240.0,0.30593304340334204
646,78450.0,1.0554408250125367
647,78990.0,1.1176919217689913
648,79350.0,0.013749541748005618
649,81860.0,0.7770507208362639
650,82350.0,0.06367915237893826
651,82355.0,1.2136011771019657
652,82630.0,1.0229827237899882
653,84205.0,0.44018029904733064
654,84250.0,0.2332977439894016
655,84380.0,0.5188174319454553
656,85620.0,1.754933764990242
657,91130.0,1.430366565769972
658,91495.0,1.6820040695692473
659,92130.0,1.1916683737215716
660,92200.0,1.1081224242723626
661,92750.0,0.2619259754418387
662,92920.0,1.5048622716958284
663,93698.0,0.34900478702061594
664,5720.0,1.3687400606208713
665,6011.0,0.5296987631999527
666,7839.0,
667,8905.0,1.1058394041319082
668,9214.0,0.41648647473769174
669,9257.0,2.6214956808885708
670,9279.0,1.6446206625817008
671,9305.0,2.2753180094311074
672,9314.0,7.871119560140412
673,9340.0,0.9370940992678157
674,9341.0,1.2621501432798345
675,9350.0,1.0311620915799429
676,10041.0,1.5047682803091875
677,10163.0,0.6930783555798399
678,10404.0,0.037029786807612014
679,10647.0,1.0557103057378063
680,11388.0,1.1048284215111621
681,11479.0,1.0787865264990286
682,11511.0,0.10341687263977264
683,11523.0,5.438934874390274
684,11642.0,1.758904104663871
685,11694.0,0.1627458824456365
686,11924.0,0.15842361321578186
687,11956.0,0.9933577116033891
688,12381.0,0.8397884707911273
689,12502.0,1.0895854766665
690,12515.0,0.9807708696587287
691,12631.0,0.6783329954571857
692,12683.0,3.336557948635159
693,12684.0,1.6275283969654193
694,13116.0,1.8119341131518318
695,13185.0,1.1635221062612555
696,13639.0,
697,13681.0,1.2115300093821533
698,13752.0,1.0598878644391132
699,13843.0,3.578175082881446
700,13877.0,1.4925816885901357
701,13963.0,1.3957443295198906
702,14058.0,0.11322857424633431
703,14205.0,1.1515088612812268
704,14219.0,0.48008198116093703
705,14295.0,0.7177554748791619
706,14447.0,0.9009325799715219
707,14461.0,
708,21693.0,0.4132446950105219
709,21720.0,3.7275422941830656
710,21790.0,2.139963903598168
711,21868.0,2.0346567893392558
712,22655.0,
713,22891.0,0.21582711782934505
714,23246.0,1.412857233452476
715,23314.0,1.5317917209146812
716,26232.0,
717,26350.0,1.5420915032147642
718,26378.0,
719,27977.0,0.9278565285922392
720,27987.0,1.9379380793592582
721,28306.0,0.4349701643869649
722,47833.0,0.643899949709241
723,67150.0,0.854207410692228
724,67839.0,0.8824286217990852
725,67990.0,0.8862974505748648
726,75106.0,0.5882371246855757
727,75138.0,
728,84650.0,0.9679195126762692
729,6093.0,0.06367282011436474
730,8737.0,1.4924230451161247
731,9159.0,1.153474858810761
732,9300.0,0.9151005701826389
733,9563.0,2.0459350443925977
734,9605.0,0.5858620090602449
735,10354.0,3.06304548881463
736,11189.0,1.4988415455968567
737,11222.0,0.622671865296276
738,11635.0,0.7416909195506536
739,11800.0,0.41395306551648814
740,12126.0,1.3027989861898825
741,12161.0,1.043084031631
742,12672.0,0.4595829139016308
743,12884.0,1.0366659567047456
744,13017.0,1.144122684844324
745,13344.0,1.33769400458727
746,13370.0,0.8664185146493982
747,13371.0,1.07620177364764
748,13699.0,1.3027918616504668
749,13778.0,0.8381940402607685
750,13822.0,0.7850659778807819
751,13856.0,0.9763287546628971
752,13978.0,0.9388057642885954
753,14107.0,2.1133406262292422
754,14131.0,
755,14140.0,0.6074567182156586
756,19052.0,1.4039627369644887
757,21736.0,0.2409775372702216
758,23348.0,1.0296546492035055
759,26036.0,
760,26278.0,1.4821837603058772
761,27957.0,0.8883094029570235
762,28035.0,1.1324951117695992
763,28324.0,1.3945521371680618
764,29440.0,1.1023385183788266
765,29700.0,0.3120843838802619
766,44610.0,0.9854521122301917
767,45240.0,1.009713065660886
768,49380.0,
769,91880.0,1.083924237287171
770,493.0,0.9083585660527241
771,5825.0,1.554470680594208
772,8740.0,1.3331527009122184
773,8936.0,1.4563085132617084
774,8999.0,3.8426570715976105
775,9032.0,0.07476919701700067
776,9321.0,1.3248941508299061
777,9430.0,0.2498049498339269
778,9438.0,
779,9458.0,1.5067760416759248
780,9463.0,0.8035607804228022
781,9492.0,1.3899081854061388
782,9577.0,
783,10003.0,
784,10423.0,0.8801726984955965
785,10583.0,0.6173531350708765
786,11363.0,0.46975816080009636
787,11787.0,1.0747046634036663
788,12807.0,2.8082821260070423
789,12834.0,1.6390317858704617
790,13000.0,0.915016345315946
791,13195.0,0.7994142933973499
792,13201.0,1.1183475940085326
793,13379.0,1.0550235697851778
794,13604.0,0.7153251378096542
795,13642.0,2.7850301569831912
796,13698.0,1.0266593653018172
797,13782.0,1.7644192083786907
798,13894.0,0.8474677600277483
799,13904.0,0.68671231433879
800,14122.0,1.5700677255577447
801,14143.0,1.187728935711196
802,14230.0,1.3538172721584931
803,14280.0,2.7013866629114553
804,14322.0,0.4560173070681747
805,14440.0,4.767031838987063
806,14505.0,3.68396218295003
807,19041.0,1.3154412173210537
808,19057.0,1.1087334659424652
809,19069.0,1.0813535017334115
810,19104.0,2.8303909204865585
811,19113.0,2.569824062552317
812,19128.0,1.4454552096753897
813,19140.0,2.707045625163798
814,21787.0,2.0502455680432927
815,21803.0,0.8850980265138784
816,21804.0,2.1977992000566324
817,21859.0,1.3319284550832153
818,22561.0,0.3845622129965448
819,22611.0,0.7721031468333842
820,23220.0,1.1365330759816097
821,23222.0,1.28325163631702
822,23244.0,3.401634527655145
823,23327.0,1.386760954434607
824,26075.0,2.6510531070282157
825,26091.0,0.5988999507197377
826,26098.0,1.6849044638304636
827,26187.0,0.3591612173090844
828,26210.0,2.6153109993884813
829,26239.0,
830,26250.0,3.3260725176254677
831,26252.0,1.045655884273036
832,26294.0,0.7789609968847793
833,26303.0,1.262726825620674
834,26305.0,1.1998664603831533
835,26313.0,1.1626047807134663
836,26352.0,1.8802635907129435
837,26355.0,0.8758997358619235
838,26370.0,2.494117045999961
839,26379.0,2.5534508066595842
840,26387.0,1.758964955976946
841,26390.0,2.83149316413317
842,26396.0,1.088429206921517
843,26401.0,1.2506400994954479
844,26425.0,1.911789072288766
845,26448.0,1.6638485030572925
846,26463.0,1.812302849303022
847,26471.0,
848,26515.0,1.4067321068758545
849,27947.0,1.5301568066137698
850,27960.0,0.812960139324333
851,28014.0,1.5756194174902978
852,28074.0,4.591028572772543
853,28080.0,2.6670925058010764
854,28166.0,1.6571598671431116
855,28167.0,1.8694989190667783
856,28171.0,3.0572603439543506
857,28204.0,1.623608965744047
858,28262.0,0.003706640157893885
859,28263.0,4.539617827251487
860,28280.0,2.03046640911167
861,28295.0,1.9796029255156498
862,28297.0,0.9245105450907908
863,40280.0,0.3526357507785532
864,41250.0,0.9189287233331165
865,42885.0,2.2974594315379004
866,48770.0,0.4267501124213665
867,58435.0,1.785242275000958
868,58682.0,0.5182426467475335
869,67929.0,1.2637732370224684
870,74540.0,1.2005116732891132
871,91845.0,0.8853931945780139
872,94230.0,0.9406028797040252
873,7687.0,0.7444438228720243
874,8726.0,1.5126980943738308
875,8869.0,1.9055368912899804
876,9388.0,1.0374263002825819
877,9416.0,
878,9436.0,0.7370967394983325
879,9509.0,2.5583792964620677
880,9558.0,2.708388967045312
881,10412.0,1.4897343960791924
882,11321.0,2.8792647075077427
883,11593.0,0.9721099466031141
884,12153.0,1.0303837560317415
885,12168.0,
886,12408.0,0.8727876883970226
887,12582.0,1.8108020581580095
888,13085.0,0.5177611666726875
889,13276.0,1.282318908512735
890,14227.0,0.04426198992721018
891,14479.0,1.5173018346152642
892,16102.0,1.0095815796310605
893,19048.0,1.1412021456957349
894,19118.0,1.3793314820263254
895,21708.0,
896,22874.0,2.7470693099728343
897,23360.0,0.611295411433533
898,23367.0,0.25810144056471757
899,26094.0,
900,26186.0,0.515972151994087
901,26351.0,0.45702987360821595
902,26367.0,0.4734561364628871
903,27926.0,2.115051475946026
904,27952.0,1.156429513608267
905,27984.0,1.2055364648071076
906,28030.0,
907,28096.0,0.5699992597914985
908,28209.0,2.318432068099713
909,28271.0,0.8436760152269351
910,41525.0,
911,42815.0,1.1896140701008076
