,index,fdate,ix_urgency_mean,ix_urgency_median,ix_urgency_min,ix_urgency_max,ix_urgency_std,ix_urgency_q25,ix_urgency_q75,d_sameind
38,Alerian Energy Infrastructure USD,20160331,0.7048033446422709,0.6298241001076164,0.1887926331210362,1.1635925064078292,0.313436845057129,0.5697901106289576,0.8972700906033129,0
39,Alerian Energy Infrastructure USD,20160630,0.7244715016687362,0.6320759430992133,0.1887926331210362,1.2507253378558627,0.34817058457487843,0.5502764062474722,1.023728294809604,0
40,Alerian Energy Infrastructure USD,20160930,0.7728813663582045,0.6655171690807616,0.0070961972035792,1.4836905288310658,0.3879728312726749,0.5697901106289576,1.1196523697766716,0
41,Alerian Energy Infrastructure USD,20161231,0.664912069038416,0.61818310811797,0.0070961972035792,1.2507253378558627,0.36692422622025,0.4795327814552191,0.9457087633114286,0
42,Alerian Energy Infrastructure USD,20170331,0.7692354069843476,0.6655171690807616,0.1563235329606812,1.2755032709943772,0.34363125519556414,0.5697901106289576,1.0818291332431218,0
43,Alerian Energy Infrastructure USD,20170630,0.8070466202706256,0.6655171690807616,0.1651362894237347,1.2755032709943772,0.3354952409220556,0.6135003137549491,1.1196523697766716,0
44,Alerian Energy Infrastructure USD,20170930,0.7729124401913459,0.7493246069870172,0.0381871183985116,1.2755032709943772,0.3927937008300797,0.5502764062474722,1.1313921865812782,0
45,Alerian Energy Infrastructure USD,20171231,0.7727749200959413,0.7933802754380108,0.0381871183985116,1.2954397765762022,0.36606000282947776,0.5697901106289576,1.0818291332431218,0
46,Alerian Energy Infrastructure USD,20180331,0.7528122245429448,0.7294487222593862,0.1132285742463343,1.2954397765762022,0.35753528478211766,0.517955221763295,1.072571081508845,0
47,Alerian Energy Infrastructure USD,20180630,0.7633347397945284,0.7294487222593862,0.1132285742463343,1.5123925701246503,0.3757867920694786,0.49234026155791105,1.058556742953451,0
48,Alerian Energy Infrastructure USD,20180930,0.7647835701034152,0.7933802754380108,0.1132285742463343,1.4821837603058772,0.35720880605591737,0.4795327814552191,1.0398198142854451,0
49,Alerian Energy Infrastructure USD,20181231,0.8261580591998409,0.8159716324953843,0.1132285742463343,1.5123925701246503,0.39023112070558397,0.49234026155791105,1.158477380652343,0
50,Alerian Energy Infrastructure USD,20190331,0.8025106589272297,0.7762386631452104,0.1132285742463343,1.5123925701246503,0.38805353790519326,0.4904644747389506,1.1431320033858847,0
51,Alerian Energy Infrastructure USD,20190630,0.8953786358150363,0.8132561601656417,0.1132285742463343,2.746104561782708,0.5080334567815333,0.6001221552451987,1.158477380652343,0
52,Alerian Energy Infrastructure USD,20190930,0.8617996506905444,0.7933802754380108,0.1132285742463343,2.746104561782708,0.5136063540936965,0.5639932011978046,1.1196523697766716,0
53,Alerian Energy Infrastructure USD,20191231,0.8619694683269766,0.7794489624708736,0.0527569247168382,2.746104561782708,0.5312662540485674,0.5624350645550653,1.1313921865812782,0
54,Alerian Energy Infrastructure USD,20200331,0.8007297218362325,0.6774678476245215,0.0527569247168382,1.568246032593142,0.41805587655269494,0.5429213601735801,1.107912552972065,0
55,Alerian MLP Infrastructure TR USD,20180331,1.0945079555577253,1.024321211458033,0.0014067715611261,10.3282228342628,0.7667084861943229,0.6224844554032115,1.4020910459436897,0
56,Alerian MLP Infrastructure TR USD,20180630,1.110923878883853,1.039872611621328,0.0070961972035792,7.871119560140412,0.7499689105219672,0.6305058692433189,1.402045317340075,0
57,Alerian MLP Infrastructure TR USD,20180930,1.1097638502042344,1.0352427313751802,0.0085557122003428,7.871119560140412,0.7268432940554816,0.6352843450703486,1.3995413714077347,0
58,Alerian MLP Infrastructure TR USD,20181231,1.1497020750146585,1.0646472457313487,0.0037066401578938,5.952978286733322,0.734958555989869,0.6459687780804567,1.4464410392863791,0
59,Alerian MLP Infrastructure TR USD,20190331,1.1446677779623704,1.0557103057378063,0.0037066401578938,7.871119560140412,0.7727127984041914,0.6449343638948488,1.4426154163413425,0
60,Alerian MLP Infrastructure TR USD,20190630,1.1080447723191045,1.0406338714632493,0.0085557122003428,5.952978286733322,0.6914377298280702,0.6407194671295904,1.4156322633273608,0
61,Alerian MLP Infrastructure TR USD,20190930,1.1179336462040286,1.0398198142854451,0.0085557122003428,5.952978286733322,0.700753172038007,0.6409365653398469,1.4301704650362927,0
62,Alerian MLP Infrastructure TR USD,20191231,1.1612588617225446,1.065711359672877,0.0037066401578938,6.115404395890585,0.7493503709677279,0.667997192105159,1.4565135501378335,0
63,Alerian MLP Infrastructure TR USD,20200331,1.0806451199795646,1.024321211458033,0.0037066401578938,4.142395000060475,0.6516942898942786,0.6322252720613689,1.398209005301381,0
64,All World,20120331,0.8265200056298686,0.6309668936289002,0.0070961972035792,6.6675600421646015,0.6998636755248742,0.4139530655164881,1.0895854766665,1
66,All World,20120630,0.7935725298611216,0.6298241001076164,0.0070961972035792,6.6675600421646015,0.6630231671009319,0.4139530655164881,1.040176317590271,1
68,All World,20120930,0.7952771590297452,0.6271255349309554,0.0070961972035792,6.6675600421646015,0.6839991133533477,0.39115140709370494,1.0478556243241801,1
70,All World,20121231,0.9184670303863107,0.6531773335938555,0.0070961972035792,8.990089768648994,1.0220468256551203,0.41531626438351843,1.14207190557128,1
72,All World,20130331,0.8736437933425729,0.6459687780804567,0.0070961972035792,8.990089768648994,0.944408358518423,0.3912427344835121,1.1200934483813703,1
74,All World,20130630,0.7936040191464888,0.6358069973442027,0.0070961972035792,6.387375419218487,0.6191435559582473,0.4248640359395524,1.0489444841683904,1
76,All World,20130930,0.7991104265213351,0.6371709407404248,0.0070961972035792,4.482909802710615,0.5768016288492444,0.4234994922008167,1.0679982768331522,1
78,All World,20131231,0.902901280461962,0.7019066824900351,0.0070961972035792,6.387375419218487,0.760189121998975,0.4392821334332505,1.160953594132947,1
80,All World,20140331,0.8433577175447395,0.6459687780804567,0.0070961972035792,5.100321942584532,0.6670979890237702,0.4139530655164881,1.1189120136694042,1
82,All World,20140630,0.8699053086619711,0.7184234568681725,0.0041445650807386,5.100321942584532,0.6657060388168324,0.43286797373822516,1.1399321032880156,1
84,All World,20140930,0.8627312828120635,0.7104636977547978,0.0041445650807386,5.100321942584532,0.6561598655106264,0.43286797373822516,1.1342963643344899,1
86,All World,20141231,0.9898749204826243,0.7445506911021479,0.0041445650807386,25.931703182770363,1.6502239235482166,0.4449963938231076,1.1399321032880156,1
88,All World,20150331,0.8628558082333369,0.7224221902546396,0.0041445650807386,5.100321942584532,0.6609475574578623,0.45457034137367186,1.10510060673585,1
90,All World,20150630,0.8553770242236883,0.7271180521114553,0.0041445650807386,4.1857400614540845,0.6239635292234902,0.46880978053813155,1.1136335459786157,1
92,All World,20150930,0.8678130469263557,0.7144624311412648,0.0041445650807386,5.100321942584532,0.676188967940091,0.4450411222496726,1.1176768609574737,1
94,All World,20151231,0.9592777449457568,0.7843516736768171,0.0041445650807386,25.931703182770363,1.3992812565687498,0.46786505418138463,1.1390065420859878,1
96,All World,20160331,0.8928498433865664,0.7826592617965367,0.0070961972035792,4.1857400614540845,0.6665948197222804,0.4621246009042531,1.1372940876397122,1
98,All World,20160630,0.9040857487289902,0.7843516736768171,0.0070961972035792,4.142395000060475,0.663660096459896,0.446908282272217,1.143731480325286,1
100,All World,20160930,0.903081739453053,0.8199759413033982,0.0070961972035792,4.142395000060475,0.6382888625009839,0.4474859405198334,1.160073956707986,1
102,All World,20161231,0.9853005885940348,0.8652022051125059,0.0070961972035792,25.931703182770363,1.311990172138471,0.4769931587493246,1.2097935486180873,1
104,All World,20170331,1.0226261714660991,0.8988106593660173,0.0014067715611261,25.931703182770363,1.333810876497597,0.4769931587493246,1.2502460074822312,1
106,All World,20170630,1.0169554916381216,0.8838813707030626,0.0014067715611261,25.931703182770363,1.3223478634472452,0.4957334474455227,1.2379918686922786,1
108,All World,20170930,0.9907696456527852,0.8867093070586186,0.0014067715611261,10.3282228342628,0.7935788791274047,0.5339524999809299,1.2447446163301967,1
110,All World,20171231,1.1019640442562324,0.9607681153601787,0.0014067715611261,25.931703182770363,1.320151681043346,0.5602041239978706,1.2991287209460938,1
112,All World,20180331,1.0522961877482035,0.9641268880752394,0.0014067715611261,7.871119560140412,0.7817129690231532,0.5774439142671097,1.307510946879909,1
114,All World,20180630,1.0751065345165787,0.9713597122915024,0.0014067715611261,25.931703182770363,1.169149098844541,0.5777417852010038,1.3082981556751152,1
116,All World,20180930,1.1132189957325433,0.9692349964685241,0.0014067715611261,25.931703182770363,1.4860256477217362,0.5775935731249316,1.3202000610449742,1
118,All World,20181231,1.1052921643606168,0.9690587501709145,0.0014067715611261,25.931703182770363,1.1322213255254068,0.5795997759669922,1.3850631092535983,1
120,All World,20190331,1.0741044305517269,0.9719989371317884,0.0014067715611261,4.810970312908212,0.7297842900674604,0.5710504343935223,1.3980405590026557,1
122,All World,20190630,1.106402369553018,0.9843588535191024,0.0014067715611261,25.931703182770363,1.1370862569634694,0.5710504343935223,1.3980405590026557,1
124,All World,20190930,1.16409692281338,0.9843588535191024,0.0014067715611261,25.931703182770363,1.3846738392921358,0.5737575065362239,1.4122788043272105,1
126,All World,20191231,1.1316723472970553,0.9945739485167067,0.0014067715611261,25.931703182770363,1.1490437736668226,0.5775935731249316,1.420958018354106,1
128,All World,20200331,1.1419875140814926,0.9837246253167018,0.0014067715611261,25.931703182770363,1.1969587643622734,0.5663244892514232,1.4327318689002284,1
130,All World Ex US,20120331,0.8952143364064832,0.795955276420847,0.0070961972035792,7.576743623355487,0.688982614399205,0.48167415291104326,1.1537661855037915,1
132,All World Ex US,20120630,0.8897873954540749,0.7826592617965367,0.0070961972035792,7.576743623355487,0.6823172975776177,0.5067716926521612,1.1166625702632689,1
134,All World Ex US,20120930,0.9017123126109176,0.7874270912956544,0.0070961972035792,7.576743623355487,0.6760357825514883,0.5178900038395936,1.1214326238522565,1
136,All World Ex US,20121231,0.9587829547220741,0.8108449137563707,0.0107382404158917,7.576743623355487,0.8061908357119112,0.530762701865987,1.1916683737215716,1
138,All World Ex US,20130331,0.943152067549066,0.8102508506107462,0.0107382404158917,7.576743623355487,0.7818150888768857,0.5153375621475216,1.1716938027218273,1
140,All World Ex US,20130630,0.9204976981989837,0.8030862214034633,0.0085557122003428,7.576743623355487,0.6916630535272803,0.5090282655891251,1.1635221062612555,1
142,All World Ex US,20130930,0.9176383095933525,0.8011189374414925,0.0070961972035792,7.576743623355487,0.7425039678473208,0.49945908305558573,1.1280914684097119,1
144,All World Ex US,20131231,0.9481663584079015,0.8394033378324082,0.0014067715611261,7.576743623355487,0.7334740921140597,0.5341809995081712,1.1449133961173557,1
146,All World Ex US,20140331,0.9015205476936763,0.8099163095412376,0.0085557122003428,7.576743623355487,0.6368767263250786,0.5313870231885022,1.1220328073492558,1
148,All World Ex US,20140630,0.9186051583251155,0.8351194874167779,0.0041445650807386,7.576743623355487,0.6461275435010101,0.5383695111928426,1.1449133961173557,1
150,All World Ex US,20140930,0.957278998183913,0.8413990974868665,0.0041445650807386,14.641257619968428,0.8832660113200661,0.5392587884143034,1.1635221062612555,1
152,All World Ex US,20141231,0.9680213779762993,0.8720127608979663,0.0029824122332251,14.641257619968428,0.8783203236676973,0.5388369350875548,1.1944072047645506,1
154,All World Ex US,20150331,0.9567156260990893,0.8758523005487716,0.0029824122332251,7.576743623355487,0.677372016946661,0.5444587106679087,1.1876672319923474,1
156,All World Ex US,20150630,0.971999254097671,0.8917196086528881,0.0029824122332251,6.387375419218487,0.6710802618934048,0.5469742462761111,1.2136011771019657,1
158,All World Ex US,20150930,0.9695044001163827,0.8867093070586186,0.0029824122332251,6.387375419218487,0.6714542396202711,0.5469742462761111,1.219928876295327,1
160,All World Ex US,20151231,0.9708063687426285,0.8909124843704708,0.0014067715611261,6.387375419218487,0.6717091648801706,0.5462225157935876,1.2062488341603022,1
162,All World Ex US,20160331,0.9653349599983192,0.8868372342936963,0.0014067715611261,6.387375419218487,0.6661035448349639,0.5469742462761111,1.1984865413702197,1
164,All World Ex US,20160630,0.93405919482809,0.885363657092527,0.0014067715611261,6.3515527075541005,0.6160799172943427,0.5383695111928426,1.1635749063711858,1
166,All World Ex US,20160930,0.9508950819411081,0.8950619479795798,0.0014067715611261,6.387375419218487,0.640572450859038,0.5391258708722425,1.2066822923431808,1
168,All World Ex US,20161231,0.954083587409895,0.900932579971522,0.0014067715611261,6.387375419218487,0.6082107366946655,0.544545492054786,1.2167650266986465,1
170,All World Ex US,20170331,0.980474356892998,0.9209744091315928,0.0014067715611261,6.139066461030333,0.6265759940962076,0.5653990077788725,1.2502460074822312,1
172,All World Ex US,20170630,0.9715995767673008,0.9126532540099603,0.0014067715611261,6.139066461030333,0.61989668099446,0.5601019978407715,1.244429420944649,1
174,All World Ex US,20170930,0.9798304150735996,0.921080888307418,0.0014067715611261,6.387375419218487,0.6263996018967535,0.5670380309182492,1.264609335737157,1
176,All World Ex US,20171231,1.0159530282720548,0.9540288924749011,0.0014067715611261,8.523351805171659,0.706118345748693,0.5853746766234453,1.281322184136453,1
178,All World Ex US,20180331,1.0382302639315482,0.9643503867454198,0.0014067715611261,8.523351805171659,0.7470745221466064,0.6093404379429699,1.2990223891905794,1
180,All World Ex US,20180630,1.045574605180015,0.9685569646754211,0.0014067715611261,8.523351805171659,0.7311212096461293,0.6117935465633286,1.32043981007212,1
182,All World Ex US,20180930,1.0617384752045769,0.968606531102089,0.0014067715611261,14.593303331314278,0.8220887138466363,0.6129556837439998,1.3249411197540542,1
184,All World Ex US,20181231,1.0655456444791278,0.9708077183756608,0.0014067715611261,7.576743623355487,0.720444114587049,0.610663070548464,1.3435862130230214,1
186,All World Ex US,20190331,1.0707075717895627,0.978257756157621,0.0014067715611261,7.576743623355487,0.7236302876568769,0.6133371784878844,1.3605108882601407,1
188,All World Ex US,20190630,1.0682707055539455,0.9757970477051476,0.0014067715611261,7.576743623355487,0.7279200104878886,0.6129615766386322,1.3601928697844938,1
190,All World Ex US,20190930,1.0576218258992522,0.9717172764506796,0.0014067715611261,7.576743623355487,0.7155086103723041,0.6086177487902671,1.3601928697844938,1
192,All World Ex US,20191231,1.0974111381500553,0.9859114980787248,0.0014067715611261,14.033932706232909,0.9199856144314238,0.6137127803371366,1.3738864374068358,1
194,All World Ex US,20200331,1.0646507034425767,0.9679195126762692,0.0037066401578938,14.033932706232909,0.8829627560713185,0.5972237005296223,1.3375682623907985,1
196,Alpha Architect Value Momentum Trend Index,20170630,0.4942581554972428,0.4942581554972428,0.1887926331210362,0.7997236778734493,0.43199348458181347,0.3415253943091395,0.646990916685346,0
197,Alpha Architect Value Momentum Trend Index,20170930,0.44285519289971587,0.4032804021508397,0.1651362894237347,0.7997236778734493,0.31603018799251253,0.18287854719671082,0.6632570478538448,0
198,Alpha Architect Value Momentum Trend Index,20171231,1.5447698933270095,1.2954397765762022,0.7997236778734493,2.539146225531377,0.8961148532216321,1.0475817272248258,1.9172930010537894,0
199,Alpha Architect Value Momentum Trend Index,20180331,0.8924727788055006,0.7162293544058352,0.1651362894237347,2.539146225531377,0.6849467389763776,0.5710504343935223,0.7997236778734493,0
200,Alpha Architect Value Momentum Trend Index,20180630,1.0109009303525787,0.79025525573104,0.1651362894237347,2.539146225531377,0.6139877497583375,0.6389186263555033,1.3316610088839644,0
201,Alpha Architect Value Momentum Trend Index,20180930,0.9300809050044793,0.79025525573104,0.1651362894237347,2.539146225531377,0.5996512819409588,0.6248183229055966,1.2624603589974654,0
202,Alpha Architect Value Momentum Trend Index,20181231,0.9437880354903909,0.681099066243146,0.1651362894237347,2.83149316413317,0.7290274285873803,0.5405206949636597,1.2624603589974654,0
203,Alpha Architect Value Momentum Trend Index,20190331,1.3174350002547162,1.087916003698402,0.4795327814552191,3.194935815740068,0.8526222029508812,0.7485080939972331,1.3476130315472894,0
204,Alpha Architect Value Momentum Trend Index,20190630,1.1273396515756582,0.7485080939972331,0.1651362894237347,3.194935815740068,0.9952035760512424,0.5089555112238199,1.2624603589974654,0
205,Alpha Architect Value Momentum Trend Index,20190930,1.2077406624421847,0.79025525573104,0.1887926331210362,3.194935815740068,0.9561927433507232,0.6023598181923775,1.2942674428209293,0
206,Alpha Architect Value Momentum Trend Index,20191231,1.0796784179961922,0.7579765161396423,0.1651362894237347,2.83149316413317,0.9229514517190934,0.5140916288865751,1.2624603589974654,0
207,Alpha Architect Value Momentum Trend Index,20200331,0.820136610936856,0.6459687780804567,0.1651362894237347,2.539146225531377,0.7294491770179539,0.4130245922389702,0.7997236778734493,0
208,AlphaClone Hedge Fund Long/Short TR USD,20120630,0.24331448932939914,0.24331448932939914,0.0070961972035792,0.4795327814552191,0.33406311240494424,0.1252053432664892,0.36142363539230915,0
209,AlphaClone Hedge Fund Long/Short TR USD,20120930,0.5653990077788725,0.5653990077788725,0.5653990077788725,0.5653990077788725,,0.5653990077788725,0.5653990077788725,0
210,AlphaClone Hedge Fund Long/Short TR USD,20121231,0.9031103881194036,0.8024611158773856,0.0070961972035792,2.000423123519264,0.9767607645876994,0.11901669902140569,1.5865548049753835,0
211,AlphaClone Hedge Fund Long/Short TR USD,20130331,1.7245109111566772,1.7245109111566772,1.44859869879409,2.000423123519264,0.3901987927475363,1.5865548049753835,1.8624670173379707,0
212,AlphaClone Hedge Fund Long/Short TR USD,20130630,0.628604785242297,0.25344991012317225,0.0070961972035792,2.000423123519264,0.9252941703717029,0.11901669902140569,0.7630379963440636,0
213,AlphaClone Hedge Fund Long/Short TR USD,20130930,0.9469933525974193,0.7314780725004445,0.3505762872856633,2.000423123519264,0.6494528181193697,0.47201042076536115,1.2947320353188856,0
214,AlphaClone Hedge Fund Long/Short TR USD,20131231,0.9735284715267536,0.7826592617965367,0.2595325949908516,2.000423123519264,0.6167774457532599,0.5185870160826263,1.5302789885227952,0
215,AlphaClone Hedge Fund Long/Short TR USD,20140331,0.9350330314346181,0.6378964390940365,0.0070961972035792,2.954755444353007,0.7500173498379965,0.4481567704973102,1.3549665658024863,0
216,AlphaClone Hedge Fund Long/Short TR USD,20140630,0.7640625572961773,0.6271255349309554,0.0070961972035792,2.000423123519264,0.5199627086984077,0.47690768001001094,0.8542510365179918,0
217,AlphaClone Hedge Fund Long/Short TR USD,20140930,0.8307665294422135,0.6271255349309554,0.3505762872856633,2.000423123519264,0.48987710788736505,0.5344094990354125,0.8331320448932726,0
218,AlphaClone Hedge Fund Long/Short TR USD,20141231,0.8874196025612887,0.6271255349309554,0.3165336979992517,2.6059146355824447,0.6068069194554082,0.5339524999809299,1.0740701668276753,0
219,AlphaClone Hedge Fund Long/Short TR USD,20150331,0.8411557870167845,0.6177681711806432,0.1651362894237347,2.6059146355824447,0.6117050460524559,0.5339524999809299,0.8331320448932726,0
220,AlphaClone Hedge Fund Long/Short TR USD,20150630,1.0325227429791826,0.6378964390940365,0.1651362894237347,3.694050362553342,0.792243572370763,0.5421568762212775,1.3549665658024863,0
221,AlphaClone Hedge Fund Long/Short TR USD,20150930,0.9516216354762661,0.6177681711806432,0.0070961972035792,3.9152797238490233,0.8741487172934814,0.5057720629831183,1.0707778485732302,0
222,AlphaClone Hedge Fund Long/Short TR USD,20151231,0.8938009392713044,0.6177681711806432,0.0070961972035792,3.694050362553342,0.8074252847978397,0.4194058609846094,1.0674855303187851,0
223,AlphaClone Hedge Fund Long/Short TR USD,20160331,0.7982513407541132,0.6132928452862856,0.0070961972035792,3.111462814776762,0.6808699667391335,0.4218602105833685,1.0241156139298488,0
224,AlphaClone Hedge Fund Long/Short TR USD,20160630,0.806410824001513,0.6177681711806432,0.0070961972035792,3.111462814776762,0.681729583386398,0.3974115772086104,1.1440466026279803,0
225,AlphaClone Hedge Fund Long/Short TR USD,20160930,0.7259909544429956,0.6074959358551327,0.0070961972035792,1.929501295881799,0.5204652478177099,0.4052180847237903,1.090707235014039,0
226,AlphaClone Hedge Fund Long/Short TR USD,20161231,0.6496904456776031,0.5404633731285204,0.0527569247168382,1.929501295881799,0.46614854972316905,0.3896050696934305,0.7863412281900687,0
227,AlphaClone Hedge Fund Long/Short TR USD,20170331,0.6006278697278962,0.5067426407180745,0.0070961972035792,1.929501295881799,0.4903683717881973,0.2845984317796978,0.6927595947836607,0
228,AlphaClone Hedge Fund Long/Short TR USD,20170630,0.6597571945548206,0.5720989734028668,0.0070961972035792,1.929501295881799,0.46605437400743926,0.3936547364785994,0.8209369520891587,0
229,AlphaClone Hedge Fund Long/Short TR USD,20170930,0.7554058260094797,0.5972237005296223,0.0070961972035792,2.131390927958317,0.579906619349439,0.4292232593796457,0.8331320448932726,0
230,AlphaClone Hedge Fund Long/Short TR USD,20171231,0.723927315293455,0.5720989734028668,0.0070961972035792,2.131390927958317,0.5782265669083143,0.3936547364785994,0.8209369520891587,0
231,AlphaClone Hedge Fund Long/Short TR USD,20180331,0.6230026933500807,0.5469742462761111,0.0070961972035792,1.929501295881799,0.45239112337063303,0.3508904086626342,0.7151602258786369,0
