v1,ticker,quarter,logret_q,logret_q_lag,yearmonth,inception,lend_byaum_bps,index_id,mer_bps,spread_bps_crsp,log_volume,tr_error_bps,perf_drag_bps,turnover_frac,d_uit,mkt_share,marketing_fee_bps,aum,cum_mktg_expense,d_sameind,log_profit,d_ownindex,marketing_expense,inception_q,quarter_decimal,inc_quarter_decimal,time_existence,quarters_in_sample,etf_per_index,uniquevals,rank_fee,highfee,rank_spread,highspread,rank_inception,firstmover,us_index,issuer,description,primary_benchmark,tax_classification,is_etn,asset_class,category,is_levered,is_active,creation_fee,other_expenses,total_expenses,fee_waivers,net_expenses,lead_market_maker,mgr_duration,mgr_duration_tii,mgr_duration_tsi,time_since_first,ratio_tii,ratio_tra,mgr_duration_index,ratio_tra_ix,aum_index,log_aum_index,log_aum,stock_tweets,sum_of_replies,sum_of_likes,stock_tweets_raw,qduration,same_benchmark,same_lead_mm,qs_dollar_tw,qs_percent_tw,es_dollar_ave,es_percent_ave,rs_dollar_ave,rs_percent_ave,pi_dollar_ave,pi_percent_ave,es_dollar_dw,es_dollar_sw,es_percent_dw,es_percent_sw,rs_dollar_sw,rs_dollar_dw,rs_percent_sw,rs_percent_dw,pi_dollar_sw,pi_dollar_dw,pi_percent_sw,pi_percent_dw
997,SCHC,20204,.16272828,.095402405,202012,2010-01-14,7.3287487,EAFE Small Cap,12,11.291022,16.115595,27.309393,-.26305419,.85709697,0,.21511814,0,2930868992,0,0,15.073131078115116,0,0,20101,2020.75,2010,10.75,20,2,2,1,0,2,1,1,0,0,Charles Schwab,Schwab International Small-Cap Equity ETF,FTSE Developed Small Cap ex U.S. Liquid Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.12,0,.12,Susquehanna,3.9451797,2.7611291,5.6249752,2.6796484,62.15588,.064759247,4.6110039,.081384055,13624462781,23.335133,21.7985648003033,-.078754745,0,0,1,4,0,0,.027534835,.00079564482,.013969738,.00040305019,.010426431,.00030061405,.0035416717,.0001023907,.016224205,.016259069,.00047010268,.00047112638,.012071477,.012035844,.00034902219,.00034796781,.0041851914,.0041859583,.00012203829,.0001220689
998,SCZ,20161,-.0030075209,.053222425,20163,2007-12-10,14.583711,EAFE Small Cap,40,3.4451041,17.483944,70.481972,17.017422,1.8728904,0,.88974494,0,5295378636,0,0,16.86863940379624,0,0,20074,2016,2007.75,8.25,20,2,2,2,1,1,0,2,1,0,Blackrock,iShares MSCI EAFE Small Cap,MSCI EAFE Small Cap NR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,KCG,5.5224266,5.7923627,5.3268147,.10412394,89.41172,.044343762,5.5400319,.057535406,5951569255,22.50692,22.390100321658487,-.078754745,0,0,1,5,0,0,.029720662,.00063565286,.016358322,.00034960199,.0096198525,.00020512134,.0067473836,.00014466837,.022803051,.022806484,.00048753765,.00048761562,.017877035,.017877344,.00038100887,.00038101099,.0049465587,.0049428339,.00010696882,.00010688913
999,SCZ,20162,-.018004503,-.0030075209,20166,2007-12-10,14.583711,EAFE Small Cap,40,4.108953,17.677042,101.10673,4.3798194,1.8469002,0,.88760829,0,5664126273,0,0,16.93595756918894,0,0,20074,2016.25,2007.75,8.5,20,2,2,2,1,1,0,2,1,0,Blackrock,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap NR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,KCG,5.6981974,6.1745229,5.3270307,.34622806,87.391388,.028818788,5.683496,.04852546,6381335516.6,22.576643,22.45741848705119,-.078167245,0,0,1.2352941,5,0,0,.033190731,.00066198548,.018997287,.00037881592,.012360829,.00024651192,.0066429274,.00013243267,.026644349,.026611427,.00053008425,.00052943284,.024169812,.024200106,.00048119255,.00048178941,.0024503246,.0024529533,.000048413982,.000048468522
1000,SCZ,20163,.082494356,-.018004503,20169,2007-12-10,14.583711,EAFE Small Cap,40,3.9512439,17.170742,94.013664,8.630353,1.1897706,0,.88286495,0,6067564286,0,0,17.004762172784687,0,0,20074,2016.5,2007.75,8.75,20,2,2,2,1,1,0,2,1,0,Blackrock,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap NR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,KCG,5.6940737,6.218677,5.2891221,.58599269,86.835983,.037606198,5.6709962,.061338723,6872584931,22.650806,22.526223090646933,-.077922449,0,.16666667,1.3333334,5,0,0,.022025414,.00043700478,.012369244,.00024509447,.0085914508,.00017049375,.0037820435,.000074685464,.028703118,.029511446,.00057651656,.00059310789,.025293261,.024488488,.00050995906,.0004934363,.0036541526,.0036503503,.000072043702,.00007197028
1001,SCZ,20164,-.035540421,.082494356,201612,2007-12-10,14.583711,EAFE Small Cap,40,2.5089965,17.721239,55.697189,-19.955574,2.0519533,0,.877222,0,6109038600,0,0,17.01157433127824,0,0,20074,2016.75,2007.75,9,20,2,2,2,1,1,0,2,1,0,Blackrock,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap NR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,KCG,5.4459405,5.7776833,5.5810676,.82442832,85.977951,.027400533,5.4412942,.054299053,6964073493,22.66403,22.533035249140486,-.078754745,0,.083333336,1,5,0,0,.017430941,.00034540368,.010069467,.00019952265,.0062451297,.00012338351,.0038317449,.000076286145,.014864482,.014860765,.00029457363,.00029450204,.012892817,.012895346,.00025531236,.00025536062,.0016474181,.0016485015,.000032729327,.000032750548
1002,SCZ,20171,.082755409,-.035540421,20173,2007-12-10,14.583711,EAFE Small Cap,40,3.0566661,17.667633,50.886425,2.091933,1.6969069,0,.86827159,0,6981524545,0,0,17.145072228198213,0,0,20074,2017,2007.75,9.25,20,2,2,2,1,1,0,2,1,0,Blackrock,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap NR USD,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,KCG,6.34165,5.8126721,7.5146894,.251389,50.453125,.029728534,6.2348714,.059788119,8040715000,22.807783,22.66653314606046,-.078527756,0,0,1.0909091,5,0,0,.014010831,.00026709118,.008676365,.00016550072,.0041761552,.000079781094,.0045018676,.000085750871,.012993759,.012999725,.00024752444,.00024764013,.0091351643,.009130382,.00017441633,.00017432324,.003874013,.0038728127,.000073404088,.000073381147
1003,SCZ,20172,.079571858,.082755409,20176,2007-12-10,14.583711,EAFE Small Cap,40,1.8741802,17.674835,63.348488,.48266974,1.4256766,0,.86166102,0,8380735905,0,0,17.32774064654826,0,0,20074,2017.25,2007.75,9.5,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,5.9135232,6.2996068,5.4330931,1.0988486,87.263985,.018869909,5.8075895,.057453342,9726256532,22.998095,22.849201564410507,-.078130528,0,.125,1.25,5,0,0,.010762384,.00018920485,.0076832962,.00013517009,.0035516354,.000062164887,.0041328687,.000073026749,.012762151,.012767192,.00022497977,.00022507178,.0071023838,.0070971707,.00012484196,.00012474693,.0056719654,.0056721279,.00010035621,.00010035904
1004,SCZ,20173,.069453806,.079571858,20179,2007-12-10,14.583711,EAFE Small Cap,40,2.2076347,17.630327,35.63385,-3.6795535,1.2357551,0,.85377085,0,9268550200,0,0,17.428431889451144,0,0,20074,2017.5,2007.75,9.75,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,3.9365411,5.3132415,5.6497469,1.0333508,89.789612,.0074046426,3.9956496,.043695271,10856016537,23.107985,22.94989280731339,-.078754745,0,0,1,4,0,0,.03092231,.00052240654,.0074534183,.00012466504,.004396366,.000073863339,.0030579783,.000050819646,.011390157,.011390489,.00019067911,.00019068569,.0073133106,.007312702,.00012251511,.00012250424,.004098346,.0040986324,.000068528694,.000068533162
1005,SCZ,20174,.051363613,.069453806,201712,2007-12-10,14.583711,EAFE Small Cap,40,1.9868077,17.797695,40.831501,-3.8535967,1.3274524,0,.85388809,0,10176390947,0,0,17.521875343477763,0,0,20074,2017.75,2007.75,10,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.7063694,5.3613071,6.046442,.61410391,89.77906,.12936024,4.7297606,.12848569,11917710120,23.201292,23.04333626134001,-.077006921,.2,.30000001,1.7,5,0,0,.021751408,.00034196951,.0073575713,.0001169816,.003200853,.000050997725,.0041612522,.000066056236,.012554046,.012556044,.00019970631,.00019973885,.0075067617,.0075059314,.00011960516,.0001195913,.0050635622,.0050623924,.000080360951,.000080342295
1006,SCZ,20181,.010640859,.051363613,20183,2007-12-10,14.583711,EAFE Small Cap,40,1.9857985,18.209915,86.692459,7.1886716,1.9040623,0,.84661555,0,10749942400,0,0,17.576705315503947,0,0,20074,2018,2007.75,10.25,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.1476264,3.4728847,6.3665309,.73511493,74.282417,.063358322,4.1694961,.078111693,12697548851,23.264675,23.098166233366193,-.07825537,0,0,1.2,4,0,0,.011074484,.00016799723,.0083196899,.00012619537,.0020473695,.000031125583,.0062729795,.000095079537,.015996715,.015973687,.0002429922,.00024264808,.010924649,.010962695,.00016642764,.00016700773,.005069687,.005054662,.000076534045,.000076297983
1007,SCZ,20182,-.026365329,.010640859,20186,2007-12-10,14.583711,EAFE Small Cap,40,1.8440099,18.440817,51.178482,-11.576406,2.1601753,0,.84640938,0,11309594476,0,0,17.627456353220126,0,0,20074,2018.25,2007.75,10.5,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.2806091,3.7994022,6.3644862,.91000789,76.418503,.11966749,4.3063641,.1295076,13361849630,23.31567,23.14891727108237,-.078527756,0,0,1.0909091,4,0,0,.010551489,.00016128836,.008147439,.00012463551,.0014873947,.000022541795,.0066621392,.0001021259,.014014226,.01401623,.00021448897,.00021452055,.0073247198,.0073227272,.00011232616,.00011229442,.0067217732,.0067217294,.00010265927,.00010265886
1008,SCZ,20183,-.007358856,-.026365329,20189,2007-12-10,14.583711,EAFE Small Cap,40,1.6905822,18.149521,44.709221,-3.433728,1.8575045,0,.81985503,0,10346890947,0,0,17.538491002074746,0,0,20074,2018.5,2007.75,10.75,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.2397785,3.4194107,6.3270535,1.2389657,71.902237,.057750575,4.2758021,.081095718,12620390700,23.258579,23.059951919936996,-.078130528,0,0,1.25,4,0,0,.010697426,.00017147967,.0079642935,.00012755983,.0021698654,.00003472262,.005772131,.000092472583,.015629774,.015630534,.0002507474,.00025075985,.0065540387,.0065514031,.00010486921,.00010482722,.0090444218,.0090463841,.00014536621,.00014539715
1009,SCZ,20184,-.17087319,-.007358856,201812,2007-12-10,14.583711,EAFE Small Cap,40,2.1879454,19.02747,96.069748,-12.037031,5.2510772,0,.81311226,0,8595441368,0,0,17.353036908316636,0,0,20074,2018.75,2007.75,11,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.1323957,3.1058693,6.2303777,1.2360798,67.075294,.054636296,4.2144475,.078934625,10571039250,23.081385,22.874497826178885,-.078398049,0,.028571429,1.1428572,4,0,0,.027923619,.00054101582,.0090464884,.00016186053,.0024450386,.000043477103,.006606299,.00011846877,.016679587,.016649479,.0002995393,.00029899183,.012346357,.012368722,.00021948424,.00021989434,.0043383474,.0043461495,.000080131482,.000080269951
1010,SCZ,20191,.10296475,-.17087319,20193,2007-12-10,14.583711,EAFE Small Cap,40,2.7417872,17.777529,57.104805,.6997084,1.3984746,0,.8194409,0,9466973767,0,0,17.4496142152331,0,0,20074,2019,2007.75,11.25,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.0869026,3.5487394,6.3696547,1.435079,81.388458,.10923409,4.1857944,.13158195,11552967292,23.170208,22.971075133095347,-.078754745,0,0,1,4,0,0,.010366998,.00018529712,.0079108058,.00014163551,.0021180718,.000037829297,.0057923775,.00010380061,.013259021,.013277021,.00023741517,.00023775954,.0076521002,.0076351701,.00013695532,.00013662991,.0055798562,.00557853,.00010002562,.00010000183
1011,SCZ,20192,.015834626,.10296475,20196,2007-12-10,14.583711,EAFE Small Cap,40,3.5118392,17.533335,61.904633,.67527145,1.1036882,0,.80914664,0,9408576310,0,0,17.443426565804753,0,0,20074,2019.25,2007.75,11.5,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.5014081,3.6372108,6.4046621,1.6219494,67.493256,.097897761,4.4647355,.12023512,11627776888,23.176662,22.964887483667,-.078477316,0,0,1.1111112,4,0,0,.010643839,.000184497,.008573534,.00014896817,.0038284247,.000066607201,.004746356,.000082383536,.014599148,.014598574,.00025223044,.00025222206,.0059549366,.0059556216,.00010388724,.00010389864,.0084170094,.0084166843,.00014448389,.00014447719
1012,SCZ,20193,-.0029660671,.015834626,20199,2007-12-10,14.583711,EAFE Small Cap,40,2.6274457,17.493242,39.35125,-1.7866443,1.0681332,0,.80606288,0,9329066905,0,0,17.434939918759856,0,0,20074,2019.5,2007.75,11.75,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.4910889,3.5576208,6.3219876,1.8483694,66.488449,.093844265,4.4138274,.12145582,11573622200,23.171995,22.956400836622105,-.078460999,0,0,1.1176471,4,0,0,.010756523,.0001902048,.0081161633,.00014384063,.0032111302,.000056977809,.004909622,.000086944856,.022949811,.022934504,.00039623654,.00039597889,.0088906847,.0088944566,.00015724151,.00015730808,.014056711,.014068263,.00023896435,.00023915568
1013,SCZ,20194,.10464908,-.0029660671,201912,2007-12-10,14.583711,EAFE Small Cap,40,3.0080917,18.251793,59.06707,-1.6448321,1.9864678,0,.81541413,0,10750475702,0,0,17.57675492402761,0,0,20074,2019.75,2007.75,12,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.9072847,4.2170329,6.3296351,2.0272493,65.722206,.096626222,4.775744,.12327849,13184068072,23.302275,23.098215841889857,-.078360505,0,.052631579,1.1578947,5,0,0,.01162924,.00019386623,.0076300637,.00012735502,.0021355867,.000035277142,.0054532052,.000091402166,.012406857,.012407535,.0002072777,.00020728951,.0074518882,.0074529769,.00012449555,.0001245134,.0049172621,.00491548,.000082176921,.000082147038
1014,SCZ,20201,-.3287628,.10464908,20203,2007-12-10,14.583711,EAFE Small Cap,40,24.935471,19.048864,226.05736,-26.859205,5.7252812,0,.81339133,0,8162896013,0,0,17.301403928650732,0,0,20074,2020,2007.75,12.25,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.5324068,3.6313937,6.2745337,2.3736989,66.605026,.10548495,4.4791355,.11633588,10035631932,23.029408,22.822864846512978,-.078364611,0,.03125,1.15625,5,0,0,.017979471,.00037283459,.010649494,.00021242157,.002772901,.00005774889,.0078762844,.00015467548,.017830741,.017867569,.00036419026,.00036511404,.0098339077,.0098006818,.00020083851,.00020002307,.0080391224,.008035453,.00016438938,.0001642795
1015,SCZ,20202,.18914837,-.3287628,20206,2007-12-10,14.583711,EAFE Small Cap,40,8.2056255,18.522308,123.13878,1.9207625,3.0570669,0,.77930456,0,8432461201,0,0,17.333893605900656,0,0,20074,2020.25,2007.75,12.5,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.3143201,3.3723588,6.2603955,2.5977123,66.687355,.11660855,4.2206635,.11547644,10820494686,23.104708,22.8553545237629,-.078588292,0,0,1.0666667,4,0,0,.013919057,.00028388476,.0095042214,.00019196302,.0034773469,.000072918119,.0060284245,.00011907511,.01960529,.019594861,.00039274516,.00039253145,.010660041,.010663709,.00021986452,.00021994185,.008940693,.0089474665,.00017278103,.00017291775
1016,SCZ,20203,.095445804,.18914837,20209,2007-12-10,14.583711,EAFE Small Cap,40,4.9342055,18.207842,82.674133,.31500697,2.2212398,0,.78276849,0,9188574734,0,0,17.419765754632085,0,0,20074,2020.5,2007.75,12.75,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.3563571,3.494041,6.2050986,2.8357098,67.329071,.12183554,4.2829504,.11584865,11738559713,23.186146,22.94122667249433,-.07817854,0,0,1.2307693,4,0,0,.010962449,.00019140494,.0081018563,.00014146318,.0018676798,.000032830543,.00623406,.00010863113,.014073495,.014077995,.00024555335,.00024563348,.01073974,.010735755,.00018790143,.00018782844,.003340929,.0033404182,.000057779012,.000057771867
1017,SCZ,20204,.25819105,.033750191,202012,2007-12-10,14.583711,EAFE Small Cap,40,6.9229131,18.207102,47.381149,9.1593866,1.8216567,0,.78488189,0,10693593789,0,0,17.57144976994443,0,0,20074,2020.75,2007.75,13,20,2,2,2,1,1,0,2,1,0,iShares,iShares MSCI EAFE Small-Cap ETF,MSCI EAFE Small Cap Index,Regulated Investment Company,0,Equity,Size and Style,0,0,10000,0,.40000001,0,.40000001,Virtu Financial,4.7105851,4.1588683,6.3031406,3.3821616,72.096687,.083870471,4.6110039,.081384055,13624462781,23.335133,23.092910687806675,-.078616031,.055555556,.11111111,1.0555556,5,0,0,.02455732,.00038339192,.0082849991,.00013166947,.0019081584,.000029548919,.0063795205,.00010216159,.020214122,.020225158,.00032084397,.00032101964,.0064702965,.0064554685,.00010278598,.00010254571,.013761081,.013764861,.00021834337,.00021840779
1018,SLY,20181,.0024423881,.023072718,20183,2005-11-08,3.907346,S&P SmallCap 600 Index,15,8.9233665,15.012739,13.988789,-2.3445396,.92141628,0,.02332245,25,904918336.2,14.631891,1,14.121065090475598,0,2262295.8,20054,2018,2005.75,12.25,12,2,2,2,1,2,1,1,0,1,SSgA,SPDR S&P 600 Small Cap ETF,S&P SmallCap 600 Index,Regulated Investment Company,0,Equity,Size and Style,0,0,3000,0,.15000001,0,.15000001,IMC Chicago,,,,,,,2.8873782,.082288019,37997574693.2,24.360788,20.623355261349573,-.077922449,0,2.3333333,1.3333334,,1,0,.32502621,.0024186042,.19220462,.0014326172,.16676706,.0012440318,.025437567,.00018858534,.20044842,.20064114,.0014949619,.0014964918,.16770063,.16745429,.0012503701,.001248406,.032940499,.032994132,.00024612178,.00024655581
1019,SLY,20182,.084169373,-.010029637,20186,2005-11-08,3.907346,S&P SmallCap 600 Index,15,13.500832,15.348846,17.329691,-1.4053791,1.1167803,0,.023031114,25,1044751689,15.399462,1,14.264754905071722,0,2611879.3,20054,2018.25,2005.75,12.5,12,2,2,2,1,2,1,1,0,1,SSgA,SPDR S&P 600 Small Cap ETF,S&P SmallCap 600 Index,Regulated Investment Company,0,Equity,Size and Style,0,0,3000,0,.15000001,0,.15000001,IMC Chicago,2.7895443,2.1259317,6.3178639,0,86.811043,.20823908,2.935746,.089683488,44414914046,24.516842,20.767045075945695,-.078477316,.22222222,0,1.1111112,2,1,0,.29778445,.0023544293,.17665814,.001398196,.15375535,.0012009655,.022902777,.00019723045,.20071052,.20063624,.0015811154,.0015805641,.16492367,.16501696,.0012981265,.0012988067,.035712574,.03569356,.00028243757,.00028230873
1020,SLY,20183,.046214968,.084169373,20189,2005-11-08,3.907346,S&P SmallCap 600 Index,15,6.5317698,15.593162,10.855906,-.39684504,1.2421206,0,.024250831,25,1199906331,15.879069,1,14.403219162319749,0,2999765.8,20054,2018.5,2005.75,12.75,12,2,2,2,1,2,1,1,0,1,SSgA,SPDR S&P 600 Small Cap ETF,S&P SmallCap 600 Index,Regulated Investment Company,0,Equity,Size and Style,0,0,3000,0,.15000001,0,.15000001,IMC Chicago,3.0771606,2.2313962,6.4223933,.21618168,86.514137,.15397801,3.0925243,.079892367,48387266910,24.602503,20.90550933319372,-.077506304,0,0,1.5,3,1,0,.10772137,.001431788,.05905522,.00078100548,.049079258,.00064975506,.0099830721,.00013134428,.066219859,.066214785,.00087444455,.00087438297,.05102326,.051031224,.00067647849,.00067657995,.01519153,.015188636,.00019790452,.00019786455
1021,SLY,20184,-.22477089,.046214968,201812,2005-11-08,3.907346,S&P SmallCap 600 Index,15,6.7850285,16.683456,13.605103,-2.7640619,3.4220459,0,.02533412,25,1026354613,16.161139,1,14.246988979811519,0,2565886.5,20054,2018.75,2005.75,13,12,2,2,2,1,2,1,1,0,1,SSgA,SPDR S&P 600 Small Cap ETF,S&P SmallCap 600 Index,Regulated Investment Company,0,Equity,Size and Style,0,0,3000,0,.15000001,0,.15000001,IMC Chicago,3.0307655,2.2779646,6.3973007,.46655679,90.391136,.11577342,2.9497435,.072244383,39588821166,24.401814,20.749279150685492,-.078754745,.14285715,.42857143,1,3,1,0,.10369139,.0015643458,.05993763,.00090002682,.035898924,.00053842622,.024038708,.0003616006,.072361968,.072329357,.0010914018,.0010909626,.056873113,.056920022,.0008578758,.00085856882,.015456244,.015441944,.00023308679,.00023283303
1022,SLY,20191,.10869501,-.22477089,20193,2005-11-08,3.907346,S&P SmallCap 600 Index,15,5.0335712,15.177645,8.5354071,-.54464042,.77859032,0,.027609643,25,1260514085,16.424927,1,14.452495307793093,0,3151285.3,20054,2019,2005.75,13.25,12,2,2,2,1,2,1,1,0,1,SSgA,SPDR S&P 600 Small Cap ETF,S&P SmallCap 600 Index,Regulated Investment Company,0,Equity,Size and Style,0,0,3000,0,.15000001,0,.15000001,IMC Chicago,3.272624,2.8823605,6.2967696,.58077258,90.360146,.1246952,3.310267,.11691663,44584385621,24.520649,20.954785478667066,-.078754745,0,.2,1,3,1,0,.047609042,.00072826777,.027808875,.00042510233,.020351265,.00031134332,.0074576093,.00011375899,.035812747,.035817984,.00054667646,.00054677081,.019434713,.019428756,.00029795605,.00029785096,.01638327,.016383991,.00024881476,.00024882547
1023,SLY,20192,.018099451,.10869501,20196,2005-11-08,3.907346,S&P SmallCap 600 Index,15,6.8312988,15.033635,8.2480364,-1.3956254,.67829037,0,.027692648,25,1256165928,16.632805,1,14.44903983367317,0,3140414.8,20054,2019.25,2005.75,13.5,12,2,2,2,1,2,1,1,0,1,SSgA,SPDR S&P 600 Small Cap ETF,S&P SmallCap 600 Index,Regulated Investment Company,0,Equity,Size and Style,0,0,3000,0,.15000001,0,.15000001,IMC Chicago,3.3801603,2.9329038,5.8627105,.77161264,87.694229,.11913664,3.3058522,.11359349,44293785155,24.514111,20.951330004547142,-.078562677,.07692308,.84615386,1.0769231,3,1,0,.036950335,.00055007782,.024997937,.00039056296,.017870281,.00028223201,.0071305078,.00010837409,.029206797,.029208692,.00043510762,.00043519586,.015148461,.015132941,.00022349814,.00022321803,.014060231,.014073856,.00021169768,.00021188962
1024,SLY,20193,-.0027409149,.018099451,20199,2005-11-08,3.907346,S&P SmallCap 600 Index,15,5.673152,15.220002,6.2133384,1.0549284,.80127722,0,.027328094,25,1277870822,16.807547,1,14.46617093867177,0,3194677,20054,2019.5,2005.75,13.75,12,2,2,2,1,2,1,1,0,1,SSgA,SPDR S&P 600 Small Cap ETF,S&P SmallCap 600 Index,Regulated Investment Company,0,Equity,Size and Style,0,0,3000,0,.15000001,0,.15000001,IMC Chicago,3.2460883,2.9532204,6.237628,.99707395,90.343994,.11461326,3.2634745,.11749905,45726569223,24.545946,20.968461109545743,-.077922449,.66666669,1.3333334,1.3333334,3,1,0,.059686363,.0008884673,.040587571,.00061130855,.032625467,.00049252476,.0079648346,.00011882398,.035783961,.035778239,.000534105,.00053402374,.023824086,.023802713,.00035621488,.00035588778,.011954153,.011981252,.00017780882,.00017821725
1025,SLY,20194,.079333469,-.0027409149,201912,2005-11-08,3.907346,S&P SmallCap 600 Index,15,7.5039873,15.3681,10.396595,-.96887928,.87358153,0,.027030209,25,1358764141,16.964956,1,14.52755123283127,0,3396910.3,20054,2019.75,2005.75,14,12,2,2,2,1,2,1,1,0,1,SSgA,SPDR S&P 600 Small Cap ETF,S&P SmallCap 600 Index,Regulated Investment Company,0,Equity,Size and Style,0,0,3000,0,.15000001,0,.15000001,IMC Chicago,3.2382023,3.0253453,6.2107015,1.2493093,90.672928,.13456255,2.941937,.120767,49183635529,24.618826,21.02984140370524,-.078754745,.25,.25,1,3,1,0,.09406244,.0013353465,.031811938,.00045730948,.021649169,.00030797935,.010164061,.00014934923,.048466519,.048477862,.00069273292,.00069290213,.029321766,.029326439,.00041748566,.00041754945,.019156098,.019140078,.0002754165,.00027518347
1026,SLY,20201,-.39753586,.079333469,20203,2005-11-08,3.907346,S&P SmallCap 600 Index,15,18.04043,16.63513,79.214737,-16.358961,4.3812838,0,.025914392,25,928106727.7,17.059795,1,14.146367121560969,0,2320266.8,20054,2020,2005.75,14.25,12,2,2,2,1,2,1,1,0,1,SSgA,SPDR S&P 600 Small Cap ETF,S&P SmallCap 600 Index,Regulated Investment Company,0,Equity,Size and Style,0,0,3000,0,.15000001,0,.15000001,IMC Chicago,3.434926,3.0012872,6.2082543,1.3856614,87.494324,.085400522,3.1603692,.10080619,35043589726.7,24.279858,20.64865729243494,-.077818416,1.625,1.25,1.375,3,1,0,.14331545,.0026622768,.084337339,.0015334561,.054953184,.0010084352,.029335869,.00052403007,.10245375,.10259415,.001857067,.001860709,.075742818,.075681999,.0014247379,.0014229511,.026750401,.026668411,.00043389085,.00043198426
